!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050706      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8951         4813   205.414   184.875     3.490     3.107     0.088     1.880     4.606     0.184     3.402     2.360    -5.097     3.297    11.844     0.000     0.000     0.000     0.018     0.094     0.032     0.042    -2.894     3.244     0.000     0.000     0.000     0.000    -0.501     1.754     0.000     0.000
     2    31.400GHz    -1         8951         4968   196.256   174.104     3.099     3.816     0.226     1.291     4.771     0.079     2.873     3.561    -7.574     4.899    15.860     0.000     0.000     0.000     0.015     0.147     0.019     0.026    -4.766     5.333     0.000     0.000     0.000     0.000    -0.681     2.404     0.000     0.000
     3    50.300GHz    -1         8951         4956   241.317   234.124     2.806     2.435     0.049     1.100     3.470     0.109     2.758     2.082    -5.246     3.452    11.220     0.000     0.000     0.000     0.045     0.252    -0.032     0.041    -2.972     3.319     0.000     0.000     0.000     0.000    -0.258     0.915     0.000     0.000
     4    52.799GHz     1         8951         4968   256.339   255.839     0.041     0.591    -0.011     0.299     1.135     0.077     0.052     0.471    -1.147     0.755     1.618     0.000     0.000     0.000     0.010     0.026     0.057     0.058    -0.501     0.561     0.000     0.000     0.000     0.000     0.016     0.057     0.000     0.000
     5    53.595GHz     1         8951         4968   249.375   249.727     0.057     0.327    -0.018     0.199     0.451     0.219     0.075     0.251    -0.290     0.203     0.445     0.000     0.000     0.000    -0.066     0.115     0.002     0.002    -0.018     0.020     0.000     0.000     0.000     0.000     0.002     0.009     0.000     0.000
     6    54.400GHz    -1         8951         8529   232.541   232.779    -2.099     0.694    -0.018     0.206     0.249     0.725    -2.081     0.649     0.145     0.247    -1.916     0.000     0.000     0.000    -0.358     0.637     0.039     0.035     0.017     0.028     0.000     0.000     0.000     0.000    -0.008     0.015     0.000     0.000
     7    54.941GHz     1         8951         8951   224.420   224.420    -0.065     0.352     0.001     0.147     0.251     0.344    -0.067     0.313     0.273     0.240    -0.231     0.000     0.000     0.000    -0.111     0.193     0.001     0.001     0.002     0.003     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8951         8951   217.192   217.192    -0.050     0.291     0.007     0.151     0.275     0.301    -0.057     0.236    -0.090     0.101     0.179     0.000     0.000     0.000    -0.126     0.204    -0.018     0.020    -0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     9    57.290GHz     1         8951         8951   211.597   211.597    -0.155     0.263     0.026     0.187     0.340     0.308    -0.181     0.179    -0.058     0.161    -0.075     0.000     0.000     0.000    -0.065     0.101     0.006     0.009     0.008     0.016     0.000     0.000     0.000     0.000     0.004     0.011     0.000     0.000
    10    57.290GHz     1         8951         8951   214.429   214.429    -0.043     0.336     0.027     0.210     0.400     0.281    -0.070     0.250    -0.022     0.171    -0.024     0.000     0.000     0.000    -0.045     0.199     0.021     0.023     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8951         8951   227.839   227.839     0.180     0.428    -0.003     0.343     1.000     0.118     0.183     0.215    -0.032     0.171     0.269     0.000     0.000     0.000    -0.062     0.139     0.009     0.012    -0.001     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    13    57.290GHz     1         8951         8951   237.850   237.850     0.328     0.554     0.010     0.493     1.500     0.108     0.318     0.209    -0.032     0.177     0.393     0.000     0.000     0.000    -0.041     0.108     0.006     0.008    -0.007     0.014     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8951         4419   240.780   235.524     3.975     4.438     0.244     2.185     5.143     0.223     3.731     3.835    -6.990     4.604    16.873     0.000     0.000     0.000     0.148     0.704    -0.296     0.332    -5.180     5.737     0.000     0.000     0.000     0.000    -0.824     2.733     0.000     0.000
