!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051406      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8933         4762   204.997   184.232     3.245     3.090     0.035     1.933     4.645     0.192     3.211     2.288    -5.103     3.243    11.878     0.000     0.000     0.000     0.029     0.116     0.018     0.024    -3.038     3.291     0.000     0.000     0.000     0.000    -0.573     1.902     0.000     0.000
     2    31.400GHz    -1         8933         4954   195.855   173.647     2.614     3.698     0.151     1.325     4.824     0.084     2.464     3.402    -7.728     4.888    15.874     0.000     0.000     0.000     0.020     0.146     0.004     0.006    -4.952     5.404     0.000     0.000     0.000     0.000    -0.754     2.526     0.000     0.000
     3    50.300GHz    -1         8933         4943   241.240   233.925     2.560     2.301     0.015     1.091     3.507     0.108     2.545     1.954    -5.328     3.413    11.214     0.000     0.000     0.000     0.048     0.236    -0.021     0.027    -3.098     3.373     0.000     0.000     0.000     0.000    -0.271     0.911     0.000     0.000
     4    52.799GHz     1         8933         4954   256.786   256.330    -0.011     0.564    -0.038     0.293     1.134     0.076     0.027     0.472    -1.150     0.734     1.618     0.000     0.000     0.000     0.009     0.021     0.050     0.052    -0.527     0.575     0.000     0.000     0.000     0.000     0.027     0.091     0.000     0.000
     5    53.595GHz     1         8933         4954   249.816   250.230     0.061     0.307    -0.005     0.191     0.446     0.202     0.067     0.243    -0.291     0.196     0.443     0.000     0.000     0.000    -0.071     0.112     0.002     0.002    -0.023     0.025     0.000     0.000     0.000     0.000     0.007     0.023     0.000     0.000
     6    54.400GHz    -1         8933         8593   232.852   233.079    -2.120     0.674     0.020     0.200     0.248     0.694    -2.140     0.633     0.142     0.241    -1.937     0.000     0.000     0.000    -0.381     0.621     0.038     0.034     0.008     0.012     0.000     0.000     0.000     0.000    -0.010     0.018     0.000     0.000
     7    54.941GHz     1         8933         8932   224.675   224.674    -0.064     0.344     0.012     0.144     0.251     0.334    -0.076     0.316     0.274     0.239    -0.229     0.000     0.000     0.000    -0.120     0.194    -0.003     0.003     0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8933         8933   217.394   217.394    -0.042     0.277     0.018     0.146     0.275     0.286    -0.060     0.233    -0.089     0.098     0.185     0.000     0.000     0.000    -0.124     0.192    -0.030     0.033    -0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     9    57.290GHz     1         8933         8933   211.825   211.825    -0.142     0.261     0.029     0.183     0.340     0.298    -0.171     0.187    -0.058     0.162    -0.065     0.000     0.000     0.000    -0.071     0.113     0.008     0.013     0.011     0.019     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
    10    57.290GHz     1         8933         8933   214.789   214.789    -0.007     0.332     0.043     0.201     0.400     0.264    -0.050     0.256    -0.021     0.173    -0.016     0.000     0.000     0.000    -0.039     0.203     0.022     0.024     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8933         8933   228.863   228.863     0.264     0.412     0.044     0.341     1.000     0.118     0.219     0.215    -0.021     0.167     0.277     0.000     0.000     0.000    -0.045     0.142     0.007     0.012     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8932         8932   239.146   239.146     0.343     0.545     0.003     0.487     1.500     0.105     0.340     0.213    -0.025     0.172     0.401     0.000     0.000     0.000    -0.033     0.123     0.003     0.006    -0.006     0.010     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8933         4446   240.064   233.979     3.478     4.102     0.188     2.180     5.218     0.220     3.290     3.500    -7.065     4.581    16.840     0.000     0.000     0.000     0.162     0.597    -0.279     0.320    -5.466     5.818     0.000     0.000     0.000     0.000    -0.903     2.855     0.000     0.000
