!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050406      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8969         4852   203.780   185.967     3.400     3.175     0.089     1.905     4.626     0.187     3.311     2.376    -5.079     3.293    11.823     0.000     0.000     0.000     0.009     0.041     0.027     0.034    -2.934     3.316     0.000     0.000     0.000     0.000    -0.536     1.812     0.000     0.000
     2    31.400GHz    -1         8969         5043   194.652   174.833     2.997     3.950     0.234     1.327     4.800     0.084     2.763     3.626    -7.598     4.933    15.827     0.000     0.000     0.000     0.014     0.113     0.018     0.024    -4.788     5.450     0.000     0.000     0.000     0.000    -0.710     2.425     0.000     0.000
     3    50.300GHz    -1         8969         5039   240.784   234.717     2.710     2.490     0.038     1.110     3.495     0.114     2.672     2.135    -5.245     3.456    11.208     0.000     0.000     0.000     0.035     0.262    -0.044     0.055    -2.989     3.400     0.000     0.000     0.000     0.000    -0.293     1.001     0.000     0.000
     4    52.799GHz     1         8969         5043   256.254   256.507     0.048     0.576     0.013     0.276     1.138     0.065     0.036     0.474    -1.146     0.754     1.614     0.000     0.000     0.000     0.011     0.031     0.052     0.050    -0.506     0.576     0.000     0.000     0.000     0.000     0.012     0.040     0.000     0.000
     5    53.595GHz     1         8969         5043   249.481   250.393     0.090     0.312     0.008     0.179     0.451     0.178     0.082     0.248    -0.287     0.201     0.445     0.000     0.000     0.000    -0.067     0.121     0.006     0.005    -0.018     0.020     0.000     0.000     0.000     0.000     0.002     0.008     0.000     0.000
     6    54.400GHz    -1         8969         8461   232.902   233.198    -2.049     0.684     0.011     0.190     0.250     0.606    -2.060     0.663     0.150     0.249    -1.908     0.000     0.000     0.000    -0.352     0.657     0.036     0.030     0.022     0.036     0.000     0.000     0.000     0.000    -0.008     0.016     0.000     0.000
     7    54.941GHz     1         8969         8969   224.851   224.851    -0.055     0.343     0.006     0.135     0.251     0.289    -0.061     0.315     0.275     0.241    -0.230     0.000     0.000     0.000    -0.111     0.199     0.004     0.004     0.001     0.003     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8969         8969   217.632   217.632    -0.064     0.275     0.001     0.131     0.275     0.227    -0.066     0.244    -0.091     0.100     0.178     0.000     0.000     0.000    -0.131     0.212    -0.019     0.021    -0.002     0.004     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     9    57.290GHz     1         8969         8969   211.987   211.987    -0.179     0.241    -0.000     0.166     0.340     0.238    -0.178     0.180    -0.057     0.163    -0.076     0.000     0.000     0.000    -0.061     0.097     0.004     0.007     0.008     0.016     0.000     0.000     0.000     0.000     0.003     0.009     0.000     0.000
    10    57.290GHz     1         8969         8969   214.935   214.935    -0.061     0.315     0.002     0.192     0.400     0.231    -0.063     0.250    -0.022     0.172    -0.024     0.000     0.000     0.000    -0.040     0.198     0.022     0.025     0.001     0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8969         8969   228.184   228.184     0.173     0.393    -0.000     0.320     1.000     0.103     0.173     0.221    -0.028     0.174     0.275     0.000     0.000     0.000    -0.085     0.150     0.011     0.015    -0.000     0.000     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    13    57.290GHz     1         8962         8962   237.729   237.729     0.295     0.506    -0.003     0.459     1.500     0.093     0.297     0.207    -0.028     0.177     0.400     0.000     0.000     0.000    -0.072     0.110     0.003     0.003    -0.004     0.009     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8969         4517   239.966   235.680     3.627     4.397     0.052     2.158     5.204     0.214     3.575     3.806    -6.953     4.634    16.843     0.000     0.000     0.000     0.156     0.650    -0.279     0.307    -5.324     5.918     0.000     0.000     0.000     0.000    -0.869     2.795     0.000     0.000
