!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051006      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8943         4857   205.407   184.099     3.242     3.071     0.040     1.865     4.622     0.180     3.202     2.320    -5.005     3.293    11.832     0.000     0.000     0.000     0.027     0.123    -0.002     0.003    -3.133     3.318     0.000     0.000     0.000     0.000    -0.516     1.833     0.000     0.000
     2    31.400GHz    -1         8943         5045   196.149   173.152     2.738     3.786     0.164     1.308     4.829     0.081     2.574     3.451    -7.487     4.912    15.857     0.000     0.000     0.000     0.019     0.152    -0.002     0.002    -5.128     5.429     0.000     0.000     0.000     0.000    -0.685     2.458     0.000     0.000
     3    50.300GHz    -1         8943         5037   241.449   233.864     2.653     2.375     0.081     1.058     3.506     0.101     2.572     1.995    -5.174     3.445    11.213     0.000     0.000     0.000     0.035     0.230    -0.032     0.038    -3.207     3.389     0.000     0.000     0.000     0.000    -0.263     0.949     0.000     0.000
     4    52.799GHz     1         8943         5045   256.849   256.482     0.023     0.563     0.000     0.288     1.126     0.072     0.023     0.455    -1.123     0.746     1.618     0.000     0.000     0.000     0.007     0.019     0.049     0.047    -0.542     0.574     0.000     0.000     0.000     0.000     0.013     0.049     0.000     0.000
     5    53.595GHz     1         8943         5045   249.899   250.497     0.071     0.315    -0.002     0.189     0.443     0.201     0.073     0.246    -0.285     0.199     0.443     0.000     0.000     0.000    -0.065     0.116    -0.001     0.001    -0.022     0.023     0.000     0.000     0.000     0.000     0.003     0.011     0.000     0.000
     6    54.400GHz    -1         8943         8548   233.083   233.351    -2.107     0.689    -0.003     0.204     0.247     0.711    -2.104     0.653     0.141     0.238    -1.928     0.000     0.000     0.000    -0.364     0.656     0.047     0.041     0.012     0.018     0.000     0.000     0.000     0.000    -0.012     0.022     0.000     0.000
     7    54.941GHz     1         8943         8941   225.031   225.031    -0.052     0.353     0.014     0.148     0.251     0.348    -0.067     0.309     0.272     0.237    -0.233     0.000     0.000     0.000    -0.111     0.197     0.004     0.004     0.002     0.003     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8943         8943   217.830   217.830    -0.045     0.291     0.013     0.147     0.275     0.288    -0.058     0.237    -0.090     0.100     0.184     0.000     0.000     0.000    -0.126     0.201    -0.024     0.027    -0.001     0.003     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     9    57.290GHz     1         8943         8942   212.133   212.133    -0.150     0.262     0.034     0.192     0.340     0.329    -0.184     0.183    -0.057     0.161    -0.073     0.000     0.000     0.000    -0.072     0.104     0.004     0.006     0.009     0.016     0.000     0.000     0.000     0.000     0.004     0.010     0.000     0.000
    10    57.290GHz     1         8943         8943   214.936   214.936    -0.033     0.329     0.039     0.211     0.400     0.288    -0.072     0.258    -0.021     0.171    -0.021     0.000     0.000     0.000    -0.047     0.206     0.015     0.018     0.001     0.001     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8943         8943   228.541   228.541     0.230     0.424     0.029     0.347     1.000     0.122     0.201     0.226    -0.030     0.172     0.270     0.000     0.000     0.000    -0.051     0.160     0.013     0.023    -0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8941         8941   238.844   238.844     0.389     0.556     0.054     0.502     1.500     0.113     0.335     0.210    -0.033     0.175     0.393     0.000     0.000     0.000    -0.029     0.124     0.011     0.017    -0.006     0.010     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8943         4547   240.745   234.556     3.684     4.339     0.293     2.133     5.226     0.210     3.392     3.644    -6.846     4.604    16.845     0.000     0.000     0.000     0.165     0.670    -0.286     0.305    -5.675     5.849     0.000     0.000     0.000     0.000    -0.812     2.758     0.000     0.000
