!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052306      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8948         4767   205.183   184.953     3.290     3.059     0.054     1.775     4.618     0.163     3.237     2.342    -5.187     3.276    11.893     0.000     0.000     0.000     0.029     0.130    -0.013     0.017    -2.950     3.292     0.000     0.000     0.000     0.000    -0.535     1.806     0.000     0.000
     2    31.400GHz    -1         8948         4937   196.583   174.204     2.837     3.812     0.202     1.298     4.788     0.080     2.635     3.508    -7.738     4.886    15.914     0.000     0.000     0.000     0.017     0.154    -0.012     0.017    -4.829     5.372     0.000     0.000     0.000     0.000    -0.716     2.439     0.000     0.000
     3    50.300GHz    -1         8948         4932   241.340   234.124     2.609     2.437     0.004     1.088     3.481     0.108     2.605     2.062    -5.348     3.433    11.232     0.000     0.000     0.000     0.038     0.206    -0.022     0.028    -3.005     3.336     0.000     0.000     0.000     0.000    -0.289     0.990     0.000     0.000
     4    52.799GHz     1         8948         4937   256.162   255.960     0.020     0.579     0.006     0.283     1.134     0.067     0.014     0.468    -1.161     0.744     1.618     0.000     0.000     0.000     0.003     0.007     0.056     0.058    -0.511     0.569     0.000     0.000     0.000     0.000     0.009     0.032     0.000     0.000
     5    53.595GHz     1         8948         4937   249.145   249.802     0.077     0.304     0.006     0.173     0.448     0.164     0.071     0.242    -0.297     0.203     0.444     0.000     0.000     0.000    -0.064     0.119     0.012     0.011    -0.024     0.027     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
     6    54.400GHz    -1         8948         8488   232.348   232.701    -2.108     0.648     0.011     0.197     0.250     0.660    -2.119     0.627     0.136     0.239    -1.963     0.000     0.000     0.000    -0.335     0.619     0.049     0.047     0.002     0.003     0.000     0.000     0.000     0.000    -0.007     0.013     0.000     0.000
     7    54.941GHz     1         8948         8947   224.373   224.373    -0.050     0.329     0.000     0.133     0.251     0.281    -0.051     0.302     0.270     0.234    -0.223     0.000     0.000     0.000    -0.103     0.187     0.004     0.004     0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8948         8948   217.285   217.285    -0.042     0.261     0.000     0.129     0.275     0.221    -0.042     0.225    -0.090     0.098     0.187     0.000     0.000     0.000    -0.111     0.184    -0.025     0.031    -0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     9    57.290GHz     1         8948         8948   211.803   211.803    -0.176     0.251     0.003     0.168     0.340     0.244    -0.178     0.188    -0.060     0.163    -0.066     0.000     0.000     0.000    -0.078     0.124     0.013     0.020     0.009     0.016     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
    10    57.290GHz     1         8948         8948   214.441   214.441    -0.071     0.335     0.005     0.192     0.400     0.231    -0.076     0.272    -0.021     0.173    -0.016     0.000     0.000     0.000    -0.062     0.225     0.019     0.022     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8947         8947   227.295   227.295     0.192     0.407     0.004     0.327     1.000     0.107     0.188     0.242    -0.027     0.167     0.276     0.000     0.000     0.000    -0.069     0.175     0.004     0.007     0.001     0.003     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    13    57.290GHz     1         8948         8948   237.251   237.251     0.332     0.515     0.006     0.471     1.500     0.099     0.326     0.207    -0.029     0.174     0.394     0.000     0.000     0.000    -0.045     0.119     0.010     0.016    -0.004     0.007     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8948         4432   240.668   234.891     3.451     4.341    -0.032     2.140     5.168     0.214     3.484     3.749    -7.087     4.605    16.869     0.000     0.000     0.000     0.163     0.695    -0.258     0.285    -5.302     5.786     0.000     0.000     0.000     0.000    -0.902     2.901     0.000     0.000
