!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050906      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8917         4784   205.534   184.326     3.139     2.940     0.038     1.853     4.612     0.181     3.100     2.222    -5.164     3.309    11.824     0.000     0.000     0.000     0.024     0.114     0.004     0.006    -3.095     3.264     0.000     0.000     0.000     0.000    -0.492     1.753     0.000     0.000
     2    31.400GHz    -1         8917         4953   196.357   173.431     2.599     3.626     0.174     1.268     4.805     0.079     2.425     3.351    -7.715     4.932    15.852     0.000     0.000     0.000     0.018     0.158     0.000     0.001    -5.057     5.348     0.000     0.000     0.000     0.000    -0.674     2.411     0.000     0.000
     3    50.300GHz    -1         8917         4940   241.505   233.933     2.512     2.322     0.056     1.081     3.484     0.108     2.456     1.929    -5.337     3.462    11.209     0.000     0.000     0.000     0.037     0.237    -0.035     0.044    -3.162     3.335     0.000     0.000     0.000     0.000    -0.258     0.927     0.000     0.000
     4    52.799GHz     1         8917         4953   256.670   256.113    -0.019     0.558    -0.022     0.297     1.124     0.079     0.003     0.444    -1.157     0.749     1.617     0.000     0.000     0.000     0.008     0.024     0.053     0.052    -0.534     0.564     0.000     0.000     0.000     0.000     0.015     0.054     0.000     0.000
     5    53.595GHz     1         8917         4953   249.736   250.064     0.055     0.321    -0.018     0.194     0.443     0.213     0.073     0.246    -0.292     0.200     0.444     0.000     0.000     0.000    -0.063     0.116     0.002     0.002    -0.021     0.022     0.000     0.000     0.000     0.000     0.002     0.008     0.000     0.000
     6    54.400GHz    -1         8917         8503   232.971   233.210    -2.095     0.696    -0.013     0.206     0.248     0.720    -2.083     0.659     0.145     0.242    -1.919     0.000     0.000     0.000    -0.355     0.658     0.045     0.039     0.014     0.020     0.000     0.000     0.000     0.000    -0.013     0.023     0.000     0.000
     7    54.941GHz     1         8917         8915   224.911   224.910    -0.054     0.346     0.012     0.143     0.251     0.329    -0.067     0.310     0.272     0.238    -0.234     0.000     0.000     0.000    -0.112     0.199     0.007     0.007     0.001     0.002     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8917         8917   217.681   217.681    -0.042     0.288     0.012     0.152     0.275     0.308    -0.054     0.235    -0.090     0.100     0.182     0.000     0.000     0.000    -0.133     0.211    -0.011     0.012    -0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     9    57.290GHz     1         8917         8917   211.906   211.906    -0.148     0.262     0.036     0.191     0.340     0.327    -0.184     0.186    -0.057     0.163    -0.072     0.000     0.000     0.000    -0.070     0.104     0.001     0.002     0.009     0.016     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8917         8916   214.739   214.740    -0.025     0.332     0.047     0.204     0.400     0.274    -0.072     0.260    -0.021     0.173    -0.024     0.000     0.000     0.000    -0.044     0.208     0.017     0.018     0.000     0.001     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8917         8917   228.318   228.318     0.217     0.428     0.020     0.345     1.000     0.119     0.198     0.214    -0.029     0.167     0.272     0.000     0.000     0.000    -0.055     0.146     0.010     0.016    -0.001     0.001     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8911         8911   238.516   238.516     0.361     0.572     0.035     0.511     1.500     0.116     0.327     0.209    -0.033     0.171     0.393     0.000     0.000     0.000    -0.033     0.120     0.007     0.010    -0.006     0.011     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8917         4504   240.773   234.791     3.453     4.217     0.126     2.156     5.198     0.216     3.328     3.587    -7.041     4.641    16.848     0.000     0.000     0.000     0.157     0.675    -0.282     0.313    -5.563     5.803     0.000     0.000     0.000     0.000    -0.791     2.696     0.000     0.000
