!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051512      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8972         4041   214.670   191.288     3.104     3.006     0.072     1.827     4.706     0.167     3.032     2.363    -5.203     3.190    11.870     0.000     0.000     0.000     0.009     0.121     0.017     0.021    -2.900     3.273     0.000     0.000     0.000     0.000    -0.761     2.102     0.000     0.000
     2    31.400GHz    -1         8972         4214   205.344   178.898     2.520     3.792     0.225     1.358     4.899     0.082     2.294     3.513    -7.810     4.766    15.872     0.000     0.000     0.000    -0.001     0.165     0.008     0.010    -4.732     5.363     0.000     0.000     0.000     0.000    -1.042     2.873     0.000     0.000
     3    50.300GHz    -1         8972         4200   244.448   236.693     2.620     2.349     0.109     1.080     3.560     0.103     2.511     2.029    -5.385     3.342    11.215     0.000     0.000     0.000     0.066     0.257    -0.023     0.028    -2.958     3.341     0.000     0.000     0.000     0.000    -0.404     1.121     0.000     0.000
     4    52.799GHz     1         8972         4214   256.981   257.383     0.060     0.611     0.010     0.285     1.175     0.066     0.049     0.501    -1.164     0.719     1.616     0.000     0.000     0.000     0.010     0.022     0.060     0.059    -0.505     0.572     0.000     0.000     0.000     0.000     0.031     0.088     0.000     0.000
     5    53.595GHz     1         8972         4214   249.665   250.780     0.055     0.317     0.004     0.177     0.463     0.164     0.050     0.249    -0.297     0.195     0.441     0.000     0.000     0.000    -0.077     0.117     0.000     0.000    -0.023     0.026     0.000     0.000     0.000     0.000     0.006     0.018     0.000     0.000
     6    54.400GHz    -1         8972         8534   232.883   233.109    -2.121     0.686    -0.009     0.176     0.263     0.490    -2.112     0.653     0.140     0.238    -1.941     0.000     0.000     0.000    -0.353     0.656     0.046     0.041     0.006     0.011     0.000     0.000     0.000     0.000    -0.011     0.019     0.000     0.000
     7    54.941GHz     1         8972         8971   224.816   224.816    -0.071     0.338    -0.004     0.137     0.254     0.293    -0.067     0.309     0.273     0.236    -0.229     0.000     0.000     0.000    -0.106     0.191    -0.005     0.005     0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     8    55.499GHz     1         8972         8972   217.620   217.620    -0.044     0.272     0.005     0.133     0.275     0.234    -0.049     0.236    -0.089     0.100     0.188     0.000     0.000     0.000    -0.117     0.196    -0.027     0.031    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.012     0.000     0.000
     9    57.290GHz     1         8972         8972   212.190   212.190    -0.171     0.246    -0.006     0.170     0.340     0.249    -0.165     0.178    -0.060     0.165    -0.069     0.000     0.000     0.000    -0.061     0.100     0.011     0.017     0.009     0.017     0.000     0.000     0.000     0.000     0.006     0.014     0.000     0.000
    10    57.290GHz     1         8972         8972   215.297   215.297    -0.052     0.313    -0.003     0.191     0.400     0.229    -0.050     0.249    -0.022     0.174    -0.016     0.000     0.000     0.000    -0.033     0.189     0.018     0.018     0.002     0.003     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8969         8969   229.136   229.136     0.206     0.399    -0.002     0.324     1.000     0.105     0.207     0.226    -0.026     0.167     0.276     0.000     0.000     0.000    -0.053     0.154     0.007     0.012     0.001     0.003     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8969         8969   239.456   239.456     0.363     0.508     0.013     0.460     1.500     0.094     0.349     0.212    -0.024     0.174     0.404     0.000     0.000     0.000    -0.028     0.113     0.001     0.001    -0.003     0.006     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8972         3763   244.427   239.440     3.284     4.295     0.235     2.156     5.232     0.210     3.049     3.673    -7.119     4.448    16.852     0.000     0.000     0.000     0.060     0.650    -0.311     0.322    -5.213     5.761     0.000     0.000     0.000     0.000    -1.221     3.177     0.000     0.000
