!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051400      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8946         4235   213.793   189.090     3.383     3.216     0.244     1.823     4.725     0.171     3.139     2.480    -5.194     3.266    11.870     0.000     0.000     0.000     0.018     0.120     0.016     0.018    -2.842     3.269     0.000     0.000     0.000     0.000    -0.728     2.128     0.000     0.000
     2    31.400GHz    -1         8946         4407   204.549   176.942     2.811     3.895     0.297     1.330     4.886     0.082     2.514     3.678    -7.760     4.885    15.872     0.000     0.000     0.000     0.006     0.153     0.005     0.006    -4.665     5.374     0.000     0.000     0.000     0.000    -0.943     2.789     0.000     0.000
     3    50.300GHz    -1         8946         4397   243.416   235.200     2.627     2.446     0.012     1.131     3.560     0.115     2.615     2.167    -5.365     3.436    11.220     0.000     0.000     0.000     0.053     0.264    -0.027     0.035    -2.917     3.351     0.000     0.000     0.000     0.000    -0.349     1.041     0.000     0.000
     4    52.799GHz     1         8946         4407   256.009   256.322     0.058     0.657    -0.005     0.298     1.184     0.074     0.063     0.539    -1.162     0.742     1.618     0.000     0.000     0.000     0.008     0.022     0.062     0.061    -0.497     0.572     0.000     0.000     0.000     0.000     0.034     0.103     0.000     0.000
     5    53.595GHz     1         8946         4407   248.890   249.982     0.064     0.338    -0.003     0.198     0.472     0.202     0.067     0.263    -0.295     0.201     0.443     0.000     0.000     0.000    -0.072     0.126     0.003     0.002    -0.022     0.025     0.000     0.000     0.000     0.000     0.010     0.031     0.000     0.000
     6    54.400GHz    -1         8946         8418   232.320   232.736    -2.117     0.723    -0.014     0.204     0.265     0.659    -2.102     0.694     0.145     0.243    -1.932     0.000     0.000     0.000    -0.345     0.686     0.039     0.033     0.007     0.012     0.000     0.000     0.000     0.000    -0.016     0.028     0.000     0.000
     7    54.941GHz     1         8946         8944   224.301   224.301    -0.062     0.357     0.002     0.146     0.255     0.333    -0.064     0.323     0.276     0.239    -0.227     0.000     0.000     0.000    -0.109     0.206    -0.004     0.004     0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     8    55.499GHz     1         8946         8946   217.053   217.053    -0.053     0.285     0.012     0.148     0.275     0.290    -0.064     0.246    -0.089     0.099     0.185     0.000     0.000     0.000    -0.124     0.202    -0.032     0.036    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.014     0.000     0.000
     9    57.290GHz     1         8946         8946   211.374   211.374    -0.139     0.277     0.032     0.195     0.340     0.339    -0.171     0.187    -0.058     0.163    -0.066     0.000     0.000     0.000    -0.073     0.116     0.011     0.017     0.009     0.017     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8946         8946   214.342   214.342    -0.003     0.353     0.049     0.212     0.400     0.297    -0.052     0.269    -0.021     0.174    -0.015     0.000     0.000     0.000    -0.042     0.219     0.022     0.024     0.002     0.004     0.000     0.000     0.000     0.000     0.003     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8943         8943   227.863   227.863     0.263     0.452     0.065     0.369     1.000     0.141     0.198     0.225    -0.023     0.168     0.276     0.000     0.000     0.000    -0.068     0.158     0.011     0.019     0.001     0.001     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8941         8941   237.754   237.754     0.393     0.575     0.079     0.520     1.500     0.123     0.314     0.219    -0.027     0.172     0.399     0.000     0.000     0.000    -0.052     0.129    -0.001     0.002    -0.005     0.010     0.000     0.000     0.000     0.000    -0.001     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8946         3964   242.898   237.277     3.373     4.261     0.080     2.192     5.232     0.223     3.292     3.776    -7.121     4.614    16.849     0.000     0.000     0.000     0.098     0.637    -0.296     0.297    -5.110     5.768     0.000     0.000     0.000     0.000    -1.128     3.155     0.000     0.000
