!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051412      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8915         4206   213.287   188.812     3.192     2.920     0.122     1.800     4.721     0.163     3.070     2.271    -5.206     3.224    11.873     0.000     0.000     0.000     0.017     0.119     0.022     0.025    -2.937     3.244     0.000     0.000     0.000     0.000    -0.700     2.052     0.000     0.000
     2    31.400GHz    -1         8915         4339   204.471   176.998     2.513     3.579     0.248     1.300     4.903     0.077     2.265     3.357    -7.854     4.856    15.869     0.000     0.000     0.000     0.009     0.153     0.009     0.010    -4.826     5.320     0.000     0.000     0.000     0.000    -0.941     2.772     0.000     0.000
     3    50.300GHz    -1         8915         4325   243.885   235.327     2.498     2.283     0.043     1.098     3.563     0.108     2.454     1.951    -5.411     3.392    11.215     0.000     0.000     0.000     0.046     0.266    -0.025     0.033    -3.019     3.318     0.000     0.000     0.000     0.000    -0.351     1.047     0.000     0.000
     4    52.799GHz     1         8915         4339   256.404   256.193     0.026     0.600    -0.001     0.283     1.180     0.067     0.027     0.491    -1.169     0.730     1.616     0.000     0.000     0.000     0.007     0.021     0.059     0.059    -0.515     0.567     0.000     0.000     0.000     0.000     0.029     0.087     0.000     0.000
     5    53.595GHz     1         8915         4339   249.166   249.858     0.055     0.322    -0.006     0.181     0.468     0.175     0.060     0.256    -0.297     0.197     0.441     0.000     0.000     0.000    -0.065     0.127    -0.003     0.003    -0.023     0.025     0.000     0.000     0.000     0.000     0.008     0.025     0.000     0.000
     6    54.400GHz    -1         8915         8465   232.526   232.719    -2.119     0.691    -0.042     0.187     0.263     0.590    -2.077     0.668     0.142     0.240    -1.932     0.000     0.000     0.000    -0.330     0.671     0.046     0.042     0.007     0.012     0.000     0.000     0.000     0.000    -0.011     0.018     0.000     0.000
     7    54.941GHz     1         8915         8915   224.568   224.568    -0.072     0.344    -0.003     0.138     0.255     0.298    -0.069     0.316     0.272     0.237    -0.229     0.000     0.000     0.000    -0.102     0.196    -0.010     0.011     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8915         8915   217.452   217.452    -0.051     0.275     0.002     0.129     0.275     0.221    -0.052     0.241    -0.089     0.099     0.186     0.000     0.000     0.000    -0.114     0.196    -0.032     0.038    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.012     0.000     0.000
     9    57.290GHz     1         8915         8915   211.947   211.947    -0.174     0.246    -0.001     0.167     0.340     0.241    -0.173     0.182    -0.059     0.162    -0.066     0.000     0.000     0.000    -0.073     0.111     0.011     0.017     0.009     0.017     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8915         8915   214.800   214.800    -0.060     0.322     0.000     0.190     0.400     0.225    -0.060     0.263    -0.021     0.174    -0.015     0.000     0.000     0.000    -0.050     0.213     0.022     0.022     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8915         8915   227.894   227.894     0.205     0.407     0.007     0.331     1.000     0.109     0.198     0.227    -0.023     0.169     0.279     0.000     0.000     0.000    -0.075     0.164     0.014     0.023     0.002     0.003     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8901         8901   237.795   237.795     0.355     0.524     0.026     0.475     1.500     0.101     0.328     0.222    -0.026     0.172     0.403     0.000     0.000     0.000    -0.043     0.131    -0.001     0.002    -0.003     0.006     0.000     0.000     0.000     0.000    -0.001     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8915         3894   243.511   237.153     3.151     3.987     0.056     2.128     5.245     0.209     3.095     3.542    -7.177     4.542    16.847     0.000     0.000     0.000     0.105     0.638    -0.302     0.300    -5.271     5.701     0.000     0.000     0.000     0.000    -1.107     3.083     0.000     0.000
