!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050218      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8841         4687   203.126   183.616     3.526     3.167     0.136     1.903     4.594     0.191     3.390     2.251    -5.087     3.300    11.795     0.000     0.000     0.000     0.004     0.021     0.022     0.029    -2.924     3.253     0.000     0.000     0.000     0.000    -0.420     1.580     0.000     0.000
     2    31.400GHz    -1         8841         4909   193.955   172.981     3.111     3.929     0.233     1.305     4.755     0.084     2.878     3.523    -7.637     4.958    15.805     0.000     0.000     0.000     0.012     0.099     0.017     0.024    -4.747     5.396     0.000     0.000     0.000     0.000    -0.573     2.170     0.000     0.000
     3    50.300GHz    -1         8841         4898   239.703   233.903     2.764     2.422     0.027     1.093     3.469     0.112     2.737     2.070    -5.257     3.459    11.199     0.000     0.000     0.000     0.037     0.260    -0.045     0.055    -2.972     3.371     0.000     0.000     0.000     0.000    -0.225     0.865     0.000     0.000
     4    52.799GHz     1         8841         4909   255.454   256.168     0.034     0.594     0.001     0.308     1.130     0.082     0.032     0.463    -1.146     0.752     1.610     0.000     0.000     0.000     0.010     0.030     0.050     0.049    -0.508     0.577     0.000     0.000     0.000     0.000     0.017     0.064     0.000     0.000
     5    53.595GHz     1         8841         4909   248.994   250.179     0.102     0.320     0.020     0.195     0.448     0.215     0.082     0.245    -0.286     0.197     0.442     0.000     0.000     0.000    -0.064     0.118     0.005     0.004    -0.018     0.021     0.000     0.000     0.000     0.000     0.004     0.014     0.000     0.000
     6    54.400GHz    -1         8841         8376   232.741   233.060    -2.006     0.670     0.002     0.192     0.258     0.600    -2.009     0.654     0.151     0.247    -1.895     0.000     0.000     0.000    -0.321     0.649     0.028     0.024     0.026     0.041     0.000     0.000     0.000     0.000     0.003     0.006     0.000     0.000
     7    54.941GHz     1         8841         8838   224.779   224.780    -0.052     0.346     0.014     0.145     0.252     0.332    -0.066     0.312     0.274     0.239    -0.232     0.000     0.000     0.000    -0.105     0.195    -0.003     0.003     0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     8    55.499GHz     1         8841         8840   217.656   217.656    -0.046     0.285     0.017     0.151     0.275     0.307    -0.063     0.240    -0.091     0.100     0.177     0.000     0.000     0.000    -0.127     0.205    -0.019     0.023    -0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.008     0.000     0.000
     9    57.290GHz     1         8841         8841   212.024   212.024    -0.157     0.259     0.024     0.187     0.340     0.308    -0.181     0.182    -0.055     0.166    -0.074     0.000     0.000     0.000    -0.063     0.091     0.000     0.000     0.008     0.015     0.000     0.000     0.000     0.000     0.004     0.011     0.000     0.000
    10    57.290GHz     1         8841         8841   214.863   214.863    -0.041     0.326     0.035     0.201     0.400     0.260    -0.076     0.246    -0.024     0.173    -0.023     0.000     0.000     0.000    -0.042     0.189     0.013     0.015     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8840         8840   228.577   228.577     0.201     0.417     0.010     0.337     1.000     0.114     0.191     0.225    -0.030     0.172     0.274     0.000     0.000     0.000    -0.057     0.145     0.006     0.008    -0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    13    57.290GHz     1         8838         8838   238.573   238.573     0.316     0.544     0.005     0.489     1.500     0.106     0.311     0.201    -0.030     0.171     0.400     0.000     0.000     0.000    -0.055     0.100     0.001     0.001    -0.004     0.008     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8841         4372   238.088   234.046     3.800     4.393     0.083     2.166     5.164     0.220     3.716     3.821    -7.000     4.665    16.822     0.000     0.000     0.000     0.163     0.683    -0.312     0.355    -5.236     5.865     0.000     0.000     0.000     0.000    -0.719     2.565     0.000     0.000
