!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050318      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8960         4877   200.767   183.811     3.418     3.107     0.112     1.885     4.618     0.185     3.306     2.207    -5.016     3.296    11.818     0.000     0.000     0.000     0.008     0.034     0.027     0.034    -3.125     3.392     0.000     0.000     0.000     0.000    -0.405     1.570     0.000     0.000
     2    31.400GHz    -1         8960         5067   191.526   172.872     2.979     3.797     0.264     1.307     4.829     0.083     2.715     3.459    -7.525     4.927    15.821     0.000     0.000     0.000     0.012     0.104     0.018     0.025    -5.058     5.593     0.000     0.000     0.000     0.000    -0.554     2.164     0.000     0.000
     3    50.300GHz    -1         8960         5054   238.848   234.031     2.656     2.391     0.027     1.099     3.505     0.111     2.628     2.042    -5.197     3.454    11.206     0.000     0.000     0.000     0.049     0.254    -0.042     0.054    -3.164     3.487     0.000     0.000     0.000     0.000    -0.224     0.883     0.000     0.000
     4    52.799GHz     1         8960         5067   255.421   256.581     0.020     0.557     0.007     0.279     1.126     0.067     0.012     0.449    -1.137     0.756     1.612     0.000     0.000     0.000     0.013     0.032     0.049     0.050    -0.537     0.593     0.000     0.000     0.000     0.000     0.011     0.044     0.000     0.000
     5    53.595GHz     1         8960         5067   249.067   250.529     0.082     0.309     0.008     0.175     0.444     0.175     0.075     0.244    -0.286     0.201     0.445     0.000     0.000     0.000    -0.072     0.113     0.004     0.003    -0.019     0.020     0.000     0.000     0.000     0.000     0.003     0.011     0.000     0.000
     6    54.400GHz    -1         8960         8413   232.659   233.076    -2.071     0.667     0.009     0.191     0.256     0.598    -2.080     0.653     0.147     0.245    -1.904     0.000     0.000     0.000    -0.372     0.650     0.029     0.024     0.025     0.039     0.000     0.000     0.000     0.000    -0.005     0.010     0.000     0.000
     7    54.941GHz     1         8960         8957   224.562   224.562    -0.070     0.341     0.004     0.131     0.252     0.271    -0.074     0.314     0.274     0.240    -0.231     0.000     0.000     0.000    -0.117     0.197    -0.000     0.000     0.001     0.002     0.000     0.000     0.000     0.000    -0.000     0.002     0.000     0.000
     8    55.499GHz     1         8960         8960   217.244   217.244    -0.079     0.273    -0.000     0.132     0.275     0.232    -0.079     0.241    -0.092     0.102     0.178     0.000     0.000     0.000    -0.138     0.205    -0.022     0.026    -0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8960         8960   211.468   211.468    -0.182     0.249    -0.000     0.168     0.340     0.243    -0.182     0.186    -0.056     0.166    -0.076     0.000     0.000     0.000    -0.061     0.096     0.001     0.001     0.008     0.016     0.000     0.000     0.000     0.000     0.003     0.009     0.000     0.000
    10    57.290GHz     1         8960         8960   214.428   214.428    -0.058     0.314     0.001     0.189     0.400     0.224    -0.060     0.249    -0.024     0.173    -0.022     0.000     0.000     0.000    -0.038     0.196     0.023     0.025     0.001     0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8958         8958   228.048   228.048     0.188     0.396     0.003     0.324     1.000     0.105     0.186     0.225    -0.028     0.174     0.276     0.000     0.000     0.000    -0.071     0.148     0.010     0.014    -0.001     0.001     0.000     0.000     0.000     0.000    -0.001     0.001     0.000     0.000
    13    57.290GHz     1         8954         8954   237.760   237.760     0.294     0.503    -0.002     0.455     1.500     0.092     0.296     0.209    -0.030     0.176     0.400     0.000     0.000     0.000    -0.068     0.105    -0.001     0.001    -0.005     0.009     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8960         4536   237.391   234.546     3.695     4.280     0.148     2.200     5.250     0.218     3.548     3.717    -6.879     4.645    16.838     0.000     0.000     0.000     0.155     0.635    -0.271     0.302    -5.611     6.087     0.000     0.000     0.000     0.000    -0.683     2.518     0.000     0.000
