!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052506      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8952         4682   205.977   184.698     3.157     2.939     0.079     1.873     4.645     0.181     3.078     2.197    -5.075     3.295    11.866     0.000     0.000     0.000     0.025     0.106    -0.022     0.031    -3.163     3.346     0.000     0.000     0.000     0.000    -0.555     1.838     0.000     0.000
     2    31.400GHz    -1         8952         4874   197.243   173.743     2.632     3.652     0.198     1.300     4.854     0.078     2.434     3.368    -7.594     4.939    15.907     0.000     0.000     0.000     0.018     0.135    -0.013     0.019    -5.144     5.463     0.000     0.000     0.000     0.000    -0.740     2.488     0.000     0.000
     3    50.300GHz    -1         8952         4865   242.043   234.012     2.619     2.312     0.079     1.063     3.521     0.104     2.540     1.950    -5.205     3.425    11.237     0.000     0.000     0.000     0.035     0.193    -0.015     0.020    -3.209     3.393     0.000     0.000     0.000     0.000    -0.303     1.019     0.000     0.000
     4    52.799GHz     1         8952         4874   256.886   256.342     0.011     0.551     0.001     0.275     1.138     0.065     0.009     0.449    -1.126     0.737     1.615     0.000     0.000     0.000     0.003     0.007     0.058     0.060    -0.550     0.584     0.000     0.000     0.000     0.000     0.010     0.033     0.000     0.000
     5    53.595GHz     1         8952         4874   249.752   250.269     0.062     0.304    -0.003     0.171     0.448     0.163     0.065     0.244    -0.286     0.199     0.442     0.000     0.000     0.000    -0.071     0.119     0.005     0.004    -0.027     0.029     0.000     0.000     0.000     0.000     0.002     0.007     0.000     0.000
     6    54.400GHz    -1         8952         8505   232.759   233.035    -2.140     0.653     0.003     0.187     0.248     0.594    -2.144     0.613     0.137     0.239    -1.963     0.000     0.000     0.000    -0.366     0.610     0.055     0.051     0.001     0.002     0.000     0.000     0.000     0.000    -0.008     0.014     0.000     0.000
     7    54.941GHz     1         8952         8952   224.655   224.655    -0.064     0.332     0.002     0.133     0.251     0.283    -0.066     0.303     0.269     0.235    -0.223     0.000     0.000     0.000    -0.110     0.183    -0.003     0.004     0.003     0.005     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
     8    55.499GHz     1         8952         8952   217.448   217.448    -0.048     0.257    -0.000     0.132     0.275     0.229    -0.047     0.221    -0.090     0.099     0.185     0.000     0.000     0.000    -0.116     0.183    -0.023     0.028    -0.001     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     9    57.290GHz     1         8952         8952   212.042   212.042    -0.165     0.256     0.002     0.169     0.340     0.247    -0.166     0.188    -0.060     0.164    -0.061     0.000     0.000     0.000    -0.069     0.119     0.011     0.018     0.009     0.017     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
    10    57.290GHz     1         8952         8952   214.962   214.962    -0.050     0.326     0.008     0.191     0.400     0.228    -0.058     0.260    -0.021     0.171    -0.010     0.000     0.000     0.000    -0.046     0.206     0.016     0.018     0.003     0.005     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8951         8951   228.520   228.520     0.211     0.418     0.004     0.328     1.000     0.108     0.207     0.247    -0.021     0.164     0.284     0.000     0.000     0.000    -0.055     0.168    -0.006     0.012     0.003     0.005     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    13    57.290GHz     1         8946         8946   238.607   238.607     0.345     0.521     0.006     0.464     1.500     0.096     0.339     0.216    -0.026     0.176     0.405     0.000     0.000     0.000    -0.046     0.132     0.008     0.013    -0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8952         4412   241.491   234.560     3.512     4.056     0.138     2.151     5.229     0.212     3.373     3.542    -6.925     4.595    16.864     0.000     0.000     0.000     0.181     0.677    -0.233     0.278    -5.601     5.881     0.000     0.000     0.000     0.000    -0.912     2.911     0.000     0.000
