!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051118      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8966         4926   200.662   182.152     3.367     3.111     0.030     1.823     4.562     0.173     3.337     2.327    -5.094     3.280    11.850     0.000     0.000     0.000     0.028     0.123     0.000     0.001    -3.058     3.257     0.000     0.000     0.000     0.000    -0.389     1.594     0.000     0.000
     2    31.400GHz    -1         8966         5129   191.426   171.503     2.930     3.795     0.193     1.265     4.738     0.079     2.737     3.445    -7.628     4.933    15.870     0.000     0.000     0.000     0.018     0.152    -0.003     0.004    -5.008     5.345     0.000     0.000     0.000     0.000    -0.511     2.137     0.000     0.000
     3    50.300GHz    -1         8966         5122   238.990   233.224     2.682     2.366     0.062     1.055     3.451     0.102     2.620     2.032    -5.267     3.452    11.217     0.000     0.000     0.000     0.038     0.236    -0.033     0.046    -3.134     3.340     0.000     0.000     0.000     0.000    -0.200     0.846     0.000     0.000
     4    52.799GHz     1         8966         5129   255.488   255.914     0.005     0.568    -0.015     0.291     1.111     0.075     0.020     0.445    -1.139     0.744     1.620     0.000     0.000     0.000     0.007     0.020     0.053     0.055    -0.531     0.567     0.000     0.000     0.000     0.000     0.011     0.046     0.000     0.000
     5    53.595GHz     1         8966         5129   249.060   249.963     0.068     0.313    -0.004     0.188     0.441     0.199     0.072     0.247    -0.289     0.200     0.442     0.000     0.000     0.000    -0.063     0.122     0.002     0.002    -0.022     0.024     0.000     0.000     0.000     0.000     0.002     0.011     0.000     0.000
     6    54.400GHz    -1         8966         8567   232.659   232.975    -2.091     0.704     0.008     0.194     0.256     0.627    -2.098     0.690     0.143     0.242    -1.939     0.000     0.000     0.000    -0.349     0.692     0.046     0.037     0.010     0.015     0.000     0.000     0.000     0.000    -0.009     0.020     0.000     0.000
     7    54.941GHz     1         8966         8962   224.708   224.707    -0.051     0.352     0.012     0.143     0.252     0.324    -0.063     0.315     0.275     0.239    -0.232     0.000     0.000     0.000    -0.110     0.205     0.003     0.003     0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     8    55.499GHz     1         8966         8966   217.534   217.534    -0.041     0.284     0.021     0.144     0.275     0.280    -0.062     0.243    -0.090     0.100     0.183     0.000     0.000     0.000    -0.129     0.209    -0.023     0.025    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.010     0.000     0.000
     9    57.290GHz     1         8966         8963   211.845   211.847    -0.146     0.270     0.031     0.189     0.340     0.317    -0.177     0.180    -0.056     0.161    -0.069     0.000     0.000     0.000    -0.072     0.103     0.007     0.010     0.009     0.017     0.000     0.000     0.000     0.000     0.004     0.011     0.000     0.000
    10    57.290GHz     1         8966         8966   214.634   214.634    -0.034     0.344     0.036     0.205     0.400     0.271    -0.070     0.262    -0.020     0.171    -0.018     0.000     0.000     0.000    -0.052     0.214     0.018     0.020     0.001     0.003     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8964         8964   227.618   227.618     0.181     0.456     0.002     0.358     1.000     0.128     0.179     0.243    -0.027     0.171     0.271     0.000     0.000     0.000    -0.080     0.189     0.016     0.027    -0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    13    57.290GHz     1         8962         8962   237.352   237.352     0.314     0.559    -0.003     0.500     1.500     0.111     0.317     0.214    -0.029     0.177     0.396     0.000     0.000     0.000    -0.053     0.127     0.010     0.015    -0.006     0.011     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8966         4634   237.839   233.579     3.721     4.310     0.135     2.189     5.155     0.222     3.585     3.668    -6.969     4.634    16.847     0.000     0.000     0.000     0.162     0.672    -0.293     0.329    -5.550     5.794     0.000     0.000     0.000     0.000    -0.611     2.421     0.000     0.000
