!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050612      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8949         4158   213.311   188.604     3.264     3.013     0.067     1.895     4.690     0.184     3.196     2.417    -5.138     3.264    11.847     0.000     0.000     0.000     0.017     0.100     0.032     0.037    -2.882     3.260     0.000     0.000     0.000     0.000    -0.680     2.027     0.000     0.000
     2    31.400GHz    -1         8948         4359   204.503   176.902     2.739     3.759     0.220     1.341     4.868     0.084     2.519     3.541    -7.714     4.882    15.859     0.000     0.000     0.000     0.011     0.150     0.021     0.026    -4.747     5.350     0.000     0.000     0.000     0.000    -0.911     2.751     0.000     0.000
     3    50.300GHz    -1         8949         4352   244.127   235.497     2.656     2.436     0.068     1.115     3.537     0.114     2.588     2.048    -5.324     3.413    11.217     0.000     0.000     0.000     0.041     0.259    -0.037     0.046    -2.962     3.330     0.000     0.000     0.000     0.000    -0.348     1.056     0.000     0.000
     4    52.799GHz     1         8949         4359   256.771   256.696     0.027     0.592    -0.015     0.298     1.164     0.076     0.043     0.479    -1.161     0.743     1.618     0.000     0.000     0.000     0.009     0.026     0.056     0.055    -0.500     0.563     0.000     0.000     0.000     0.000     0.020     0.062     0.000     0.000
     5    53.595GHz     1         8949         4359   249.570   250.426     0.060     0.317    -0.015     0.189     0.460     0.196     0.076     0.249    -0.291     0.196     0.446     0.000     0.000     0.000    -0.066     0.121     0.000     0.000    -0.018     0.020     0.000     0.000     0.000     0.000     0.004     0.014     0.000     0.000
     6    54.400GHz    -1         8949         8393   232.923   233.213    -2.105     0.689    -0.043     0.210     0.258     0.758    -2.063     0.653     0.145     0.245    -1.911     0.000     0.000     0.000    -0.349     0.656     0.041     0.037     0.016     0.028     0.000     0.000     0.000     0.000    -0.006     0.010     0.000     0.000
     7    54.941GHz     1         8949         8947   224.885   224.884    -0.067     0.346    -0.000     0.146     0.255     0.334    -0.067     0.311     0.273     0.239    -0.232     0.000     0.000     0.000    -0.109     0.194     0.001     0.001     0.001     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     8    55.499GHz     1         8949         8949   217.629   217.629    -0.067     0.290    -0.000     0.150     0.275     0.297    -0.066     0.238    -0.091     0.102     0.178     0.000     0.000     0.000    -0.131     0.205    -0.018     0.021    -0.002     0.003     0.000     0.000     0.000     0.000    -0.003     0.013     0.000     0.000
     9    57.290GHz     1         8949         8949   211.772   211.772    -0.161     0.269     0.023     0.191     0.340     0.322    -0.184     0.183    -0.059     0.162    -0.075     0.000     0.000     0.000    -0.072     0.101     0.009     0.013     0.007     0.015     0.000     0.000     0.000     0.000     0.005     0.013     0.000     0.000
    10    57.290GHz     1         8949         8949   214.559   214.559    -0.039     0.342     0.029     0.212     0.400     0.287    -0.069     0.258    -0.025     0.172    -0.025     0.000     0.000     0.000    -0.045     0.209     0.024     0.026     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8948         8948   228.000   228.000     0.193     0.426     0.021     0.349     1.000     0.122     0.172     0.229    -0.032     0.173     0.270     0.000     0.000     0.000    -0.073     0.160     0.008     0.011    -0.001     0.001     0.000     0.000     0.000     0.000    -0.000     0.000     0.000     0.000
    13    57.290GHz     1         8943         8943   237.733   237.733     0.298     0.538     0.002     0.488     1.500     0.106     0.296     0.210    -0.032     0.178     0.396     0.000     0.000     0.000    -0.064     0.117     0.002     0.002    -0.005     0.011     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8949         3861   244.139   237.906     3.431     4.336     0.080     2.190     5.209     0.217     3.351     3.730    -7.107     4.565    16.866     0.000     0.000     0.000     0.123     0.712    -0.289     0.295    -5.183     5.763     0.000     0.000     0.000     0.000    -1.059     3.008     0.000     0.000
