!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050412      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8956         4173   212.603   188.345     3.311     3.135     0.050     1.884     4.669     0.182     3.262     2.427    -5.093     3.243    11.828     0.000     0.000     0.000     0.009     0.047     0.031     0.036    -2.823     3.208     0.000     0.000     0.000     0.000    -0.691     2.031     0.000     0.000
     2    31.400GHz    -1         8956         4370   204.123   176.975     2.894     3.938     0.214     1.354     4.825     0.086     2.680     3.643    -7.648     4.894    15.832     0.000     0.000     0.000     0.011     0.117     0.021     0.026    -4.611     5.304     0.000     0.000     0.000     0.000    -0.925     2.758     0.000     0.000
     3    50.300GHz    -1         8956         4361   243.768   235.551     2.752     2.433     0.073     1.098     3.514     0.108     2.679     2.090    -5.269     3.410    11.209     0.000     0.000     0.000     0.045     0.257    -0.043     0.052    -2.881     3.309     0.000     0.000     0.000     0.000    -0.382     1.144     0.000     0.000
     4    52.799GHz     1         8956         4370   256.570   256.869     0.052     0.594    -0.003     0.310     1.157     0.082     0.055     0.470    -1.148     0.742     1.614     0.000     0.000     0.000     0.012     0.031     0.051     0.051    -0.488     0.562     0.000     0.000     0.000     0.000     0.014     0.043     0.000     0.000
     5    53.595GHz     1         8956         4370   249.450   250.607     0.077     0.318    -0.001     0.195     0.457     0.205     0.078     0.243    -0.287     0.196     0.445     0.000     0.000     0.000    -0.072     0.118     0.006     0.005    -0.017     0.020     0.000     0.000     0.000     0.000     0.003     0.008     0.000     0.000
     6    54.400GHz    -1         8956         8388   232.884   233.047    -2.046     0.698    -0.012     0.210     0.259     0.710    -2.034     0.653     0.149     0.250    -1.906     0.000     0.000     0.000    -0.328     0.660     0.039     0.033     0.019     0.033     0.000     0.000     0.000     0.000    -0.006     0.011     0.000     0.000
     7    54.941GHz     1         8956         8951   224.845   224.842    -0.054     0.345     0.006     0.146     0.254     0.331    -0.059     0.313     0.273     0.240    -0.230     0.000     0.000     0.000    -0.106     0.202     0.004     0.004     0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     8    55.499GHz     1         8956         8956   217.635   217.635    -0.053     0.288     0.011     0.145     0.275     0.278    -0.064     0.250    -0.091     0.101     0.178     0.000     0.000     0.000    -0.128     0.218    -0.019     0.021    -0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.013     0.000     0.000
     9    57.290GHz     1         8956         8956   211.969   211.969    -0.158     0.265     0.023     0.186     0.340     0.303    -0.181     0.184    -0.057     0.163    -0.076     0.000     0.000     0.000    -0.064     0.096     0.004     0.006     0.007     0.014     0.000     0.000     0.000     0.000     0.004     0.010     0.000     0.000
    10    57.290GHz     1         8956         8956   214.861   214.861    -0.052     0.323     0.010     0.205     0.400     0.262    -0.062     0.250    -0.023     0.171    -0.024     0.000     0.000     0.000    -0.038     0.195     0.022     0.023     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8956         8956   228.889   228.889     0.219     0.430     0.010     0.353     1.000     0.125     0.209     0.228    -0.029     0.174     0.275     0.000     0.000     0.000    -0.046     0.150     0.009     0.011    -0.000     0.000     0.000     0.000     0.000     0.000    -0.001     0.001     0.000     0.000
    13    57.290GHz     1         8952         8952   239.181   239.181     0.347     0.541     0.018     0.485     1.500     0.105     0.329     0.213    -0.029     0.176     0.400     0.000     0.000     0.000    -0.040     0.120     0.003     0.004    -0.004     0.008     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8956         3888   243.212   237.180     3.709     4.457     0.174     2.175     5.170     0.215     3.535     3.802    -7.035     4.561    16.838     0.000     0.000     0.000     0.138     0.662    -0.287     0.286    -5.028     5.709     0.000     0.000     0.000     0.000    -1.092     3.073     0.000     0.000
