!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051712      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8939         4261   211.778   186.172     3.397     2.997     0.016     1.872     4.617     0.184     3.381     2.280    -5.056     3.271    11.857     0.000     0.000     0.000     0.017     0.101     0.007     0.008    -2.902     3.239     0.000     0.000     0.000     0.000    -0.543     1.789     0.000     0.000
     2    31.400GHz    -1         8939         4440   203.058   174.933     3.015     3.693     0.228     1.301     4.774     0.082     2.786     3.432    -7.658     4.915    15.873     0.000     0.000     0.000     0.010     0.154     0.005     0.006    -4.685     5.331     0.000     0.000     0.000     0.000    -0.758     2.496     0.000     0.000
     3    50.300GHz    -1         8939         4431   243.433   234.796     2.892     2.310     0.121     1.076     3.477     0.109     2.770     1.992    -5.279     3.424    11.221     0.000     0.000     0.000     0.054     0.231    -0.023     0.028    -2.916     3.315     0.000     0.000     0.000     0.000    -0.287     0.954     0.000     0.000
     4    52.799GHz     1         8939         4440   256.409   256.497     0.051     0.591    -0.013     0.295     1.141     0.074     0.064     0.475    -1.137     0.736     1.617     0.000     0.000     0.000     0.007     0.016     0.054     0.052    -0.499     0.568     0.000     0.000     0.000     0.000     0.022     0.073     0.000     0.000
     5    53.595GHz     1         8939         4440   249.267   250.241     0.059     0.318    -0.000     0.195     0.453     0.207     0.059     0.247    -0.289     0.196     0.443     0.000     0.000     0.000    -0.076     0.117    -0.001     0.001    -0.023     0.026     0.000     0.000     0.000     0.000     0.005     0.017     0.000     0.000
     6    54.400GHz    -1         8939         8419   232.566   232.792    -2.133     0.677    -0.017     0.208     0.261     0.702    -2.116     0.661     0.142     0.238    -1.943     0.000     0.000     0.000    -0.364     0.666     0.047     0.041     0.005     0.008     0.000     0.000     0.000     0.000    -0.004     0.007     0.000     0.000
     7    54.941GHz     1         8939         8937   224.520   224.520    -0.069     0.342     0.004     0.147     0.255     0.335    -0.073     0.307     0.271     0.234    -0.229     0.000     0.000     0.000    -0.111     0.191    -0.004     0.004     0.002     0.003     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8939         8938   217.263   217.262    -0.056     0.275     0.001     0.144     0.275     0.274    -0.057     0.225    -0.090     0.100     0.186     0.000     0.000     0.000    -0.124     0.186    -0.025     0.029    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.011     0.000     0.000
     9    57.290GHz     1         8939         8939   211.563   211.563    -0.149     0.265     0.031     0.190     0.340     0.319    -0.179     0.182    -0.061     0.165    -0.070     0.000     0.000     0.000    -0.078     0.112     0.016     0.023     0.008     0.016     0.000     0.000     0.000     0.000     0.005     0.013     0.000     0.000
    10    57.290GHz     1         8939         8939   214.332   214.332    -0.039     0.338     0.033     0.210     0.400     0.282    -0.072     0.257    -0.023     0.173    -0.020     0.000     0.000     0.000    -0.050     0.205     0.019     0.020     0.002     0.003     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8939         8939   227.613   227.613     0.245     0.437     0.054     0.348     1.000     0.124     0.191     0.234    -0.027     0.164     0.277     0.000     0.000     0.000    -0.064     0.162     0.003     0.005     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8933         8933   237.684   237.684     0.409     0.549     0.080     0.499     1.500     0.114     0.329     0.217    -0.028     0.173     0.401     0.000     0.000     0.000    -0.044     0.122     0.002     0.004    -0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8939         3934   243.152   236.704     4.018     4.279     0.298     2.159     5.115     0.220     3.720     3.597    -7.043     4.530    16.884     0.000     0.000     0.000     0.115     0.653    -0.278     0.297    -5.061     5.707     0.000     0.000     0.000     0.000    -0.897     2.782     0.000     0.000
