!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052900      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8831         4078   216.562   191.603     3.015     3.072     0.084     1.866     4.762     0.173     2.931     2.282    -5.251     3.263    11.899     0.000     0.000     0.000     0.006     0.096     0.004     0.006    -2.933     3.304     0.000     0.000     0.000     0.000    -0.795     2.119     0.000     0.000
     2    31.400GHz    -1         8831         4193   207.809   179.256     2.465     3.628     0.231     1.363     4.947     0.083     2.234     3.311    -7.863     4.894    15.928     0.000     0.000     0.000    -0.002     0.145     0.003     0.004    -4.764     5.378     0.000     0.000     0.000     0.000    -1.067     2.862     0.000     0.000
     3    50.300GHz    -1         8831         4184   245.123   236.386     2.542     2.237     0.051     1.100     3.591     0.106     2.492     1.931    -5.385     3.389    11.239     0.000     0.000     0.000     0.052     0.195    -0.008     0.011    -2.965     3.341     0.000     0.000     0.000     0.000    -0.441     1.191     0.000     0.000
     4    52.799GHz     1         8831         4193   256.613   256.812     0.037     0.584     0.001     0.281     1.194     0.065     0.036     0.480    -1.165     0.731     1.618     0.000     0.000     0.000     0.003     0.007     0.060     0.064    -0.508     0.574     0.000     0.000     0.000     0.000     0.028     0.077     0.000     0.000
     5    53.595GHz     1         8831         4193   249.184   250.254     0.062     0.301     0.006     0.180     0.473     0.176     0.056     0.236    -0.298     0.200     0.443     0.000     0.000     0.000    -0.077     0.113     0.010     0.009    -0.026     0.029     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
     6    54.400GHz    -1         8831         8238   232.412   232.793    -2.142     0.656    -0.009     0.193     0.271     0.584    -2.133     0.628     0.139     0.241    -1.962     0.000     0.000     0.000    -0.354     0.640     0.062     0.060     0.001     0.001     0.000     0.000     0.000     0.000    -0.019     0.033     0.000     0.000
     7    54.941GHz     1         8831         8830   224.357   224.356    -0.055     0.330    -0.003     0.138     0.255     0.294    -0.052     0.303     0.273     0.237    -0.219     0.000     0.000     0.000    -0.109     0.186     0.003     0.003     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8831         8831   217.031   217.031    -0.058     0.262    -0.001     0.133     0.275     0.235    -0.056     0.227    -0.090     0.098     0.184     0.000     0.000     0.000    -0.122     0.189    -0.025     0.029    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.013     0.000     0.000
     9    57.290GHz     1         8831         8831   211.306   211.306    -0.168     0.252    -0.001     0.169     0.340     0.247    -0.167     0.189    -0.062     0.163    -0.058     0.000     0.000     0.000    -0.075     0.128     0.014     0.022     0.008     0.016     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8831         8831   214.137   214.137    -0.058     0.323    -0.003     0.187     0.400     0.219    -0.055     0.268    -0.023     0.172    -0.008     0.000     0.000     0.000    -0.053     0.224     0.025     0.027     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8829         8829   227.235   227.235     0.213     0.394    -0.002     0.329     1.000     0.108     0.215     0.219    -0.022     0.172     0.288     0.000     0.000     0.000    -0.057     0.138     0.002     0.003     0.002     0.005     0.000     0.000     0.000     0.000     0.003     0.006     0.000     0.000
    13    57.290GHz     1         8831         8831   237.317   237.317     0.348     0.515    -0.008     0.467     1.500     0.097     0.356     0.210    -0.023     0.179     0.411     0.000     0.000     0.000    -0.036     0.114     0.004     0.006    -0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8831         3850   244.727   238.361     3.183     4.088     0.100     2.116     5.254     0.205     3.083     3.606    -7.133     4.527    16.869     0.000     0.000     0.000     0.074     0.800    -0.276     0.304    -5.148     5.772     0.000     0.000     0.000     0.000    -1.304     3.346     0.000     0.000
