!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019053100      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8839         4222   212.703   189.183     2.948     2.999     0.077     1.818     4.729     0.163     2.871     2.164    -5.231     3.242    11.902     0.000     0.000     0.000     0.010     0.073     0.002     0.002    -3.147     3.292     0.000     0.000     0.000     0.000    -0.664     1.896     0.000     0.000
     2    31.400GHz    -1         8839         4383   204.026   177.357     2.310     3.506     0.196     1.343     4.937     0.081     2.114     3.148    -7.832     4.846    15.931     0.000     0.000     0.000     0.004     0.127     0.005     0.008    -5.085     5.363     0.000     0.000     0.000     0.000    -0.909     2.607     0.000     0.000
     3    50.300GHz    -1         8839         4375   243.665   235.482     2.340     2.131    -0.047     1.086     3.573     0.106     2.387     1.843    -5.368     3.363    11.245     0.000     0.000     0.000     0.045     0.185    -0.009     0.012    -3.153     3.323     0.000     0.000     0.000     0.000    -0.372     1.070     0.000     0.000
     4    52.799GHz     1         8839         4383   256.331   256.625    -0.009     0.544    -0.011     0.280     1.171     0.065     0.003     0.449    -1.164     0.729     1.620     0.000     0.000     0.000     0.003     0.008     0.058     0.057    -0.539     0.568     0.000     0.000     0.000     0.000     0.025     0.073     0.000     0.000
     5    53.595GHz     1         8839         4383   249.109   250.202     0.049     0.300    -0.004     0.178     0.461     0.170     0.053     0.239    -0.299     0.199     0.443     0.000     0.000     0.000    -0.073     0.118     0.004     0.004    -0.027     0.029     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
     6    54.400GHz    -1         8839         8316   232.459   232.885    -2.134     0.673    -0.009     0.200     0.260     0.658    -2.125     0.641     0.135     0.237    -1.965     0.000     0.000     0.000    -0.347     0.666     0.068     0.063     0.001     0.002     0.000     0.000     0.000     0.000    -0.018     0.032     0.000     0.000
     7    54.941GHz     1         8839         8834   224.518   224.516    -0.054     0.326    -0.004     0.133     0.254     0.278    -0.049     0.300     0.269     0.234    -0.220     0.000     0.000     0.000    -0.102     0.189     0.003     0.003     0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.008     0.000     0.000
     8    55.499GHz     1         8839         8839   217.346   217.346    -0.050     0.264    -0.002     0.130     0.275     0.224    -0.048     0.229    -0.089     0.098     0.185     0.000     0.000     0.000    -0.115     0.190    -0.026     0.030    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.014     0.000     0.000
     9    57.290GHz     1         8839         8839   211.767   211.767    -0.177     0.254    -0.007     0.168     0.340     0.245    -0.170     0.192    -0.062     0.164    -0.060     0.000     0.000     0.000    -0.074     0.128     0.012     0.019     0.008     0.016     0.000     0.000     0.000     0.000     0.005     0.014     0.000     0.000
    10    57.290GHz     1         8839         8839   214.608   214.608    -0.059     0.331    -0.002     0.189     0.400     0.223    -0.057     0.272    -0.022     0.172    -0.006     0.000     0.000     0.000    -0.053     0.228     0.020     0.022     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8836         8836   227.782   227.782     0.199     0.391    -0.014     0.329     1.000     0.108     0.213     0.216    -0.021     0.167     0.291     0.000     0.000     0.000    -0.059     0.132    -0.004     0.006     0.003     0.005     0.000     0.000     0.000     0.000     0.003     0.006     0.000     0.000
    13    57.290GHz     1         8835         8835   237.750   237.750     0.325     0.527    -0.024     0.474     1.500     0.100     0.348     0.211    -0.026     0.178     0.415     0.000     0.000     0.000    -0.043     0.115     0.001     0.002    -0.001     0.001     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8839         4026   243.101   236.860     2.879     3.836    -0.128     2.112     5.262     0.202     3.007     3.390    -7.096     4.520    16.848     0.000     0.000     0.000     0.120     0.774    -0.254     0.293    -5.514     5.739     0.000     0.000     0.000     0.000    -1.098     3.020     0.000     0.000
