!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050300      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8795         4208   210.544   187.932     3.248     3.095     0.134     1.845     4.694     0.174     3.114     2.381    -5.154     3.283    11.800     0.000     0.000     0.000     0.006     0.036     0.021     0.026    -2.935     3.307     0.000     0.000     0.000     0.000    -0.623     1.873     0.000     0.000
     2    31.400GHz    -1         8795         4370   201.153   176.192     2.746     3.810     0.266     1.333     4.877     0.081     2.480     3.544    -7.698     4.908    15.808     0.000     0.000     0.000     0.007     0.108     0.017     0.022    -4.805     5.440     0.000     0.000     0.000     0.000    -0.849     2.572     0.000     0.000
     3    50.300GHz    -1         8795         4360   241.823   235.078     2.576     2.446     0.037     1.112     3.547     0.111     2.539     2.087    -5.321     3.440    11.199     0.000     0.000     0.000     0.054     0.260    -0.045     0.058    -3.007     3.396     0.000     0.000     0.000     0.000    -0.342     1.039     0.000     0.000
     4    52.799GHz     1         8795         4370   255.764   256.729     0.005     0.611    -0.019     0.307     1.162     0.079     0.024     0.486    -1.160     0.750     1.611     0.000     0.000     0.000     0.013     0.030     0.050     0.052    -0.513     0.581     0.000     0.000     0.000     0.000     0.023     0.071     0.000     0.000
     5    53.595GHz     1         8795         4370   249.028   250.499     0.064     0.324    -0.013     0.194     0.458     0.199     0.077     0.243    -0.291     0.198     0.444     0.000     0.000     0.000    -0.073     0.114     0.009     0.008    -0.018     0.021     0.000     0.000     0.000     0.000     0.006     0.019     0.000     0.000
     6    54.400GHz    -1         8795         8275   232.712   233.099    -2.042     0.700    -0.023     0.185     0.256     0.557    -2.019     0.665     0.153     0.248    -1.895     0.000     0.000     0.000    -0.325     0.661     0.029     0.025     0.024     0.040     0.000     0.000     0.000     0.000    -0.004     0.007     0.000     0.000
     7    54.941GHz     1         8795         8792   224.731   224.731    -0.069     0.355    -0.004     0.146     0.254     0.330    -0.065     0.322     0.275     0.240    -0.231     0.000     0.000     0.000    -0.105     0.206    -0.004     0.004     0.001     0.002     0.000     0.000     0.000     0.000    -0.000     0.002     0.000     0.000
     8    55.499GHz     1         8795         8795   217.573   217.573    -0.062     0.301     0.006     0.155     0.275     0.319    -0.068     0.254    -0.092     0.101     0.178     0.000     0.000     0.000    -0.125     0.218    -0.025     0.027    -0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.014     0.000     0.000
     9    57.290GHz     1         8795         8794   211.923   211.924    -0.169     0.268     0.014     0.193     0.340     0.322    -0.182     0.181    -0.056     0.167    -0.075     0.000     0.000     0.000    -0.062     0.089    -0.001     0.001     0.007     0.014     0.000     0.000     0.000     0.000     0.004     0.011     0.000     0.000
    10    57.290GHz     1         8795         8795   214.824   214.824    -0.041     0.337     0.026     0.207     0.400     0.271    -0.067     0.251    -0.024     0.174    -0.024     0.000     0.000     0.000    -0.040     0.196     0.020     0.018     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8795         8795   228.529   228.529     0.211     0.443     0.019     0.351     1.000     0.123     0.193     0.227    -0.031     0.172     0.274     0.000     0.000     0.000    -0.056     0.151     0.007     0.009    -0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
    13    57.290GHz     1         8789         8789   238.727   238.727     0.368     0.546     0.040     0.476     1.500     0.102     0.327     0.218    -0.031     0.171     0.399     0.000     0.000     0.000    -0.034     0.130    -0.001     0.001    -0.005     0.009     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8795         3913   240.268   236.226     3.352     4.325     0.132     2.167     5.253     0.210     3.220     3.789    -7.057     4.600    16.823     0.000     0.000     0.000     0.124     0.694    -0.314     0.333    -5.300     5.905     0.000     0.000     0.000     0.000    -1.056     3.028     0.000     0.000
