!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019053118      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8961         4739   201.191   182.319     3.417     3.003     0.065     1.933     4.587     0.193     3.352     2.199    -5.122     3.311    11.910     0.000     0.000     0.000     0.019     0.066    -0.004     0.005    -3.086     3.373     0.000     0.000     0.000     0.000    -0.365     1.470     0.000     0.000
     2    31.400GHz    -1         8961         4980   192.166   171.774     2.997     3.596     0.251     1.321     4.774     0.085     2.745     3.274    -7.689     4.972    15.936     0.000     0.000     0.000     0.015     0.109     0.001     0.002    -5.028     5.466     0.000     0.000     0.000     0.000    -0.490     1.992     0.000     0.000
     3    50.300GHz    -1         8961         4973   239.415   233.413     2.769     2.265     0.102     1.073     3.467     0.107     2.667     1.946    -5.272     3.448    11.229     0.000     0.000     0.000     0.042     0.163    -0.012     0.016    -3.124     3.391     0.000     0.000     0.000     0.000    -0.196     0.802     0.000     0.000
     4    52.799GHz     1         8961         4980   255.721   256.126     0.016     0.548     0.001     0.292     1.115     0.074     0.015     0.430    -1.139     0.743     1.619     0.000     0.000     0.000     0.004     0.008     0.051     0.054    -0.532     0.579     0.000     0.000     0.000     0.000     0.013     0.052     0.000     0.000
     5    53.595GHz     1         8961         4980   249.066   250.030     0.059     0.306     0.004     0.189     0.440     0.199     0.055     0.235    -0.292     0.201     0.442     0.000     0.000     0.000    -0.073     0.110     0.004     0.004    -0.027     0.030     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
     6    54.400GHz    -1         8961         8380   232.201   232.811    -2.199     0.655    -0.009     0.218     0.253     0.802    -2.190     0.613     0.138     0.238    -1.970     0.000     0.000     0.000    -0.418     0.622     0.072     0.064     0.000     0.000     0.000     0.000     0.000     0.000    -0.012     0.028     0.000     0.000
     7    54.941GHz     1         8961         8957   224.068   224.069    -0.063     0.343    -0.005     0.154     0.252     0.371    -0.058     0.296     0.272     0.236    -0.220     0.000     0.000     0.000    -0.115     0.176     0.006     0.006     0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.010     0.000     0.000
     8    55.499GHz     1         8961         8961   216.726   216.726    -0.050     0.268     0.005     0.153     0.275     0.310    -0.055     0.209    -0.090     0.098     0.184     0.000     0.000     0.000    -0.125     0.175    -0.021     0.024    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.010     0.000     0.000
     9    57.290GHz     1         8961         8960   211.016   211.017    -0.150     0.276     0.024     0.194     0.340     0.329    -0.174     0.189    -0.062     0.165    -0.059     0.000     0.000     0.000    -0.080     0.124     0.014     0.022     0.009     0.016     0.000     0.000     0.000     0.000     0.003     0.011     0.000     0.000
    10    57.290GHz     1         8961         8961   213.692   213.692    -0.019     0.353     0.044     0.208     0.400     0.282    -0.063     0.268    -0.021     0.173    -0.006     0.000     0.000     0.000    -0.063     0.224     0.023     0.027     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8958         8958   226.572   226.572     0.294     0.430     0.075     0.353     1.000     0.130     0.219     0.218    -0.019     0.167     0.293     0.000     0.000     0.000    -0.063     0.138     0.002     0.003     0.004     0.007     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    13    57.290GHz     1         8960         8960   236.575   236.575     0.445     0.566     0.085     0.512     1.500     0.120     0.360     0.207    -0.024     0.177     0.417     0.000     0.000     0.000    -0.037     0.105     0.002     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8961         4367   238.792   234.050     3.863     4.116     0.206     2.201     5.157     0.224     3.658     3.454    -7.038     4.650    16.821     0.000     0.000     0.000     0.189     0.637    -0.191     0.214    -5.498     5.850     0.000     0.000     0.000     0.000    -0.625     2.374     0.000     0.000
