!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052218      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8770         4677   202.897   182.169     3.379     2.986     0.037     1.840     4.629     0.176     3.342     2.181    -5.058     3.269    11.887     0.000     0.000     0.000     0.028     0.125    -0.011     0.015    -3.102     3.269     0.000     0.000     0.000     0.000    -0.401     1.573     0.000     0.000
     2    31.400GHz    -1         8770         4869   194.105   171.586     2.871     3.691     0.184     1.299     4.804     0.084     2.687     3.330    -7.661     4.957    15.910     0.000     0.000     0.000     0.017     0.151    -0.011     0.016    -5.017     5.345     0.000     0.000     0.000     0.000    -0.551     2.177     0.000     0.000
     3    50.300GHz    -1         8770         4861   239.951   233.008     2.683     2.328     0.062     1.097     3.494     0.111     2.622     1.979    -5.271     3.445    11.228     0.000     0.000     0.000     0.036     0.204    -0.026     0.036    -3.120     3.320     0.000     0.000     0.000     0.000    -0.226     0.899     0.000     0.000
     4    52.799GHz     1         8770         4869   255.631   255.741     0.014     0.563     0.007     0.295     1.136     0.076     0.008     0.441    -1.139     0.741     1.616     0.000     0.000     0.000     0.003     0.008     0.052     0.056    -0.532     0.566     0.000     0.000     0.000     0.000     0.008     0.032     0.000     0.000
     5    53.595GHz     1         8770         4869   248.981   249.814     0.074     0.299     0.007     0.186     0.451     0.192     0.067     0.237    -0.289     0.198     0.441     0.000     0.000     0.000    -0.063     0.117     0.003     0.003    -0.026     0.027     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
     6    54.400GHz    -1         8770         8325   232.474   232.951    -2.104     0.659     0.009     0.214     0.256     0.760    -2.113     0.634     0.140     0.241    -1.962     0.000     0.000     0.000    -0.338     0.635     0.055     0.050     0.002     0.003     0.000     0.000     0.000     0.000    -0.010     0.020     0.000     0.000
     7    54.941GHz     1         8770         8770   224.563   224.563    -0.039     0.343     0.013     0.148     0.252     0.341    -0.052     0.306     0.271     0.236    -0.223     0.000     0.000     0.000    -0.101     0.189     0.000     0.000     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8770         8770   217.479   217.479    -0.035     0.276     0.007     0.146     0.275     0.281    -0.042     0.227    -0.089     0.097     0.186     0.000     0.000     0.000    -0.109     0.186    -0.026     0.031    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8770         8770   212.100   212.100    -0.161     0.264     0.007     0.189     0.340     0.309    -0.169     0.186    -0.060     0.162    -0.066     0.000     0.000     0.000    -0.070     0.118     0.013     0.020     0.009     0.016     0.000     0.000     0.000     0.000     0.005     0.014     0.000     0.000
    10    57.290GHz     1         8770         8770   214.905   214.905    -0.058     0.329     0.008     0.210     0.400     0.276    -0.066     0.257    -0.020     0.173    -0.017     0.000     0.000     0.000    -0.055     0.211     0.023     0.026     0.002     0.003     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8770         8770   227.718   227.718     0.204     0.429     0.020     0.341     1.000     0.116     0.184     0.223    -0.026     0.168     0.274     0.000     0.000     0.000    -0.075     0.165     0.009     0.017     0.001     0.002     0.000     0.000     0.000     0.000     0.002     0.004     0.000     0.000
    13    57.290GHz     1         8766         8766   237.600   237.600     0.364     0.535     0.031     0.478     1.500     0.102     0.333     0.208    -0.027     0.174     0.394     0.000     0.000     0.000    -0.043     0.123     0.013     0.020    -0.004     0.007     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8770         4369   238.712   233.177     3.647     4.183     0.038     2.188     5.196     0.224     3.609     3.600    -6.992     4.651    16.871     0.000     0.000     0.000     0.169     0.710    -0.266     0.312    -5.489     5.756     0.000     0.000     0.000     0.000    -0.685     2.552     0.000     0.000
