!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052218      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8770         4708   202.897   183.574     3.252     2.911     0.031     1.802     4.658     0.167     3.221     2.161    -5.113     3.255    11.887     0.000     0.000     0.000     0.027     0.124    -0.011     0.015    -3.096     3.271     0.000     0.000     0.000     0.000    -0.474     1.700     0.000     0.000
     2    31.400GHz    -1         8770         4878   194.105   172.681     2.708     3.584     0.181     1.300     4.835     0.081     2.527     3.259    -7.725     4.935    15.910     0.000     0.000     0.000     0.016     0.151    -0.011     0.016    -5.019     5.346     0.000     0.000     0.000     0.000    -0.645     2.341     0.000     0.000
     3    50.300GHz    -1         8770         4866   239.951   233.539     2.602     2.286     0.065     1.100     3.515     0.111     2.537     1.937    -5.315     3.432    11.228     0.000     0.000     0.000     0.036     0.205    -0.026     0.037    -3.123     3.321     0.000     0.000     0.000     0.000    -0.263     0.964     0.000     0.000
     4    52.799GHz     1         8770         4878   255.631   255.973     0.016     0.558     0.011     0.283     1.148     0.069     0.005     0.443    -1.149     0.738     1.617     0.000     0.000     0.000     0.003     0.009     0.054     0.059    -0.531     0.566     0.000     0.000     0.000     0.000     0.011     0.040     0.000     0.000
     5    53.595GHz     1         8770         4878   248.981   249.941     0.068     0.294     0.001     0.171     0.456     0.160     0.067     0.236    -0.292     0.198     0.442     0.000     0.000     0.000    -0.064     0.117     0.005     0.005    -0.026     0.027     0.000     0.000     0.000     0.000     0.002     0.009     0.000     0.000
     6    54.400GHz    -1         8770         8309   232.474   232.983    -2.112     0.659     0.003     0.202     0.256     0.674    -2.115     0.636     0.140     0.241    -1.962     0.000     0.000     0.000    -0.341     0.637     0.055     0.051     0.002     0.003     0.000     0.000     0.000     0.000    -0.010     0.021     0.000     0.000
     7    54.941GHz     1         8770         8770   224.563   224.563    -0.046     0.338     0.005     0.133     0.252     0.278    -0.050     0.309     0.272     0.236    -0.221     0.000     0.000     0.000    -0.103     0.194    -0.000     0.000     0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.000     0.000     0.000
     8    55.499GHz     1         8770         8770   217.479   217.479    -0.042     0.264     0.001     0.129     0.275     0.220    -0.043     0.229    -0.089     0.098     0.186     0.000     0.000     0.000    -0.110     0.188    -0.027     0.031    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8770         8770   212.100   212.100    -0.167     0.254     0.002     0.170     0.340     0.251    -0.169     0.186    -0.059     0.162    -0.065     0.000     0.000     0.000    -0.071     0.120     0.013     0.019     0.009     0.016     0.000     0.000     0.000     0.000     0.005     0.014     0.000     0.000
    10    57.290GHz     1         8770         8770   214.905   214.905    -0.062     0.320     0.002     0.191     0.400     0.229    -0.064     0.257    -0.020     0.173    -0.017     0.000     0.000     0.000    -0.055     0.212     0.024     0.027     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8770         8770   227.718   227.718     0.191     0.395     0.005     0.323     1.000     0.105     0.186     0.224    -0.026     0.168     0.275     0.000     0.000     0.000    -0.075     0.167     0.010     0.018     0.001     0.002     0.000     0.000     0.000     0.000     0.002     0.004     0.000     0.000
    13    57.290GHz     1         8766         8766   237.600   237.600     0.339     0.501     0.003     0.458     1.500     0.093     0.336     0.207    -0.027     0.174     0.394     0.000     0.000     0.000    -0.043     0.124     0.015     0.024    -0.004     0.007     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8770         4412   238.712   233.843     3.480     4.100     0.044     2.184     5.219     0.223     3.436     3.527    -7.054     4.642    16.871     0.000     0.000     0.000     0.168     0.707    -0.264     0.311    -5.492     5.767     0.000     0.000     0.000     0.000    -0.792     2.728     0.000     0.000
