!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052912      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8963         4418   211.868   187.489     3.114     2.879     0.051     1.795     4.703     0.161     3.063     2.140    -5.226     3.272    11.907     0.000     0.000     0.000     0.015     0.082     0.009     0.012    -2.996     3.295     0.000     0.000     0.000     0.000    -0.645     1.910     0.000     0.000
     2    31.400GHz    -1         8963         4539   203.493   176.623     2.557     3.438     0.216     1.317     4.890     0.078     2.341     3.147    -7.840     4.907    15.932     0.000     0.000     0.000     0.009     0.131     0.004     0.006    -4.865     5.361     0.000     0.000     0.000     0.000    -0.900     2.650     0.000     0.000
     3    50.300GHz    -1         8963         4534   243.832   235.130     2.587     2.166     0.073     1.102     3.553     0.106     2.514     1.836    -5.372     3.400    11.240     0.000     0.000     0.000     0.041     0.187    -0.010     0.014    -3.024     3.330     0.000     0.000     0.000     0.000    -0.360     1.066     0.000     0.000
     4    52.799GHz     1         8963         4540   256.501   256.024     0.038     0.575     0.012     0.283     1.175     0.065     0.026     0.460    -1.161     0.733     1.619     0.000     0.000     0.000     0.003     0.008     0.058     0.061    -0.518     0.571     0.000     0.000     0.000     0.000     0.024     0.072     0.000     0.000
     5    53.595GHz     1         8963         4540   249.190   249.644     0.071     0.306     0.004     0.173     0.467     0.159     0.067     0.239    -0.297     0.199     0.444     0.000     0.000     0.000    -0.067     0.118     0.008     0.008    -0.026     0.028     0.000     0.000     0.000     0.000     0.004     0.014     0.000     0.000
     6    54.400GHz    -1         8963         8459   232.323   232.505    -2.141     0.644    -0.013     0.198     0.261     0.642    -2.128     0.629     0.140     0.240    -1.962     0.000     0.000     0.000    -0.355     0.642     0.058     0.056     0.001     0.001     0.000     0.000     0.000     0.000    -0.010     0.018     0.000     0.000
     7    54.941GHz     1         8963         8961   224.252   224.251    -0.051     0.330     0.000     0.137     0.254     0.292    -0.051     0.303     0.273     0.237    -0.217     0.000     0.000     0.000    -0.109     0.186     0.001     0.001     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.006     0.000     0.000
     8    55.499GHz     1         8963         8963   216.960   216.960    -0.047     0.263     0.003     0.132     0.275     0.229    -0.051     0.225    -0.089     0.098     0.186     0.000     0.000     0.000    -0.121     0.188    -0.023     0.027    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.011     0.000     0.000
     9    57.290GHz     1         8963         8963   211.259   211.259    -0.163     0.257     0.002     0.170     0.340     0.250    -0.165     0.189    -0.061     0.163    -0.057     0.000     0.000     0.000    -0.078     0.128     0.017     0.024     0.009     0.016     0.000     0.000     0.000     0.000     0.005     0.014     0.000     0.000
    10    57.290GHz     1         8963         8963   214.063   214.063    -0.053     0.330     0.002     0.189     0.400     0.223    -0.055     0.272    -0.022     0.173    -0.006     0.000     0.000     0.000    -0.054     0.227     0.024     0.025     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8963         8963   227.030   227.030     0.216     0.406     0.009     0.328     1.000     0.108     0.207     0.232    -0.020     0.172     0.291     0.000     0.000     0.000    -0.070     0.149     0.001     0.001     0.003     0.006     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    13    57.290GHz     1         8958         8958   236.707   236.707     0.336     0.522    -0.007     0.474     1.500     0.100     0.342     0.222    -0.022     0.179     0.413     0.000     0.000     0.000    -0.056     0.129     0.007     0.011    -0.002     0.003     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8963         4143   243.501   236.195     3.455     3.940     0.141     2.102     5.225     0.203     3.314     3.390    -7.092     4.544    16.866     0.000     0.000     0.000     0.144     0.751    -0.242     0.269    -5.279     5.744     0.000     0.000     0.000     0.000    -1.083     3.046     0.000     0.000
