!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050712      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         4377         1898   215.945   195.751     2.881     2.930     0.318     1.906     4.905     0.181     2.563     2.193    -5.304     3.213    11.839     0.000     0.000     0.000     0.010     0.091     0.031     0.036    -2.998     3.312     0.000     0.000     0.000     0.000    -1.016     2.400     0.000     0.000
     2    31.400GHz    -1         4377         1968   206.448   182.303     2.118     3.411     0.314     1.404     5.109     0.084     1.805     3.153    -7.799     4.752    15.860     0.000     0.000     0.000    -0.002     0.151     0.021     0.025    -4.901     5.439     0.000     0.000     0.000     0.000    -1.373     3.256     0.000     0.000
     3    50.300GHz    -1         4377         1963   243.209   237.818     2.313     2.167     0.084     1.124     3.698     0.108     2.228     1.856    -5.404     3.363    11.221     0.000     0.000     0.000     0.059     0.269    -0.035     0.042    -3.059     3.387     0.000     0.000     0.000     0.000    -0.553     1.315     0.000     0.000
     4    52.799GHz     1         4377         1968   255.289   257.790     0.021     0.594    -0.005     0.274     1.229     0.059     0.025     0.516    -1.186     0.737     1.619     0.000     0.000     0.000     0.011     0.029     0.065     0.059    -0.516     0.572     0.000     0.000     0.000     0.000     0.031     0.076     0.000     0.000
     5    53.595GHz     1         4377         1968   248.320   251.045     0.062     0.312    -0.000     0.176     0.482     0.156     0.062     0.259    -0.300     0.199     0.445     0.000     0.000     0.000    -0.072     0.126    -0.001     0.001    -0.019     0.021     0.000     0.000     0.000     0.000     0.009     0.021     0.000     0.000
     6    54.400GHz    -1         4377         4131   232.504   232.920    -1.933     0.769    -0.004     0.187     0.262     0.556    -1.929     0.733     0.147     0.247    -1.917     0.000     0.000     0.000    -0.213     0.732     0.050     0.041     0.015     0.026     0.000     0.000     0.000     0.000    -0.012     0.018     0.000     0.000
     7    54.941GHz     1         4377         4376   225.072   225.073    -0.013     0.355     0.000     0.133     0.252     0.278    -0.013     0.330     0.280     0.244    -0.230     0.000     0.000     0.000    -0.069     0.214     0.005     0.004     0.001     0.003     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         4377         4377   218.517   218.517    -0.020     0.291     0.001     0.134     0.275     0.237    -0.021     0.256    -0.091     0.102     0.180     0.000     0.000     0.000    -0.089     0.226    -0.018     0.020    -0.001     0.003     0.000     0.000     0.000     0.000    -0.002     0.007     0.000     0.000
     9    57.290GHz     1         4377         4377   213.425   213.425    -0.184     0.244    -0.001     0.166     0.340     0.239    -0.184     0.180    -0.059     0.162    -0.074     0.000     0.000     0.000    -0.067     0.092     0.004     0.006     0.008     0.016     0.000     0.000     0.000     0.000     0.005     0.012     0.000     0.000
    10    57.290GHz     1         4377         4377   216.166   216.166    -0.078     0.313     0.002     0.190     0.400     0.226    -0.080     0.249    -0.022     0.174    -0.025     0.000     0.000     0.000    -0.048     0.186     0.013     0.014     0.001     0.001     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         4377         4377   229.857   229.857     0.194     0.387    -0.001     0.323     1.000     0.104     0.195     0.227    -0.032     0.173     0.267     0.000     0.000     0.000    -0.044     0.152     0.006     0.009    -0.001     0.003     0.000     0.000     0.000     0.000    -0.000     0.000     0.000     0.000
    13    57.290GHz     1         4373         4373   240.212   240.212     0.374     0.490     0.050     0.447     1.500     0.090     0.323     0.208    -0.031     0.179     0.394     0.000     0.000     0.000    -0.040     0.114     0.008     0.013    -0.006     0.013     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         4377         1804   242.113   240.967     2.671     3.794     0.053     2.108     5.451     0.191     2.619     3.417    -7.046     4.508    16.884     0.000     0.000     0.000     0.076     0.709    -0.290     0.301    -5.373     5.932     0.000     0.000     0.000     0.000    -1.631     3.678     0.000     0.000
