!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050618      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8825         4690   203.247   184.052     3.512     3.101     0.077     1.882     4.588     0.187     3.436     2.323    -5.027     3.291    11.846     0.000     0.000     0.000     0.019     0.093     0.031     0.039    -2.962     3.285     0.000     0.000     0.000     0.000    -0.471     1.714     0.000     0.000
     2    31.400GHz    -1         8825         4886   193.727   173.043     3.005     3.798     0.213     1.295     4.759     0.083     2.792     3.477    -7.604     4.990    15.860     0.000     0.000     0.000     0.015     0.142     0.019     0.025    -4.869     5.395     0.000     0.000     0.000     0.000    -0.629     2.325     0.000     0.000
     3    50.300GHz    -1         8825         4867   239.682   233.758     2.805     2.348     0.090     1.114     3.464     0.115     2.715     2.030    -5.236     3.470    11.220     0.000     0.000     0.000     0.044     0.251    -0.032     0.043    -3.042     3.357     0.000     0.000     0.000     0.000    -0.239     0.897     0.000     0.000
     4    52.799GHz     1         8825         4886   255.462   255.799     0.044     0.572    -0.001     0.299     1.125     0.077     0.046     0.458    -1.139     0.752     1.618     0.000     0.000     0.000     0.009     0.026     0.055     0.057    -0.512     0.567     0.000     0.000     0.000     0.000     0.015     0.055     0.000     0.000
     5    53.595GHz     1         8825         4886   248.946   249.764     0.084     0.317     0.000     0.196     0.448     0.214     0.083     0.244    -0.284     0.196     0.446     0.000     0.000     0.000    -0.064     0.118     0.002     0.002    -0.018     0.020     0.000     0.000     0.000     0.000     0.002     0.009     0.000     0.000
     6    54.400GHz    -1         8825         8339   232.535   232.873    -2.055     0.703     0.015     0.199     0.255     0.657    -2.070     0.667     0.145     0.248    -1.919     0.000     0.000     0.000    -0.340     0.661     0.035     0.030     0.018     0.028     0.000     0.000     0.000     0.000    -0.009     0.019     0.000     0.000
     7    54.941GHz     1         8825         8823   224.524   224.524    -0.064     0.354    -0.003     0.148     0.252     0.343    -0.062     0.312     0.272     0.240    -0.232     0.000     0.000     0.000    -0.107     0.199     0.004     0.004     0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     8    55.499GHz     1         8825         8824   217.344   217.345    -0.062     0.295     0.001     0.148     0.275     0.290    -0.063     0.245    -0.090     0.101     0.178     0.000     0.000     0.000    -0.126     0.210    -0.021     0.024    -0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8825         8824   211.697   211.698    -0.171     0.256     0.005     0.188     0.340     0.306    -0.176     0.176    -0.057     0.160    -0.074     0.000     0.000     0.000    -0.065     0.097     0.007     0.011     0.009     0.016     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8825         8825   214.543   214.543    -0.051     0.319     0.017     0.203     0.400     0.260    -0.067     0.248    -0.023     0.170    -0.024     0.000     0.000     0.000    -0.043     0.196     0.021     0.023     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8824         8824   228.339   228.339     0.223     0.416     0.018     0.344     1.000     0.119     0.206     0.225    -0.030     0.172     0.272     0.000     0.000     0.000    -0.046     0.145     0.011     0.015    -0.001     0.001     0.000     0.000     0.000     0.000    -0.000     0.000     0.000     0.000
    13    57.290GHz     1         8822         8822   238.644   238.644     0.355     0.537     0.027     0.484     1.500     0.104     0.329     0.213    -0.029     0.177     0.396     0.000     0.000     0.000    -0.034     0.109     0.004     0.005    -0.006     0.012     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8825         4334   238.717   234.791     3.920     4.381     0.266     2.206     5.164     0.229     3.654     3.750    -6.944     4.663    16.868     0.000     0.000     0.000     0.153     0.686    -0.281     0.310    -5.373     5.832     0.000     0.000     0.000     0.000    -0.770     2.667     0.000     0.000
