!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052000      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8976         4172   214.532   192.456     2.847     3.015     0.049     1.831     4.698     0.169     2.798     2.222    -5.349     3.239    11.856     0.000     0.000     0.000    -0.000     0.117    -0.006     0.007    -3.019     3.250     0.000     0.000     0.000     0.000    -0.683     1.975     0.000     0.000
     2    31.400GHz    -1         8976         4325   204.425   178.376     2.167     3.627     0.187     1.374     4.902     0.084     1.980     3.324    -8.044     4.909    15.891     0.000     0.000     0.000    -0.017     0.163    -0.001     0.001    -4.911     5.316     0.000     0.000     0.000     0.000    -0.938     2.722     0.000     0.000
     3    50.300GHz    -1         8976         4316   243.683   236.853     2.348     2.257     0.005     1.070     3.556     0.104     2.343     1.935    -5.521     3.401    11.239     0.000     0.000     0.000     0.082     0.223    -0.029     0.035    -3.055     3.292     0.000     0.000     0.000     0.000    -0.373     1.090     0.000     0.000
     4    52.799GHz     1         8976         4325   256.441   257.731     0.006     0.582     0.007     0.269     1.170     0.059    -0.001     0.484    -1.193     0.732     1.621     0.000     0.000     0.000     0.007     0.012     0.063     0.059    -0.519     0.562     0.000     0.000     0.000     0.000     0.021     0.061     0.000     0.000
     5    53.595GHz     1         8976         4325   249.234   250.951     0.034     0.295    -0.004     0.172     0.462     0.160     0.038     0.239    -0.303     0.198     0.445     0.000     0.000     0.000    -0.087     0.115     0.006     0.005    -0.024     0.026     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
     6    54.400GHz    -1         8976         8480   232.566   233.003    -2.128     0.681    -0.004     0.193     0.266     0.600    -2.124     0.648     0.143     0.241    -1.946     0.000     0.000     0.000    -0.357     0.660     0.054     0.047     0.004     0.007     0.000     0.000     0.000     0.000    -0.023     0.042     0.000     0.000
     7    54.941GHz     1         8976         8975   224.532   224.532    -0.063     0.335    -0.003     0.134     0.254     0.279    -0.060     0.309     0.272     0.236    -0.225     0.000     0.000     0.000    -0.108     0.196    -0.001     0.001     0.002     0.004     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     8    55.499GHz     1         8976         8976   217.301   217.301    -0.061     0.264    -0.001     0.130     0.275     0.224    -0.059     0.234    -0.092     0.099     0.185     0.000     0.000     0.000    -0.117     0.191    -0.031     0.035    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.013     0.000     0.000
     9    57.290GHz     1         8976         8976   211.744   211.744    -0.177     0.247    -0.000     0.168     0.340     0.245    -0.176     0.183    -0.062     0.162    -0.070     0.000     0.000     0.000    -0.067     0.112     0.009     0.015     0.008     0.015     0.000     0.000     0.000     0.000     0.006     0.014     0.000     0.000
    10    57.290GHz     1         8975         8975   214.794   214.794    -0.054     0.320     0.001     0.193     0.400     0.232    -0.055     0.256    -0.022     0.171    -0.017     0.000     0.000     0.000    -0.033     0.202     0.013     0.015     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8974         8974   228.894   228.894     0.194     0.400    -0.004     0.328     1.000     0.108     0.198     0.238    -0.027     0.174     0.274     0.000     0.000     0.000    -0.050     0.160    -0.001     0.002     0.002     0.003     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8965         8965   239.120   239.120     0.312     0.503    -0.012     0.460     1.500     0.094     0.324     0.213    -0.030     0.173     0.394     0.000     0.000     0.000    -0.038     0.123     0.001     0.002    -0.003     0.005     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8976         3984   243.297   240.020     2.846     3.919    -0.013     2.086     5.222     0.198     2.859     3.507    -7.259     4.568    16.918     0.000     0.000     0.000     0.011     0.783    -0.295     0.326    -5.384     5.712     0.000     0.000     0.000     0.000    -1.131     3.158     0.000     0.000
