!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051100      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8782         4281   211.884   190.348     2.979     3.039     0.101     1.814     4.738     0.164     2.879     2.357    -5.208     3.267    11.827     0.000     0.000     0.000     0.016     0.124    -0.005     0.006    -2.950     3.303     0.000     0.000     0.000     0.000    -0.802     2.208     0.000     0.000
     2    31.400GHz    -1         8782         4419   202.443   178.086     2.463     3.678     0.261     1.345     4.920     0.082     2.202     3.452    -7.778     4.878    15.854     0.000     0.000     0.000     0.007     0.155    -0.004     0.006    -4.774     5.411     0.000     0.000     0.000     0.000    -1.102     3.035     0.000     0.000
     3    50.300GHz    -1         8782         4403   242.627   235.817     2.504     2.306     0.048     1.110     3.579     0.109     2.457     1.980    -5.365     3.416    11.217     0.000     0.000     0.000     0.052     0.238    -0.035     0.051    -2.992     3.371     0.000     0.000     0.000     0.000    -0.419     1.162     0.000     0.000
     4    52.799GHz     1         8782         4419   255.962   256.800     0.043     0.581     0.000     0.278     1.187     0.062     0.043     0.486    -1.162     0.737     1.620     0.000     0.000     0.000     0.008     0.019     0.056     0.060    -0.505     0.573     0.000     0.000     0.000     0.000     0.026     0.073     0.000     0.000
     5    53.595GHz     1         8782         4419   249.013   250.382     0.057     0.308     0.000     0.175     0.471     0.161     0.057     0.249    -0.295     0.198     0.443     0.000     0.000     0.000    -0.076     0.120    -0.000     0.000    -0.021     0.024     0.000     0.000     0.000     0.000     0.006     0.019     0.000     0.000
     6    54.400GHz    -1         8782         8284   232.547   232.905    -2.082     0.714     0.009     0.182     0.264     0.535    -2.091     0.680     0.143     0.242    -1.938     0.000     0.000     0.000    -0.346     0.692     0.060     0.050     0.010     0.016     0.000     0.000     0.000     0.000    -0.019     0.036     0.000     0.000
     7    54.941GHz     1         8782         8781   224.573   224.572    -0.059     0.345    -0.000     0.135     0.256     0.285    -0.059     0.319     0.275     0.239    -0.231     0.000     0.000     0.000    -0.107     0.208     0.002     0.002     0.001     0.003     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
     8    55.499GHz     1         8782         8782   217.407   217.407    -0.054     0.279    -0.000     0.132     0.275     0.230    -0.054     0.245    -0.090     0.099     0.184     0.000     0.000     0.000    -0.122     0.212    -0.022     0.025    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.015     0.000     0.000
     9    57.290GHz     1         8782         8782   211.863   211.863    -0.176     0.252    -0.002     0.172     0.340     0.256    -0.174     0.177    -0.056     0.160    -0.072     0.000     0.000     0.000    -0.063     0.097     0.004     0.006     0.008     0.015     0.000     0.000     0.000     0.000     0.005     0.012     0.000     0.000
    10    57.290GHz     1         8782         8782   214.948   214.948    -0.055     0.322     0.000     0.190     0.400     0.225    -0.055     0.254    -0.020     0.172    -0.020     0.000     0.000     0.000    -0.031     0.197     0.014     0.015     0.001     0.002     0.000     0.000     0.000     0.000     0.002     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8782         8782   229.138   229.138     0.202     0.402    -0.001     0.334     1.000     0.112     0.203     0.225    -0.026     0.169     0.271     0.000     0.000     0.000    -0.052     0.150     0.011     0.020    -0.001     0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    13    57.290GHz     1         8780         8777   239.270   239.278     0.322     0.531    -0.002     0.489     1.500     0.106     0.325     0.202    -0.030     0.174     0.395     0.000     0.000     0.000    -0.043     0.104     0.008     0.013    -0.006     0.011     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8782         3987   241.909   237.771     3.151     4.150     0.126     2.096     5.268     0.199     3.024     3.640    -7.122     4.581    16.844     0.000     0.000     0.000     0.109     0.700    -0.301     0.328    -5.230     5.841     0.000     0.000     0.000     0.000    -1.274     3.322     0.000     0.000
