!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051418      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8808         4747   203.166   182.830     3.536     3.063     0.022     1.826     4.578     0.174     3.514     2.303    -5.048     3.277    11.879     0.000     0.000     0.000     0.027     0.122     0.020     0.027    -2.925     3.276     0.000     0.000     0.000     0.000    -0.440     1.671     0.000     0.000
     2    31.400GHz    -1         8808         4889   194.164   172.279     3.071     3.868     0.189     1.276     4.745     0.080     2.882     3.534    -7.650     4.997    15.873     0.000     0.000     0.000     0.019     0.152     0.006     0.009    -4.786     5.406     0.000     0.000     0.000     0.000    -0.581     2.221     0.000     0.000
     3    50.300GHz    -1         8808         4873   239.922   233.354     2.798     2.396     0.037     1.104     3.459     0.113     2.760     2.059    -5.260     3.472    11.214     0.000     0.000     0.000     0.040     0.249    -0.022     0.029    -2.995     3.372     0.000     0.000     0.000     0.000    -0.217     0.848     0.000     0.000
     4    52.799GHz     1         8808         4889   255.548   255.783     0.046     0.596    -0.004     0.299     1.125     0.079     0.050     0.470    -1.133     0.743     1.616     0.000     0.000     0.000     0.007     0.020     0.052     0.056    -0.511     0.577     0.000     0.000     0.000     0.000     0.019     0.072     0.000     0.000
     5    53.595GHz     1         8808         4889   248.952   249.821     0.076     0.311     0.004     0.193     0.447     0.208     0.072     0.250    -0.285     0.198     0.441     0.000     0.000     0.000    -0.063     0.119    -0.003     0.003    -0.023     0.026     0.000     0.000     0.000     0.000     0.005     0.021     0.000     0.000
     6    54.400GHz    -1         8808         8308   232.530   232.912    -2.082     0.690     0.025     0.212     0.256     0.750    -2.107     0.669     0.145     0.242    -1.938     0.000     0.000     0.000    -0.334     0.655     0.020     0.018     0.007     0.011     0.000     0.000     0.000     0.000    -0.008     0.016     0.000     0.000
     7    54.941GHz     1         8808         8808   224.602   224.602    -0.051     0.345     0.018     0.145     0.252     0.335    -0.069     0.316     0.274     0.239    -0.229     0.000     0.000     0.000    -0.104     0.197    -0.010     0.010     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8808         8808   217.494   217.494    -0.036     0.282     0.017     0.144     0.275     0.278    -0.054     0.239    -0.088     0.099     0.186     0.000     0.000     0.000    -0.117     0.195    -0.033     0.037    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8808         8806   211.975   211.977    -0.150     0.258     0.023     0.189     0.340     0.314    -0.173     0.183    -0.058     0.162    -0.066     0.000     0.000     0.000    -0.074     0.113     0.011     0.017     0.009     0.018     0.000     0.000     0.000     0.000     0.005     0.013     0.000     0.000
    10    57.290GHz     1         8808         8808   214.852   214.852    -0.024     0.324     0.033     0.206     0.400     0.272    -0.057     0.260    -0.019     0.174    -0.015     0.000     0.000     0.000    -0.047     0.208     0.021     0.022     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8808         8808   228.414   228.414     0.235     0.421     0.025     0.341     1.000     0.117     0.210     0.218    -0.021     0.169     0.279     0.000     0.000     0.000    -0.062     0.151     0.011     0.022     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8807         8807   238.379   238.379     0.331     0.531     0.004     0.474     1.500     0.100     0.327     0.209    -0.024     0.172     0.403     0.000     0.000     0.000    -0.046     0.117    -0.001     0.001    -0.003     0.007     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8808         4321   238.659   233.712     3.743     4.237     0.080     2.198     5.153     0.224     3.663     3.681    -6.992     4.671    16.843     0.000     0.000     0.000     0.145     0.606    -0.294     0.342    -5.318     5.813     0.000     0.000     0.000     0.000    -0.722     2.587     0.000     0.000
