!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052500      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8830         3971   215.829   189.080     3.045     3.075     0.139     1.900     4.689     0.185     2.907     2.248    -5.223     3.270    11.866     0.000     0.000     0.000     0.012     0.133    -0.031     0.038    -3.015     3.243     0.000     0.000     0.000     0.000    -0.701     2.021     0.000     0.000
     2    31.400GHz    -1         8830         4109   207.089   177.140     2.459     3.594     0.223     1.355     4.872     0.084     2.237     3.300    -7.784     4.863    15.909     0.000     0.000     0.000     0.000     0.160    -0.018     0.022    -4.899     5.281     0.000     0.000     0.000     0.000    -0.971     2.817     0.000     0.000
     3    50.300GHz    -1         8830         4100   244.425   235.331     2.467     2.217     0.012     1.103     3.543     0.107     2.455     1.925    -5.357     3.397    11.242     0.000     0.000     0.000     0.051     0.207    -0.015     0.020    -3.051     3.284     0.000     0.000     0.000     0.000    -0.414     1.209     0.000     0.000
     4    52.799GHz     1         8830         4110   256.197   256.451    -0.017     0.587    -0.029     0.299     1.172     0.076     0.012     0.479    -1.163     0.736     1.616     0.000     0.000     0.000     0.003     0.007     0.065     0.065    -0.523     0.563     0.000     0.000     0.000     0.000     0.014     0.040     0.000     0.000
     5    53.595GHz     1         8830         4110   248.890   250.051     0.039     0.314    -0.027     0.196     0.466     0.207     0.066     0.240    -0.296     0.200     0.445     0.000     0.000     0.000    -0.074     0.120     0.014     0.013    -0.025     0.027     0.000     0.000     0.000     0.000     0.003     0.009     0.000     0.000
     6    54.400GHz    -1         8830         8174   232.259   232.727    -2.125     0.689    -0.029     0.207     0.266     0.691    -2.096     0.637     0.139     0.238    -1.956     0.000     0.000     0.000    -0.325     0.647     0.057     0.051     0.002     0.003     0.000     0.000     0.000     0.000    -0.012     0.020     0.000     0.000
     7    54.941GHz     1         8830         8829   224.294   224.295    -0.052     0.343     0.007     0.151     0.256     0.354    -0.059     0.306     0.271     0.235    -0.224     0.000     0.000     0.000    -0.103     0.194    -0.002     0.002     0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.007     0.000     0.000
     8    55.499GHz     1         8830         8830   217.092   217.092    -0.042     0.280     0.014     0.155     0.275     0.321    -0.057     0.231    -0.091     0.100     0.184     0.000     0.000     0.000    -0.118     0.190    -0.028     0.032    -0.001     0.003     0.000     0.000     0.000     0.000    -0.003     0.013     0.000     0.000
     9    57.290GHz     1         8830         8830   211.323   211.323    -0.142     0.278     0.043     0.195     0.340     0.344    -0.185     0.196    -0.061     0.165    -0.064     0.000     0.000     0.000    -0.085     0.131     0.012     0.017     0.007     0.015     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8830         8830   214.086   214.086    -0.015     0.349     0.044     0.210     0.400     0.288    -0.059     0.268    -0.022     0.173    -0.014     0.000     0.000     0.000    -0.052     0.224     0.025     0.028     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8827         8827   227.301   227.301     0.248     0.420     0.049     0.350     1.000     0.125     0.199     0.207    -0.024     0.164     0.280     0.000     0.000     0.000    -0.062     0.131     0.002     0.003     0.002     0.004     0.000     0.000     0.000     0.000     0.003     0.005     0.000     0.000
    13    57.290GHz     1         8825         8825   237.369   237.369     0.388     0.592     0.041     0.538     1.500     0.129     0.347     0.199    -0.027     0.173     0.400     0.000     0.000     0.000    -0.033     0.106     0.008     0.012    -0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8830         3765   243.511   236.958     3.192     3.971     0.042     2.108     5.190     0.201     3.149     3.555    -7.086     4.547    16.875     0.000     0.000     0.000     0.089     0.778    -0.287     0.297    -5.270     5.693     0.000     0.000     0.000     0.000    -1.171     3.253     0.000     0.000
