!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052018      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8774         4740   201.731   182.329     3.465     3.023     0.110     1.896     4.586     0.190     3.355     2.163    -5.088     3.314    11.861     0.000     0.000     0.000     0.023     0.106    -0.012     0.016    -3.102     3.294     0.000     0.000     0.000     0.000    -0.328     1.403     0.000     0.000
     2    31.400GHz    -1         8774         4941   192.440   171.240     3.032     3.722     0.224     1.298     4.765     0.086     2.808     3.347    -7.625     4.951    15.897     0.000     0.000     0.000     0.014     0.145    -0.005     0.008    -5.018     5.381     0.000     0.000     0.000     0.000    -0.454     1.960     0.000     0.000
     3    50.300GHz    -1         8774         4926   239.260   233.196     2.754     2.333     0.052     1.109     3.462     0.113     2.702     1.970    -5.249     3.450    11.240     0.000     0.000     0.000     0.042     0.207    -0.028     0.037    -3.124     3.335     0.000     0.000     0.000     0.000    -0.181     0.794     0.000     0.000
     4    52.799GHz     1         8774         4941   255.529   256.151     0.013     0.566    -0.006     0.300     1.116     0.079     0.019     0.441    -1.137     0.746     1.621     0.000     0.000     0.000     0.004     0.011     0.053     0.055    -0.531     0.569     0.000     0.000     0.000     0.000     0.009     0.040     0.000     0.000
     5    53.595GHz     1         8774         4941   248.993   250.200     0.065     0.302     0.000     0.192     0.442     0.205     0.065     0.242    -0.291     0.203     0.443     0.000     0.000     0.000    -0.068     0.114     0.005     0.005    -0.025     0.027     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
     6    54.400GHz    -1         8774         8239   232.379   232.895    -2.145     0.664    -0.004     0.212     0.254     0.754    -2.141     0.629     0.139     0.239    -1.953     0.000     0.000     0.000    -0.371     0.633     0.054     0.048     0.004     0.005     0.000     0.000     0.000     0.000    -0.014     0.030     0.000     0.000
     7    54.941GHz     1         8774         8769   224.354   224.354    -0.054     0.340     0.012     0.146     0.252     0.335    -0.066     0.307     0.271     0.236    -0.224     0.000     0.000     0.000    -0.113     0.191    -0.002     0.002     0.003     0.005     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8774         8772   217.101   217.102    -0.055     0.279     0.004     0.150     0.275     0.297    -0.059     0.228    -0.090     0.099     0.186     0.000     0.000     0.000    -0.121     0.186    -0.030     0.034    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8774         8773   211.477   211.477    -0.180     0.260    -0.005     0.185     0.340     0.296    -0.175     0.187    -0.060     0.162    -0.067     0.000     0.000     0.000    -0.072     0.122     0.010     0.017     0.009     0.016     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8774         8774   214.307   214.307    -0.060     0.323     0.010     0.206     0.400     0.266    -0.069     0.258    -0.021     0.172    -0.018     0.000     0.000     0.000    -0.050     0.209     0.016     0.018     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8773         8773   227.652   227.652     0.175     0.424    -0.018     0.351     1.000     0.123     0.192     0.216    -0.026     0.173     0.274     0.000     0.000     0.000    -0.060     0.135     0.002     0.003     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8769         8769   237.749   237.749     0.301     0.548    -0.021     0.494     1.500     0.109     0.322     0.211    -0.028     0.174     0.394     0.000     0.000     0.000    -0.042     0.117     0.002     0.003    -0.004     0.007     0.000     0.000     0.000     0.000    -0.000     0.000     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8774         4429   238.324   233.938     3.918     4.272     0.066     2.183     5.139     0.221     3.852     3.651    -6.982     4.608    16.911     0.000     0.000     0.000     0.165     0.713    -0.249     0.294    -5.416     5.764     0.000     0.000     0.000     0.000    -0.577     2.354     0.000     0.000
