!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052806      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8969         4837   203.967   183.466     3.507     3.037     0.185     1.940     4.587     0.197     3.322     2.250    -5.143     3.306    11.901     0.000     0.000     0.000     0.024     0.082    -0.001     0.001    -2.967     3.332     0.000     0.000     0.000     0.000    -0.492     1.734     0.000     0.000
     2    31.400GHz    -1         8969         5054   195.320   173.251     3.015     3.672     0.275     1.304     4.752     0.084     2.739     3.409    -7.709     4.932    15.920     0.000     0.000     0.000     0.019     0.122    -0.003     0.004    -4.826     5.412     0.000     0.000     0.000     0.000    -0.661     2.350     0.000     0.000
     3    50.300GHz    -1         8969         5050   241.031   233.656     2.716     2.303     0.000     1.061     3.459     0.105     2.715     1.995    -5.288     3.432    11.236     0.000     0.000     0.000     0.040     0.179    -0.010     0.012    -3.003     3.368     0.000     0.000     0.000     0.000    -0.260     0.926     0.000     0.000
     4    52.799GHz     1         8969         5054   256.404   255.862     0.007     0.574    -0.026     0.285     1.121     0.069     0.034     0.453    -1.143     0.739     1.617     0.000     0.000     0.000     0.004     0.009     0.059     0.059    -0.516     0.579     0.000     0.000     0.000     0.000     0.012     0.044     0.000     0.000
     5    53.595GHz     1         8969         5054   249.356   249.710     0.043     0.307    -0.030     0.185     0.443     0.195     0.073     0.235    -0.293     0.203     0.442     0.000     0.000     0.000    -0.067     0.111     0.016     0.015    -0.026     0.029     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
     6    54.400GHz    -1         8969         8552   232.266   232.583    -2.182     0.630    -0.013     0.213     0.250     0.778    -2.168     0.590     0.136     0.238    -1.966     0.000     0.000     0.000    -0.384     0.594     0.055     0.052     0.000     0.001     0.000     0.000     0.000     0.000    -0.010     0.019     0.000     0.000
     7    54.941GHz     1         8969         8969   224.110   224.110    -0.059     0.336    -0.000     0.148     0.251     0.349    -0.059     0.293     0.270     0.236    -0.223     0.000     0.000     0.000    -0.113     0.175     0.005     0.005     0.002     0.004     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
     8    55.499GHz     1         8969         8969   216.828   216.828    -0.036     0.260     0.012     0.148     0.275     0.291    -0.048     0.211    -0.088     0.098     0.185     0.000     0.000     0.000    -0.119     0.172    -0.024     0.028    -0.001     0.003     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     9    57.290GHz     1         8969         8969   211.273   211.273    -0.133     0.268     0.038     0.188     0.340     0.318    -0.171     0.190    -0.061     0.162    -0.058     0.000     0.000     0.000    -0.078     0.126     0.012     0.018     0.010     0.017     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8969         8969   213.970   213.970    -0.016     0.359     0.046     0.209     0.400     0.287    -0.062     0.268    -0.022     0.169    -0.006     0.000     0.000     0.000    -0.062     0.228     0.024     0.027     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8967         8967   226.868   226.868     0.264     0.445     0.061     0.361     1.000     0.134     0.203     0.231    -0.020     0.172     0.289     0.000     0.000     0.000    -0.070     0.143    -0.001     0.001     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    13    57.290GHz     1         8964         8964   236.670   236.670     0.430     0.557     0.091     0.502     1.500     0.116     0.340     0.215    -0.022     0.178     0.411     0.000     0.000     0.000    -0.052     0.113     0.003     0.005    -0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8969         4442   240.488   234.435     3.952     4.262     0.218     2.210     5.127     0.230     3.734     3.660    -7.013     4.595    16.849     0.000     0.000     0.000     0.190     0.643    -0.209     0.245    -5.247     5.822     0.000     0.000     0.000     0.000    -0.836     2.774     0.000     0.000
