!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052412      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8935         4323   212.647   187.815     2.924     2.863    -0.063     1.809     4.723     0.164     2.987     2.204    -5.142     3.274    11.886     0.000     0.000     0.000     0.025     0.138    -0.021     0.027    -3.065     3.294     0.000     0.000     0.000     0.000    -0.696     2.039     0.000     0.000
     2    31.400GHz    -1         8935         4476   204.217   176.470     2.414     3.469     0.145     1.301     4.926     0.075     2.268     3.229    -7.668     4.916    15.917     0.000     0.000     0.000     0.010     0.157    -0.014     0.019    -5.018     5.371     0.000     0.000     0.000     0.000    -0.959     2.817     0.000     0.000
     3    50.300GHz    -1         8935         4464   244.016   235.262     2.559     2.238     0.110     1.067     3.573     0.100     2.449     1.888    -5.279     3.430    11.232     0.000     0.000     0.000     0.049     0.207    -0.018     0.023    -3.130     3.342     0.000     0.000     0.000     0.000    -0.404     1.201     0.000     0.000
     4    52.799GHz     1         8935         4476   256.752   256.698     0.026     0.562     0.008     0.267     1.176     0.060     0.018     0.473    -1.143     0.739     1.616     0.000     0.000     0.000     0.003     0.008     0.063     0.063    -0.535     0.573     0.000     0.000     0.000     0.000     0.013     0.037     0.000     0.000
     5    53.595GHz     1         8935         4476   249.471   250.352     0.066     0.299     0.003     0.172     0.464     0.158     0.064     0.244    -0.291     0.199     0.443     0.000     0.000     0.000    -0.075     0.121     0.010     0.009    -0.026     0.028     0.000     0.000     0.000     0.000     0.002     0.007     0.000     0.000
     6    54.400GHz    -1         8935         8411   232.687   232.935    -2.114     0.679    -0.007     0.193     0.263     0.596    -2.107     0.640     0.136     0.237    -1.962     0.000     0.000     0.000    -0.329     0.646     0.054     0.048     0.001     0.002     0.000     0.000     0.000     0.000    -0.007     0.012     0.000     0.000
     7    54.941GHz     1         8935         8934   224.664   224.663    -0.058     0.332     0.002     0.136     0.253     0.289    -0.060     0.305     0.269     0.235    -0.223     0.000     0.000     0.000    -0.103     0.194    -0.002     0.002     0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.009     0.000     0.000
     8    55.499GHz     1         8935         8935   217.493   217.493    -0.044     0.264     0.000     0.130     0.275     0.224    -0.045     0.229    -0.089     0.099     0.186     0.000     0.000     0.000    -0.114     0.193    -0.023     0.027    -0.001     0.003     0.000     0.000     0.000     0.000    -0.002     0.011     0.000     0.000
     9    57.290GHz     1         8935         8935   211.987   211.987    -0.168     0.258     0.003     0.169     0.340     0.247    -0.171     0.187    -0.061     0.166    -0.064     0.000     0.000     0.000    -0.072     0.119     0.012     0.018     0.008     0.015     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8935         8935   214.879   214.879    -0.056     0.333     0.005     0.193     0.400     0.233    -0.060     0.265    -0.022     0.173    -0.015     0.000     0.000     0.000    -0.047     0.215     0.019     0.022     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8935         8935   228.109   228.109     0.200     0.408     0.011     0.330     1.000     0.109     0.190     0.234    -0.025     0.163     0.278     0.000     0.000     0.000    -0.070     0.160     0.002     0.004     0.002     0.003     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    13    57.290GHz     1         8928         8928   237.942   237.942     0.337     0.509     0.004     0.462     1.500     0.095     0.333     0.203    -0.027     0.172     0.400     0.000     0.000     0.000    -0.051     0.112     0.012     0.020    -0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8935         4029   243.451   237.099     3.321     4.007     0.245     2.088     5.271     0.198     3.076     3.411    -7.027     4.590    16.862     0.000     0.000     0.000     0.130     0.713    -0.261     0.296    -5.457     5.789     0.000     0.000     0.000     0.000    -1.171     3.264     0.000     0.000
