!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052612      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8922         4214   213.653   188.151     2.873     2.884     0.008     1.848     4.673     0.173     2.865     2.106    -5.228     3.264    11.876     0.000     0.000     0.000     0.013     0.107    -0.021     0.028    -3.104     3.252     0.000     0.000     0.000     0.000    -0.671     1.984     0.000     0.000
     2    31.400GHz    -1         8922         4347   204.974   176.425     2.290     3.444     0.162     1.311     4.867     0.080     2.129     3.115    -7.818     4.886    15.908     0.000     0.000     0.000     0.003     0.140    -0.015     0.020    -5.019     5.302     0.000     0.000     0.000     0.000    -0.931     2.753     0.000     0.000
     3    50.300GHz    -1         8922         4342   244.139   235.059     2.416     2.162     0.004     1.076     3.530     0.104     2.412     1.851    -5.362     3.392    11.241     0.000     0.000     0.000     0.047     0.191    -0.014     0.018    -3.124     3.298     0.000     0.000     0.000     0.000    -0.376     1.118     0.000     0.000
     4    52.799GHz     1         8922         4347   256.510   256.226     0.002     0.561    -0.000     0.271     1.154     0.062     0.003     0.474    -1.158     0.730     1.615     0.000     0.000     0.000     0.003     0.006     0.064     0.065    -0.538     0.569     0.000     0.000     0.000     0.000     0.017     0.051     0.000     0.000
     5    53.595GHz     1         8922         4347   249.155   249.853     0.057     0.303    -0.003     0.177     0.456     0.169     0.060     0.245    -0.296     0.199     0.441     0.000     0.000     0.000    -0.071     0.122     0.009     0.008    -0.027     0.029     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
     6    54.400GHz    -1         8922         8423   232.356   232.561    -2.122     0.668    -0.017     0.190     0.260     0.582    -2.106     0.644     0.136     0.240    -1.963     0.000     0.000     0.000    -0.332     0.647     0.058     0.055     0.001     0.001     0.000     0.000     0.000     0.000    -0.005     0.008     0.000     0.000
     7    54.941GHz     1         8922         8921   224.360   224.360    -0.049     0.334     0.002     0.135     0.254     0.285    -0.051     0.305     0.270     0.236    -0.223     0.000     0.000     0.000    -0.102     0.190     0.003     0.004     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8922         8922   217.181   217.181    -0.045     0.266     0.003     0.130     0.275     0.224    -0.048     0.229    -0.090     0.099     0.184     0.000     0.000     0.000    -0.114     0.191    -0.025     0.030    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.013     0.000     0.000
     9    57.290GHz     1         8922         8922   211.596   211.596    -0.172     0.259    -0.001     0.171     0.340     0.253    -0.171     0.188    -0.061     0.164    -0.059     0.000     0.000     0.000    -0.076     0.120     0.011     0.016     0.008     0.016     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8922         8922   214.433   214.433    -0.054     0.339     0.002     0.195     0.400     0.237    -0.057     0.273    -0.021     0.171    -0.006     0.000     0.000     0.000    -0.051     0.225     0.017     0.019     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8922         8922   227.349   227.349     0.201     0.415     0.007     0.334     1.000     0.112     0.193     0.245    -0.022     0.168     0.287     0.000     0.000     0.000    -0.078     0.166    -0.001     0.001     0.003     0.005     0.000     0.000     0.000     0.000     0.003     0.006     0.000     0.000
    13    57.290GHz     1         8919         8919   237.051   237.051     0.358     0.509     0.022     0.467     1.500     0.097     0.336     0.213    -0.023     0.175     0.410     0.000     0.000     0.000    -0.055     0.122     0.005     0.008    -0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8922         3961   243.530   236.731     3.130     3.976     0.110     2.099     5.202     0.204     3.020     3.408    -7.127     4.556    16.850     0.000     0.000     0.000     0.108     0.758    -0.275     0.314    -5.413     5.725     0.000     0.000     0.000     0.000    -1.122     3.172     0.000     0.000
