!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050312      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8964         3987   213.613   187.869     3.565     3.132     0.171     1.897     4.684     0.184     3.395     2.372    -4.966     3.229    11.815     0.000     0.000     0.000     0.005     0.028     0.031     0.039    -2.880     3.276     0.000     0.000     0.000     0.000    -0.611     1.882     0.000     0.000
     2    31.400GHz    -1         8964         4165   204.777   176.022     3.116     3.902     0.288     1.333     4.855     0.084     2.828     3.600    -7.469     4.885    15.816     0.000     0.000     0.000     0.008     0.101     0.022     0.028    -4.726     5.401     0.000     0.000     0.000     0.000    -0.822     2.577     0.000     0.000
     3    50.300GHz    -1         8964         4157   243.919   235.201     2.919     2.458     0.155     1.133     3.538     0.119     2.764     2.107    -5.139     3.405    11.199     0.000     0.000     0.000     0.044     0.261    -0.044     0.054    -2.960     3.373     0.000     0.000     0.000     0.000    -0.336     1.057     0.000     0.000
     4    52.799GHz     1         8964         4166   256.518   256.875     0.055     0.593    -0.011     0.309     1.167     0.081     0.065     0.472    -1.120     0.739     1.610     0.000     0.000     0.000     0.012     0.031     0.050     0.050    -0.504     0.576     0.000     0.000     0.000     0.000     0.017     0.053     0.000     0.000
     5    53.595GHz     1         8964         4166   249.393   250.707     0.058     0.318    -0.027     0.194     0.462     0.209     0.085     0.245    -0.279     0.194     0.445     0.000     0.000     0.000    -0.071     0.118     0.004     0.003    -0.018     0.020     0.000     0.000     0.000     0.000     0.004     0.014     0.000     0.000
     6    54.400GHz    -1         8964         8374   232.885   233.094    -2.055     0.717    -0.035     0.207     0.264     0.700    -2.019     0.667     0.154     0.249    -1.898     0.000     0.000     0.000    -0.323     0.666     0.032     0.027     0.021     0.037     0.000     0.000     0.000     0.000    -0.005     0.010     0.000     0.000
     7    54.941GHz     1         8964         8963   224.863   224.863    -0.061     0.353     0.006     0.146     0.255     0.335    -0.067     0.322     0.275     0.241    -0.232     0.000     0.000     0.000    -0.107     0.207    -0.003     0.003     0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     8    55.499GHz     1         8964         8964   217.661   217.661    -0.057     0.302     0.013     0.151     0.275     0.302    -0.070     0.260    -0.091     0.100     0.180     0.000     0.000     0.000    -0.130     0.224    -0.024     0.027    -0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.014     0.000     0.000
     9    57.290GHz     1         8964         8964   211.941   211.941    -0.152     0.267     0.027     0.191     0.340     0.322    -0.179     0.184    -0.057     0.166    -0.076     0.000     0.000     0.000    -0.061     0.094     0.004     0.006     0.006     0.014     0.000     0.000     0.000     0.000     0.004     0.011     0.000     0.000
    10    57.290GHz     1         8964         8964   214.896   214.896    -0.025     0.328     0.035     0.206     0.400     0.273    -0.060     0.251    -0.024     0.174    -0.023     0.000     0.000     0.000    -0.036     0.195     0.022     0.024     0.000     0.001     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8963         8963   228.912   228.912     0.260     0.434     0.055     0.352     1.000     0.127     0.205     0.229    -0.030     0.175     0.274     0.000     0.000     0.000    -0.044     0.149     0.006     0.008    -0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
    13    57.290GHz     1         8961         8961   239.333   239.333     0.407     0.541     0.069     0.489     1.500     0.108     0.338     0.212    -0.029     0.176     0.401     0.000     0.000     0.000    -0.029     0.118     0.000     0.000    -0.004     0.008     0.000     0.000     0.000     0.000    -0.002     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8964         3668   243.555   237.369     3.945     4.559     0.308     2.196     5.222     0.227     3.637     3.926    -6.798     4.547    16.822     0.000     0.000     0.000     0.124     0.661    -0.297     0.318    -5.208     5.811     0.000     0.000     0.000     0.000    -1.006     2.957     0.000     0.000
