!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052312      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8957         4112   214.169   188.923     3.163     2.977     0.172     1.888     4.763     0.177     2.990     2.280    -5.049     3.224    11.895     0.000     0.000     0.000     0.020     0.142    -0.014     0.018    -3.106     3.291     0.000     0.000     0.000     0.000    -0.755     2.117     0.000     0.000
     2    31.400GHz    -1         8957         4288   205.227   177.264     2.496     3.544     0.249     1.358     4.979     0.081     2.247     3.301    -7.577     4.864    15.917     0.000     0.000     0.000     0.006     0.162    -0.014     0.019    -5.063     5.378     0.000     0.000     0.000     0.000    -1.022     2.885     0.000     0.000
     3    50.300GHz    -1         8957         4276   244.508   235.588     2.589     2.236     0.113     1.099     3.605     0.109     2.476     1.920    -5.214     3.393    11.230     0.000     0.000     0.000     0.053     0.206    -0.023     0.028    -3.156     3.344     0.000     0.000     0.000     0.000    -0.415     1.189     0.000     0.000
     4    52.799GHz     1         8957         4288   257.136   256.929    -0.005     0.580    -0.034     0.293     1.187     0.072     0.029     0.478    -1.129     0.731     1.618     0.000     0.000     0.000     0.003     0.007     0.058     0.060    -0.536     0.569     0.000     0.000     0.000     0.000     0.014     0.039     0.000     0.000
     5    53.595GHz     1         8957         4288   249.759   250.553     0.042     0.303    -0.024     0.189     0.468     0.191     0.067     0.236    -0.287     0.196     0.444     0.000     0.000     0.000    -0.078     0.115     0.012     0.011    -0.025     0.027     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
     6    54.400GHz    -1         8957         8500   232.846   233.084    -2.128     0.693    -0.009     0.204     0.260     0.680    -2.119     0.627     0.136     0.238    -1.962     0.000     0.000     0.000    -0.349     0.634     0.061     0.054     0.002     0.003     0.000     0.000     0.000     0.000    -0.006     0.010     0.000     0.000
     7    54.941GHz     1         8957         8944   224.732   224.727    -0.055     0.345     0.002     0.148     0.254     0.340    -0.057     0.303     0.270     0.235    -0.223     0.000     0.000     0.000    -0.110     0.192     0.004     0.004     0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8957         8957   217.458   217.458    -0.046     0.277     0.009     0.145     0.275     0.280    -0.055     0.229    -0.090     0.099     0.187     0.000     0.000     0.000    -0.120     0.190    -0.028     0.032    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.013     0.000     0.000
     9    57.290GHz     1         8957         8957   211.834   211.834    -0.144     0.270     0.028     0.186     0.340     0.306    -0.172     0.184    -0.062     0.163    -0.066     0.000     0.000     0.000    -0.071     0.114     0.011     0.018     0.008     0.015     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8957         8957   214.858   214.858    -0.018     0.354     0.035     0.209     0.400     0.281    -0.052     0.264    -0.022     0.174    -0.016     0.000     0.000     0.000    -0.035     0.211     0.016     0.020     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8957         8957   228.903   228.903     0.191     0.435    -0.011     0.353     1.000     0.124     0.202     0.227    -0.028     0.168     0.276     0.000     0.000     0.000    -0.053     0.144     0.003     0.005     0.001     0.002     0.000     0.000     0.000     0.000     0.002     0.004     0.000     0.000
    13    57.290GHz     1         8947         8947   238.979   238.979     0.317     0.543    -0.000     0.502     1.500     0.112     0.317     0.203    -0.031     0.174     0.394     0.000     0.000     0.000    -0.051     0.103     0.008     0.014    -0.004     0.007     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8957         3785   244.310   237.713     3.232     4.106     0.327     2.185     5.322     0.219     2.905     3.495    -6.944     4.550    16.860     0.000     0.000     0.000     0.099     0.738    -0.283     0.309    -5.555     5.788     0.000     0.000     0.000     0.000    -1.273     3.371     0.000     0.000
