!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051000      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8938         4255   213.810   189.432     3.343     3.198     0.307     1.888     4.689     0.188     3.036     2.412    -5.168     3.286    11.821     0.000     0.000     0.000     0.017     0.113    -0.000     0.001    -2.856     3.243     0.000     0.000     0.000     0.000    -0.778     2.210     0.000     0.000
     2    31.400GHz    -1         8938         4401   204.693   177.691     2.842     3.769     0.344     1.333     4.840     0.084     2.498     3.510    -7.673     4.881    15.850     0.000     0.000     0.000     0.008     0.152    -0.002     0.003    -4.655     5.303     0.000     0.000     0.000     0.000    -1.030     2.942     0.000     0.000
     3    50.300GHz    -1         8938         4388   243.545   235.563     2.641     2.314     0.025     1.118     3.530     0.113     2.615     2.030    -5.301     3.426    11.218     0.000     0.000     0.000     0.048     0.244    -0.035     0.047    -2.909     3.306     0.000     0.000     0.000     0.000    -0.405     1.169     0.000     0.000
     4    52.799GHz     1         8938         4401   256.024   256.397     0.051     0.608    -0.006     0.300     1.176     0.076     0.057     0.491    -1.152     0.743     1.618     0.000     0.000     0.000     0.008     0.021     0.054     0.056    -0.492     0.561     0.000     0.000     0.000     0.000     0.020     0.059     0.000     0.000
     5    53.595GHz     1         8938         4401   248.914   250.013     0.053     0.325    -0.014     0.189     0.470     0.195     0.067     0.250    -0.292     0.200     0.443     0.000     0.000     0.000    -0.070     0.118     0.000     0.000    -0.020     0.022     0.000     0.000     0.000     0.000     0.006     0.017     0.000     0.000
     6    54.400GHz    -1         8938         8396   232.446   232.774    -2.090     0.717    -0.002     0.193     0.267     0.592    -2.088     0.683     0.143     0.242    -1.929     0.000     0.000     0.000    -0.346     0.693     0.058     0.049     0.010     0.017     0.000     0.000     0.000     0.000    -0.024     0.041     0.000     0.000
     7    54.941GHz     1         8938         8935   224.455   224.456    -0.060     0.355     0.002     0.147     0.256     0.335    -0.063     0.318     0.274     0.238    -0.232     0.000     0.000     0.000    -0.107     0.204     0.002     0.002     0.001     0.002     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8938         8938   217.240   217.240    -0.051     0.290     0.010     0.153     0.275     0.311    -0.061     0.247    -0.090     0.100     0.182     0.000     0.000     0.000    -0.125     0.212    -0.023     0.026    -0.001     0.003     0.000     0.000     0.000     0.000    -0.003     0.015     0.000     0.000
     9    57.290GHz     1         8938         8938   211.604   211.604    -0.155     0.271     0.019     0.198     0.340     0.343    -0.174     0.175    -0.058     0.161    -0.073     0.000     0.000     0.000    -0.062     0.094     0.006     0.009     0.007     0.015     0.000     0.000     0.000     0.000     0.005     0.012     0.000     0.000
    10    57.290GHz     1         8938         8938   214.653   214.653    -0.030     0.349     0.027     0.210     0.400     0.279    -0.057     0.254    -0.021     0.171    -0.021     0.000     0.000     0.000    -0.034     0.201     0.017     0.018     0.000     0.001     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8936         8936   228.445   228.445     0.201     0.454     0.014     0.357     1.000     0.127     0.187     0.230    -0.030     0.170     0.269     0.000     0.000     0.000    -0.066     0.165     0.014     0.023    -0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.001     0.000     0.000
    13    57.290GHz     1         8934         8934   238.237   238.237     0.300     0.573     0.001     0.510     1.500     0.116     0.299     0.206    -0.034     0.174     0.393     0.000     0.000     0.000    -0.060     0.108     0.006     0.010    -0.005     0.009     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8938         3960   242.803   237.278     3.415     4.199     0.086     2.160     5.207     0.217     3.329     3.647    -6.973     4.596    16.852     0.000     0.000     0.000     0.116     0.688    -0.284     0.288    -5.156     5.716     0.000     0.000     0.000     0.000    -1.226     3.309     0.000     0.000
