!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052518      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8945         4740   203.805   184.045     3.249     3.016     0.118     1.902     4.592     0.188     3.131     2.221    -5.130     3.311    11.863     0.000     0.000     0.000     0.019     0.106    -0.024     0.034    -3.166     3.258     0.000     0.000     0.000     0.000    -0.430     1.635     0.000     0.000
     2    31.400GHz    -1         8945         4939   194.096   172.581     2.680     3.687     0.203     1.292     4.781     0.081     2.478     3.373    -7.705     4.963    15.904     0.000     0.000     0.000     0.009     0.136    -0.015     0.022    -5.114     5.310     0.000     0.000     0.000     0.000    -0.601     2.288     0.000     0.000
     3    50.300GHz    -1         8945         4926   240.376   233.913     2.639     2.356     0.066     1.114     3.475     0.115     2.574     1.986    -5.274     3.435    11.243     0.000     0.000     0.000     0.049     0.189    -0.015     0.020    -3.184     3.301     0.000     0.000     0.000     0.000    -0.245     0.948     0.000     0.000
     4    52.799GHz     1         8945         4939   256.351   256.610     0.002     0.570    -0.002     0.299     1.123     0.078     0.004     0.454    -1.140     0.740     1.616     0.000     0.000     0.000     0.003     0.006     0.062     0.062    -0.547     0.568     0.000     0.000     0.000     0.000     0.011     0.043     0.000     0.000
     5    53.595GHz     1         8945         4939   249.590   250.478     0.065     0.314     0.005     0.198     0.443     0.219     0.061     0.242    -0.290     0.201     0.444     0.000     0.000     0.000    -0.078     0.117     0.008     0.007    -0.027     0.028     0.000     0.000     0.000     0.000     0.004     0.014     0.000     0.000
     6    54.400GHz    -1         8945         8526   232.729   233.126    -2.129     0.670     0.024     0.198     0.254     0.656    -2.153     0.622     0.135     0.239    -1.968     0.000     0.000     0.000    -0.385     0.627     0.069     0.060     0.001     0.001     0.000     0.000     0.000     0.000    -0.005     0.011     0.000     0.000
     7    54.941GHz     1         8945         8942   224.535   224.540    -0.059     0.342     0.009     0.148     0.252     0.345    -0.067     0.305     0.270     0.237    -0.224     0.000     0.000     0.000    -0.119     0.189     0.004     0.004     0.003     0.005     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8945         8944   217.185   217.186    -0.045     0.272     0.007     0.145     0.275     0.279    -0.052     0.220    -0.089     0.099     0.185     0.000     0.000     0.000    -0.123     0.186    -0.021     0.024    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.008     0.000     0.000
     9    57.290GHz     1         8945         8945   211.713   211.713    -0.145     0.265     0.014     0.187     0.340     0.305    -0.159     0.188    -0.060     0.164    -0.060     0.000     0.000     0.000    -0.063     0.114     0.010     0.015     0.010     0.017     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
    10    57.290GHz     1         8945         8945   214.821   214.821    -0.021     0.324     0.026     0.208     0.400     0.274    -0.048     0.254    -0.021     0.172    -0.011     0.000     0.000     0.000    -0.034     0.197     0.014     0.015     0.003     0.005     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8943         8943   229.169   229.169     0.273     0.440     0.039     0.352     1.000     0.125     0.233     0.224    -0.022     0.166     0.283     0.000     0.000     0.000    -0.030     0.144    -0.002     0.004     0.003     0.005     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    13    57.290GHz     1         8939         8939   239.724   239.724     0.414     0.563     0.058     0.502     1.500     0.114     0.356     0.208    -0.025     0.174     0.405     0.000     0.000     0.000    -0.028     0.120     0.006     0.010    -0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8945         4426   239.776   234.627     3.485     4.113     0.053     2.198     5.159     0.226     3.432     3.609    -7.031     4.628    16.869     0.000     0.000     0.000     0.140     0.707    -0.241     0.285    -5.561     5.714     0.000     0.000     0.000     0.000    -0.744     2.674     0.000     0.000
