!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052706      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8953         4762   205.173   184.787     3.089     2.884     0.058     1.864     4.647     0.179     3.032     2.095    -5.200     3.258    11.888     0.000     0.000     0.000     0.023     0.090    -0.011     0.015    -3.117     3.305     0.000     0.000     0.000     0.000    -0.551     1.834     0.000     0.000
     2    31.400GHz    -1         8953         4933   196.522   173.837     2.542     3.467     0.234     1.312     4.831     0.082     2.308     3.190    -7.842     4.905    15.911     0.000     0.000     0.000     0.016     0.125    -0.009     0.013    -5.029     5.394     0.000     0.000     0.000     0.000    -0.738     2.492     0.000     0.000
     3    50.300GHz    -1         8953         4929   241.393   233.903     2.452     2.177    -0.008     1.070     3.506     0.106     2.461     1.811    -5.378     3.403    11.236     0.000     0.000     0.000     0.039     0.185    -0.012     0.015    -3.132     3.353     0.000     0.000     0.000     0.000    -0.292     0.987     0.000     0.000
     4    52.799GHz     1         8953         4933   256.409   255.936    -0.010     0.521     0.002     0.263     1.135     0.059    -0.012     0.428    -1.163     0.734     1.614     0.000     0.000     0.000     0.002     0.005     0.060     0.060    -0.539     0.578     0.000     0.000     0.000     0.000     0.014     0.048     0.000     0.000
     5    53.595GHz     1         8953         4933   249.325   249.739     0.049     0.298    -0.004     0.169     0.447     0.161     0.053     0.243    -0.298     0.201     0.439     0.000     0.000     0.000    -0.069     0.119     0.005     0.005    -0.028     0.030     0.000     0.000     0.000     0.000     0.003     0.011     0.000     0.000
     6    54.400GHz    -1         8953         8535   232.289   232.574    -2.158     0.636     0.003     0.195     0.250     0.639    -2.161     0.612     0.139     0.242    -1.967     0.000     0.000     0.000    -0.374     0.602     0.048     0.045     0.000     0.001     0.000     0.000     0.000     0.000    -0.006     0.012     0.000     0.000
     7    54.941GHz     1         8953         8953   224.160   224.160    -0.058     0.329    -0.001     0.134     0.251     0.286    -0.058     0.301     0.271     0.237    -0.222     0.000     0.000     0.000    -0.110     0.179     0.001     0.001     0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.000     0.000     0.000
     8    55.499GHz     1         8953         8953   216.914   216.914    -0.047     0.249    -0.001     0.130     0.275     0.222    -0.046     0.214    -0.088     0.099     0.185     0.000     0.000     0.000    -0.116     0.175    -0.023     0.027    -0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     9    57.290GHz     1         8953         8953   211.375   211.375    -0.161     0.251     0.004     0.167     0.340     0.242    -0.165     0.186    -0.059     0.162    -0.057     0.000     0.000     0.000    -0.078     0.123     0.015     0.022     0.010     0.016     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
    10    57.290GHz     1         8953         8953   214.072   214.072    -0.053     0.324     0.004     0.192     0.400     0.229    -0.057     0.262    -0.019     0.168    -0.005     0.000     0.000     0.000    -0.059     0.219     0.021     0.024     0.003     0.005     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8951         8951   227.224   227.224     0.210     0.413     0.002     0.328     1.000     0.107     0.208     0.242    -0.019     0.170     0.288     0.000     0.000     0.000    -0.062     0.157    -0.003     0.006     0.003     0.004     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
    13    57.290GHz     1         8950         8950   237.133   237.133     0.339     0.520    -0.005     0.472     1.500     0.099     0.344     0.220    -0.020     0.177     0.412     0.000     0.000     0.000    -0.051     0.122     0.004     0.007    -0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8953         4436   240.833   234.749     3.384     3.993     0.065     2.172     5.194     0.217     3.318     3.382    -7.120     4.548    16.852     0.000     0.000     0.000     0.174     0.661    -0.220     0.250    -5.477     5.771     0.000     0.000     0.000     0.000    -0.891     2.845     0.000     0.000
