!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051306      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8842         4799   205.353   183.272     3.431     3.081     0.113     1.886     4.590     0.185     3.318     2.310    -5.048     3.284    11.858     0.000     0.000     0.000     0.026     0.111     0.010     0.014    -3.036     3.307     0.000     0.000     0.000     0.000    -0.493     1.778     0.000     0.000
     2    31.400GHz    -1         8842         4962   196.471   172.674     2.889     3.744     0.215     1.301     4.775     0.082     2.674     3.477    -7.603     4.945    15.870     0.000     0.000     0.000     0.019     0.147     0.001     0.001    -4.967     5.428     0.000     0.000     0.000     0.000    -0.647     2.355     0.000     0.000
     3    50.300GHz    -1         8842         4949   241.510   233.426     2.657     2.345    -0.004     1.097     3.471     0.111     2.660     2.045    -5.232     3.451    11.221     0.000     0.000     0.000     0.041     0.234    -0.024     0.031    -3.111     3.387     0.000     0.000     0.000     0.000    -0.236     0.871     0.000     0.000
     4    52.799GHz     1         8842         4962   256.617   255.848    -0.009     0.580    -0.046     0.292     1.117     0.077     0.038     0.484    -1.131     0.742     1.618     0.000     0.000     0.000     0.008     0.021     0.048     0.051    -0.529     0.578     0.000     0.000     0.000     0.000     0.023     0.083     0.000     0.000
     5    53.595GHz     1         8842         4962   249.605   249.874     0.048     0.322    -0.024     0.191     0.441     0.210     0.072     0.249    -0.285     0.198     0.444     0.000     0.000     0.000    -0.067     0.117    -0.001     0.001    -0.023     0.025     0.000     0.000     0.000     0.000     0.005     0.019     0.000     0.000
     6    54.400GHz    -1         8842         8467   232.747   232.966    -2.118     0.698    -0.002     0.205     0.249     0.719    -2.116     0.648     0.143     0.243    -1.935     0.000     0.000     0.000    -0.365     0.643     0.042     0.038     0.009     0.013     0.000     0.000     0.000     0.000    -0.011     0.019     0.000     0.000
     7    54.941GHz     1         8842         8840   224.662   224.661    -0.070     0.354    -0.002     0.146     0.251     0.338    -0.069     0.314     0.272     0.238    -0.230     0.000     0.000     0.000    -0.115     0.199     0.002     0.002     0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8842         8842   217.472   217.472    -0.044     0.288     0.003     0.145     0.275     0.279    -0.047     0.233    -0.088     0.099     0.185     0.000     0.000     0.000    -0.122     0.200    -0.019     0.022    -0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     9    57.290GHz     1         8842         8841   211.960   211.960    -0.142     0.259     0.027     0.184     0.340     0.299    -0.169     0.187    -0.056     0.162    -0.065     0.000     0.000     0.000    -0.071     0.109     0.008     0.012     0.010     0.019     0.000     0.000     0.000     0.000     0.005     0.013     0.000     0.000
    10    57.290GHz     1         8833         8833   214.824   214.824    -0.013     0.330     0.044     0.200     0.400     0.263    -0.057     0.264    -0.021     0.174    -0.015     0.000     0.000     0.000    -0.047     0.212     0.021     0.023     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8841         8841   228.491   228.491     0.237     0.413     0.040     0.343     1.000     0.120     0.198     0.222    -0.024     0.167     0.273     0.000     0.000     0.000    -0.056     0.152     0.004     0.007     0.000     0.001     0.000     0.000     0.000     0.000     0.001     0.001     0.000     0.000
    13    57.290GHz     1         8837         8837   238.656   238.656     0.390     0.532     0.073     0.485     1.500     0.107     0.317     0.214    -0.029     0.171     0.397     0.000     0.000     0.000    -0.043     0.121    -0.001     0.003    -0.007     0.012     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8842         4485   240.327   233.429     3.646     4.187     0.069     2.182     5.166     0.216     3.577     3.657    -6.952     4.636    16.850     0.000     0.000     0.000     0.169     0.641    -0.290     0.327    -5.429     5.843     0.000     0.000     0.000     0.000    -0.770     2.660     0.000     0.000
