!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051700      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8824         3975   214.933   189.861     2.997     2.868     0.006     1.806     4.714     0.166     2.991     2.207    -5.196     3.238    11.863     0.000     0.000     0.000     0.013     0.121     0.006     0.007    -2.974     3.321     0.000     0.000     0.000     0.000    -0.721     2.036     0.000     0.000
     2    31.400GHz    -1         8824         4099   206.030   177.913     2.417     3.539     0.209     1.350     4.906     0.082     2.208     3.281    -7.835     4.897    15.874     0.000     0.000     0.000     0.000     0.170     0.005     0.007    -4.849     5.434     0.000     0.000     0.000     0.000    -0.988     2.801     0.000     0.000
     3    50.300GHz    -1         8824         4088   243.853   235.938     2.491     2.243     0.006     1.094     3.560     0.107     2.484     1.900    -5.397     3.416    11.224     0.000     0.000     0.000     0.068     0.246    -0.021     0.026    -3.018     3.377     0.000     0.000     0.000     0.000    -0.372     1.067     0.000     0.000
     4    52.799GHz     1         8824         4100   255.963   256.761     0.030     0.597    -0.002     0.277     1.175     0.064     0.032     0.494    -1.166     0.736     1.618     0.000     0.000     0.000     0.008     0.018     0.058     0.060    -0.516     0.578     0.000     0.000     0.000     0.000     0.029     0.083     0.000     0.000
     5    53.595GHz     1         8824         4100   248.756   250.208     0.046     0.311    -0.004     0.176     0.466     0.166     0.050     0.246    -0.296     0.198     0.443     0.000     0.000     0.000    -0.079     0.115     0.001     0.001    -0.024     0.027     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
     6    54.400GHz    -1         8824         8250   232.141   232.534    -2.122     0.692    -0.013     0.203     0.269     0.646    -2.109     0.649     0.143     0.242    -1.945     0.000     0.000     0.000    -0.346     0.652     0.049     0.044     0.005     0.009     0.000     0.000     0.000     0.000    -0.016     0.029     0.000     0.000
     7    54.941GHz     1         8824         8823   224.114   224.114    -0.067     0.336    -0.001     0.136     0.255     0.285    -0.066     0.309     0.272     0.236    -0.230     0.000     0.000     0.000    -0.108     0.193    -0.001     0.001     0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
     8    55.499GHz     1         8824         8824   216.871   216.871    -0.059     0.268    -0.000     0.131     0.275     0.226    -0.059     0.234    -0.090     0.100     0.185     0.000     0.000     0.000    -0.121     0.192    -0.029     0.033    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.013     0.000     0.000
     9    57.290GHz     1         8824         8824   211.195   211.195    -0.177     0.252     0.000     0.168     0.340     0.243    -0.177     0.187    -0.060     0.163    -0.070     0.000     0.000     0.000    -0.076     0.121     0.015     0.024     0.008     0.016     0.000     0.000     0.000     0.000     0.006     0.014     0.000     0.000
    10    57.290GHz     1         8824         8824   214.023   214.023    -0.067     0.324     0.002     0.190     0.400     0.225    -0.069     0.263    -0.022     0.172    -0.020     0.000     0.000     0.000    -0.047     0.210     0.016     0.018     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8821         8821   227.835   227.835     0.219     0.395     0.001     0.331     1.000     0.109     0.218     0.219    -0.026     0.166     0.277     0.000     0.000     0.000    -0.040     0.144     0.004     0.006     0.002     0.005     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8818         8818   238.375   238.375     0.354     0.510    -0.006     0.466     1.500     0.096     0.360     0.204    -0.026     0.177     0.402     0.000     0.000     0.000    -0.017     0.105     0.004     0.005    -0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8824         3722   242.761   237.561     3.161     4.047     0.119     2.139     5.255     0.210     3.042     3.454    -7.085     4.562    16.882     0.000     0.000     0.000     0.080     0.683    -0.314     0.318    -5.354     5.847     0.000     0.000     0.000     0.000    -1.167     3.148     0.000     0.000
