!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051812      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8901         4245   214.021   189.760     3.095     2.977     0.029     1.860     4.674     0.176     3.066     2.282    -5.228     3.252    11.847     0.000     0.000     0.000     0.011     0.110    -0.002     0.003    -2.876     3.271     0.000     0.000     0.000     0.000    -0.686     1.994     0.000     0.000
     2    31.400GHz    -1         8901         4402   205.120   177.583     2.650     3.739     0.210     1.314     4.848     0.080     2.440     3.465    -7.815     4.877    15.876     0.000     0.000     0.000     0.001     0.166     0.000     0.000    -4.691     5.370     0.000     0.000     0.000     0.000    -0.931     2.725     0.000     0.000
     3    50.300GHz    -1         8901         4390   244.305   235.957     2.634     2.349     0.043     1.111     3.519     0.110     2.592     2.002    -5.383     3.398    11.227     0.000     0.000     0.000     0.055     0.238    -0.029     0.035    -2.920     3.333     0.000     0.000     0.000     0.000    -0.359     1.062     0.000     0.000
     4    52.799GHz     1         8901         4402   256.530   256.664     0.042     0.585    -0.001     0.276     1.157     0.063     0.043     0.490    -1.163     0.733     1.618     0.000     0.000     0.000     0.006     0.015     0.058     0.057    -0.498     0.569     0.000     0.000     0.000     0.000     0.021     0.063     0.000     0.000
     5    53.595GHz     1         8901         4402   249.208   250.163     0.052     0.308    -0.003     0.171     0.457     0.157     0.056     0.250    -0.296     0.197     0.445     0.000     0.000     0.000    -0.072     0.122    -0.000     0.000    -0.023     0.026     0.000     0.000     0.000     0.000     0.002     0.007     0.000     0.000
     6    54.400GHz    -1         8901         8421   232.533   232.780    -2.121     0.668    -0.043     0.188     0.261     0.594    -2.078     0.656     0.141     0.238    -1.938     0.000     0.000     0.000    -0.337     0.671     0.060     0.052     0.005     0.009     0.000     0.000     0.000     0.000    -0.008     0.014     0.000     0.000
     7    54.941GHz     1         8901         8895   224.603   224.603    -0.053     0.334     0.000     0.136     0.255     0.289    -0.054     0.304     0.271     0.236    -0.225     0.000     0.000     0.000    -0.103     0.193     0.003     0.003     0.002     0.004     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     8    55.499GHz     1         8901         8900   217.482   217.482    -0.047     0.261     0.002     0.131     0.275     0.226    -0.049     0.228    -0.090     0.099     0.186     0.000     0.000     0.000    -0.117     0.189    -0.024     0.029    -0.001     0.003     0.000     0.000     0.000     0.000    -0.002     0.012     0.000     0.000
     9    57.290GHz     1         8901         8901   211.834   211.834    -0.177     0.250     0.003     0.170     0.340     0.250    -0.180     0.187    -0.060     0.164    -0.066     0.000     0.000     0.000    -0.083     0.117     0.014     0.021     0.008     0.016     0.000     0.000     0.000     0.000     0.006     0.015     0.000     0.000
    10    57.290GHz     1         8901         8901   214.447   214.447    -0.077     0.330     0.001     0.190     0.400     0.226    -0.078     0.268    -0.023     0.173    -0.017     0.000     0.000     0.000    -0.059     0.216     0.016     0.018     0.002     0.004     0.000     0.000     0.000     0.000     0.003     0.007     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8900         8900   227.462   227.462     0.181     0.402    -0.012     0.323     1.000     0.105     0.193     0.236    -0.024     0.170     0.279     0.000     0.000     0.000    -0.067     0.164     0.003     0.005     0.003     0.005     0.000     0.000     0.000     0.000     0.001     0.001     0.000     0.000
    13    57.290GHz     1         8895         8895   237.450   237.450     0.319     0.504    -0.015     0.464     1.500     0.096     0.334     0.210    -0.027     0.168     0.400     0.000     0.000     0.000    -0.043     0.122     0.005     0.009    -0.000     0.001     0.000     0.000     0.000     0.000    -0.001     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8901         3961   244.275   238.620     3.450     4.292     0.176     2.108     5.175     0.204     3.274     3.638    -7.143     4.511    16.892     0.000     0.000     0.000     0.078     0.737    -0.310     0.330    -5.118     5.734     0.000     0.000     0.000     0.000    -1.126     3.122     0.000     0.000
