!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050206      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8969         4837   204.251   184.972     3.089     3.067    -0.017     1.870     4.657     0.181     3.106     2.213    -5.148     3.248    11.796     0.000     0.000     0.000     0.005     0.019     0.016     0.021    -3.029     3.267     0.000     0.000     0.000     0.000    -0.534     1.758     0.000     0.000
     2    31.400GHz    -1         8969         5005   195.200   174.306     2.576     3.780     0.141     1.321     4.853     0.083     2.435     3.437    -7.728     4.882    15.805     0.000     0.000     0.000     0.014     0.094     0.014     0.019    -4.942     5.389     0.000     0.000     0.000     0.000    -0.728     2.406     0.000     0.000
     3    50.300GHz    -1         8969         4998   240.824   234.268     2.489     2.361    -0.003     1.111     3.531     0.111     2.491     1.980    -5.321     3.405    11.199     0.000     0.000     0.000     0.037     0.254    -0.043     0.056    -3.098     3.369     0.000     0.000     0.000     0.000    -0.283     0.937     0.000     0.000
     4    52.799GHz     1         8969         5005   256.465   256.433    -0.000     0.563     0.005     0.287     1.147     0.071    -0.005     0.458    -1.161     0.741     1.608     0.000     0.000     0.000     0.011     0.029     0.048     0.048    -0.530     0.578     0.000     0.000     0.000     0.000     0.019     0.065     0.000     0.000
     5    53.595GHz     1         8969         5005   249.664   250.360     0.087     0.307     0.011     0.172     0.451     0.168     0.076     0.240    -0.289     0.194     0.442     0.000     0.000     0.000    -0.066     0.117     0.005     0.004    -0.020     0.021     0.000     0.000     0.000     0.000     0.005     0.016     0.000     0.000
     6    54.400GHz    -1         8969         8430   233.042   233.358    -2.016     0.672     0.014     0.183     0.249     0.557    -2.030     0.627     0.158     0.249    -1.892     0.000     0.000     0.000    -0.348     0.607     0.020     0.017     0.030     0.044     0.000     0.000     0.000     0.000     0.002     0.004     0.000     0.000
     7    54.941GHz     1         8969         8967   224.917   224.916    -0.068     0.342     0.001     0.129     0.251     0.264    -0.069     0.317     0.274     0.239    -0.232     0.000     0.000     0.000    -0.108     0.197    -0.004     0.004     0.001     0.001     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8969         8969   217.751   217.751    -0.059     0.278    -0.001     0.133     0.275     0.232    -0.058     0.242    -0.092     0.100     0.177     0.000     0.000     0.000    -0.123     0.212    -0.017     0.019    -0.003     0.004     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
     9    57.290GHz     1         8969         8969   212.344   212.344    -0.166     0.243    -0.003     0.169     0.340     0.248    -0.163     0.183    -0.055     0.166    -0.073     0.000     0.000     0.000    -0.049     0.088     0.003     0.004     0.009     0.015     0.000     0.000     0.000     0.000     0.003     0.010     0.000     0.000
    10    57.290GHz     1         8969         8969   215.541   215.541    -0.059     0.310    -0.001     0.190     0.400     0.225    -0.058     0.243    -0.024     0.175    -0.024     0.000     0.000     0.000    -0.025     0.180     0.014     0.016     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8969         8969   229.459   229.459     0.189     0.398     0.011     0.322     1.000     0.104     0.178     0.225    -0.030     0.173     0.274     0.000     0.000     0.000    -0.070     0.151     0.006     0.007    -0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    13    57.290GHz     1         8967         8967   239.248   239.248     0.331     0.493     0.028     0.447     1.500     0.089     0.304     0.201    -0.031     0.175     0.400     0.000     0.000     0.000    -0.064     0.100     0.004     0.005    -0.005     0.008     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8969         4480   239.589   234.465     3.337     4.229     0.016     2.150     5.232     0.211     3.321     3.659    -7.121     4.549    16.828     0.000     0.000     0.000     0.183     0.656    -0.280     0.314    -5.377     5.829     0.000     0.000     0.000     0.000    -0.913     2.845     0.000     0.000
