!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052918      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8959         4604   204.723   186.118     3.054     2.872    -0.019     1.876     4.607     0.183     3.073     2.107    -5.255     3.249    11.907     0.000     0.000     0.000     0.010     0.081     0.007     0.010    -3.151     3.264     0.000     0.000     0.000     0.000    -0.445     1.622     0.000     0.000
     2    31.400GHz    -1         8959         4784   194.735   173.664     2.478     3.480     0.149     1.298     4.803     0.079     2.329     3.177    -7.876     4.863    15.934     0.000     0.000     0.000     0.002     0.126     0.004     0.006    -5.132     5.304     0.000     0.000     0.000     0.000    -0.602     2.222     0.000     0.000
     3    50.300GHz    -1         8959         4773   240.916   234.711     2.510     2.279     0.054     1.087     3.487     0.110     2.455     1.866    -5.404     3.383    11.242     0.000     0.000     0.000     0.058     0.185    -0.010     0.013    -3.191     3.291     0.000     0.000     0.000     0.000    -0.240     0.893     0.000     0.000
     4    52.799GHz     1         8959         4784   256.648   257.078    -0.007     0.549     0.007     0.277     1.125     0.067    -0.014     0.441    -1.169     0.731     1.620     0.000     0.000     0.000     0.004     0.007     0.062     0.061    -0.546     0.564     0.000     0.000     0.000     0.000     0.016     0.059     0.000     0.000
     5    53.595GHz     1         8959         4784   249.712   250.700     0.046     0.303    -0.000     0.176     0.443     0.173     0.046     0.241    -0.299     0.200     0.444     0.000     0.000     0.000    -0.081     0.114     0.006     0.005    -0.027     0.028     0.000     0.000     0.000     0.000     0.004     0.014     0.000     0.000
     6    54.400GHz    -1         8959         8514   232.701   233.132    -2.161     0.657     0.016     0.199     0.256     0.665    -2.178     0.610     0.137     0.239    -1.967     0.000     0.000     0.000    -0.400     0.618     0.063     0.055     0.001     0.001     0.000     0.000     0.000     0.000    -0.010     0.022     0.000     0.000
     7    54.941GHz     1         8959         8958   224.483   224.482    -0.074     0.334    -0.002     0.136     0.252     0.291    -0.072     0.306     0.272     0.238    -0.217     0.000     0.000     0.000    -0.116     0.178    -0.012     0.012     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8959         8959   217.136   217.136    -0.055     0.252    -0.000     0.129     0.275     0.220    -0.055     0.217    -0.088     0.098     0.186     0.000     0.000     0.000    -0.123     0.178    -0.025     0.029    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.008     0.000     0.000
     9    57.290GHz     1         8959         8959   211.609   211.609    -0.157     0.252     0.001     0.165     0.340     0.237    -0.157     0.188    -0.060     0.163    -0.057     0.000     0.000     0.000    -0.068     0.125     0.013     0.022     0.010     0.017     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
    10    57.290GHz     1         8959         8959   214.651   214.651    -0.047     0.320    -0.002     0.193     0.400     0.234    -0.045     0.258    -0.022     0.173    -0.007     0.000     0.000     0.000    -0.037     0.206     0.017     0.020     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8959         8959   228.729   228.729     0.245     0.390     0.005     0.329     1.000     0.109     0.240     0.214    -0.019     0.171     0.292     0.000     0.000     0.000    -0.039     0.127     0.000     0.000     0.004     0.006     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    13    57.290GHz     1         8954         8954   239.111   239.111     0.388     0.510     0.014     0.464     1.500     0.096     0.375     0.207    -0.020     0.180     0.415     0.000     0.000     0.000    -0.025     0.108     0.005     0.011    -0.002     0.003     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8959         4302   240.907   236.476     3.300     3.960     0.050     2.178     5.157     0.216     3.250     3.357    -7.189     4.542    16.867     0.000     0.000     0.000     0.104     0.709    -0.210     0.250    -5.575     5.681     0.000     0.000     0.000     0.000    -0.748     2.608     0.000     0.000
