!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050118      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8953         4882   202.032   183.465     3.348     3.129     0.092     1.878     4.592     0.184     3.255     2.264    -5.121     3.263    11.797     0.000     0.000     0.000     0.004     0.016     0.016     0.020    -3.003     3.268     0.000     0.000     0.000     0.000    -0.437     1.622     0.000     0.000
     2    31.400GHz    -1         8952         5097   192.474   172.669     2.835     3.854     0.193     1.326     4.767     0.085     2.642     3.514    -7.699     4.918    15.804     0.000     0.000     0.000     0.012     0.094     0.014     0.019    -4.906     5.403     0.000     0.000     0.000     0.000    -0.583     2.198     0.000     0.000
     3    50.300GHz    -1         8953         5084   239.280   233.879     2.647     2.436     0.056     1.097     3.471     0.110     2.591     2.053    -5.298     3.431    11.201     0.000     0.000     0.000     0.044     0.252    -0.044     0.054    -3.074     3.380     0.000     0.000     0.000     0.000    -0.238     0.907     0.000     0.000
     4    52.799GHz     1         8953         5097   255.830   256.505    -0.005     0.578    -0.004     0.296     1.120     0.076    -0.001     0.463    -1.157     0.748     1.607     0.000     0.000     0.000     0.011     0.030     0.049     0.049    -0.528     0.581     0.000     0.000     0.000     0.000     0.016     0.062     0.000     0.000
     5    53.595GHz     1         8953         5097   249.400   250.491     0.079     0.312     0.009     0.192     0.442     0.205     0.070     0.242    -0.288     0.196     0.437     0.000     0.000     0.000    -0.067     0.117     0.004     0.004    -0.021     0.023     0.000     0.000     0.000     0.000     0.004     0.017     0.000     0.000
     6    54.400GHz    -1         8953         8550   232.994   233.252    -2.002     0.667     0.004     0.184     0.256     0.550    -2.007     0.648     0.158     0.250    -1.888     0.000     0.000     0.000    -0.340     0.631     0.025     0.021     0.031     0.046     0.000     0.000     0.000     0.000     0.008     0.017     0.000     0.000
     7    54.941GHz     1         8953         8949   224.872   224.872    -0.062     0.349     0.010     0.145     0.252     0.331    -0.072     0.313     0.274     0.239    -0.232     0.000     0.000     0.000    -0.110     0.192    -0.004     0.004     0.001     0.002     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     8    55.499GHz     1         8953         8953   217.605   217.605    -0.066     0.284     0.005     0.145     0.275     0.278    -0.072     0.238    -0.093     0.101     0.176     0.000     0.000     0.000    -0.133     0.205    -0.017     0.020    -0.003     0.005     0.000     0.000     0.000     0.000    -0.002     0.008     0.000     0.000
     9    57.290GHz     1         8953         8952   211.899   211.899    -0.141     0.262     0.030     0.190     0.340     0.318    -0.171     0.181    -0.055     0.168    -0.072     0.000     0.000     0.000    -0.059     0.088     0.003     0.004     0.008     0.016     0.000     0.000     0.000     0.000     0.003     0.010     0.000     0.000
    10    57.290GHz     1         8953         8953   214.929   214.929    -0.028     0.330     0.032     0.202     0.400     0.261    -0.059     0.241    -0.024     0.175    -0.024     0.000     0.000     0.000    -0.029     0.184     0.018     0.020    -0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8947         8947   229.288   229.288     0.238     0.434     0.037     0.342     1.000     0.119     0.202     0.229    -0.031     0.173     0.273     0.000     0.000     0.000    -0.044     0.148     0.006     0.008    -0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    13    57.290GHz     1         8948         8948   239.499   239.499     0.358     0.528     0.043     0.473     1.500     0.100     0.316     0.198    -0.032     0.174     0.396     0.000     0.000     0.000    -0.044     0.092     0.003     0.004    -0.006     0.012     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8953         4511   238.044   234.410     3.662     4.400     0.141     2.191     5.168     0.223     3.521     3.787    -7.092     4.593    16.842     0.000     0.000     0.000     0.166     0.684    -0.288     0.315    -5.363     5.877     0.000     0.000     0.000     0.000    -0.744     2.630     0.000     0.000
