!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050118      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8953         4926   202.032   184.067     3.171     3.032     0.005     1.833     4.594     0.174     3.166     2.240    -5.163     3.260    11.797     0.000     0.000     0.000     0.004     0.016     0.016     0.020    -3.039     3.275     0.000     0.000     0.000     0.000    -0.449     1.636     0.000     0.000
     2    31.400GHz    -1         8952         5116   192.474   172.971     2.664     3.765     0.158     1.312     4.781     0.082     2.506     3.454    -7.740     4.904    15.804     0.000     0.000     0.000     0.011     0.095     0.015     0.019    -4.979     5.406     0.000     0.000     0.000     0.000    -0.606     2.224     0.000     0.000
     3    50.300GHz    -1         8953         5108   239.280   234.060     2.569     2.404     0.060     1.097     3.478     0.110     2.509     2.024    -5.327     3.422    11.201     0.000     0.000     0.000     0.045     0.255    -0.045     0.057    -3.117     3.381     0.000     0.000     0.000     0.000    -0.248     0.919     0.000     0.000
     4    52.799GHz     1         8953         5116   255.830   256.615    -0.005     0.569     0.005     0.280     1.122     0.067    -0.009     0.462    -1.163     0.745     1.608     0.000     0.000     0.000     0.012     0.032     0.051     0.052    -0.536     0.581     0.000     0.000     0.000     0.000     0.018     0.068     0.000     0.000
     5    53.595GHz     1         8953         5116   249.400   250.570     0.080     0.303     0.008     0.174     0.442     0.168     0.072     0.240    -0.290     0.196     0.439     0.000     0.000     0.000    -0.067     0.115     0.006     0.005    -0.021     0.022     0.000     0.000     0.000     0.000     0.005     0.020     0.000     0.000
     6    54.400GHz    -1         8953         8512   232.994   233.312    -2.008     0.665     0.002     0.178     0.256     0.513    -2.010     0.647     0.158     0.250    -1.888     0.000     0.000     0.000    -0.343     0.630     0.025     0.021     0.031     0.046     0.000     0.000     0.000     0.000     0.008     0.017     0.000     0.000
     7    54.941GHz     1         8953         8949   224.872   224.872    -0.070     0.343    -0.001     0.135     0.252     0.283    -0.069     0.313     0.274     0.239    -0.232     0.000     0.000     0.000    -0.112     0.195     0.001     0.001     0.001     0.001     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8953         8953   217.605   217.605    -0.079     0.274    -0.002     0.132     0.275     0.230    -0.077     0.241    -0.093     0.101     0.175     0.000     0.000     0.000    -0.131     0.202    -0.024     0.028    -0.003     0.005     0.000     0.000     0.000     0.000    -0.002     0.008     0.000     0.000
     9    57.290GHz     1         8953         8953   211.899   211.899    -0.168     0.247     0.002     0.171     0.340     0.253    -0.170     0.181    -0.055     0.167    -0.071     0.000     0.000     0.000    -0.059     0.089     0.003     0.005     0.009     0.016     0.000     0.000     0.000     0.000     0.003     0.010     0.000     0.000
    10    57.290GHz     1         8953         8953   214.929   214.929    -0.064     0.310    -0.001     0.188     0.400     0.221    -0.063     0.244    -0.024     0.175    -0.024     0.000     0.000     0.000    -0.029     0.185     0.013     0.015    -0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8947         8947   229.288   229.288     0.198     0.397    -0.003     0.321     1.000     0.103     0.201     0.231    -0.031     0.172     0.273     0.000     0.000     0.000    -0.044     0.151     0.007     0.010    -0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    13    57.290GHz     1         8948         8948   239.499   239.499     0.312     0.495    -0.002     0.449     1.500     0.089     0.314     0.200    -0.034     0.174     0.396     0.000     0.000     0.000    -0.044     0.097     0.003     0.004    -0.006     0.012     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8953         4542   238.044   234.634     3.450     4.328     0.081     2.175     5.188     0.216     3.369     3.733    -7.091     4.573    16.842     0.000     0.000     0.000     0.160     0.687    -0.289     0.314    -5.482     5.878     0.000     0.000     0.000     0.000    -0.771     2.659     0.000     0.000
