!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052318      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8950         4772   200.999   183.318     3.174     2.906    -0.018     1.819     4.602     0.170     3.192     2.151    -5.128     3.290    11.896     0.000     0.000     0.000     0.030     0.122    -0.012     0.017    -3.153     3.292     0.000     0.000     0.000     0.000    -0.441     1.643     0.000     0.000
     2    31.400GHz    -1         8950         4983   191.878   172.623     2.669     3.534     0.178     1.289     4.796     0.078     2.490     3.203    -7.692     4.909    15.918     0.000     0.000     0.000     0.014     0.146    -0.011     0.017    -5.133     5.371     0.000     0.000     0.000     0.000    -0.605     2.284     0.000     0.000
     3    50.300GHz    -1         8950         4975   239.139   233.669     2.519     2.261     0.013     1.123     3.485     0.115     2.507     1.887    -5.309     3.441    11.234     0.000     0.000     0.000     0.047     0.196    -0.019     0.026    -3.195     3.340     0.000     0.000     0.000     0.000    -0.251     0.955     0.000     0.000
     4    52.799GHz     1         8950         4983   255.451   256.115    -0.019     0.534    -0.004     0.273     1.125     0.065    -0.015     0.433    -1.152     0.745     1.616     0.000     0.000     0.000     0.003     0.006     0.055     0.059    -0.546     0.571     0.000     0.000     0.000     0.000     0.009     0.034     0.000     0.000
     5    53.595GHz     1         8950         4983   248.869   249.982     0.052     0.298    -0.004     0.172     0.445     0.166     0.056     0.241    -0.295     0.203     0.441     0.000     0.000     0.000    -0.072     0.116     0.007     0.006    -0.027     0.028     0.000     0.000     0.000     0.000     0.002     0.008     0.000     0.000
     6    54.400GHz    -1         8950         8454   232.162   232.670    -2.137     0.644     0.003     0.196     0.255     0.639    -2.139     0.624     0.137     0.239    -1.962     0.000     0.000     0.000    -0.377     0.630     0.067     0.062     0.002     0.003     0.000     0.000     0.000     0.000    -0.006     0.012     0.000     0.000
     7    54.941GHz     1         8950         8949   224.076   224.076    -0.062     0.338     0.002     0.135     0.252     0.287    -0.063     0.309     0.272     0.235    -0.223     0.000     0.000     0.000    -0.113     0.191    -0.001     0.001     0.002     0.004     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
     8    55.499GHz     1         8950         8950   216.833   216.833    -0.051     0.260    -0.001     0.130     0.275     0.223    -0.051     0.226    -0.090     0.098     0.187     0.000     0.000     0.000    -0.118     0.186    -0.026     0.030    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8950         8950   211.361   211.361    -0.172     0.250    -0.001     0.166     0.340     0.237    -0.171     0.188    -0.060     0.164    -0.065     0.000     0.000     0.000    -0.070     0.120     0.012     0.017     0.010     0.017     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8950         8950   214.200   214.200    -0.064     0.329     0.000     0.194     0.400     0.235    -0.065     0.263    -0.021     0.175    -0.016     0.000     0.000     0.000    -0.054     0.217     0.023     0.025     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8948         8948   227.186   227.186     0.197     0.397     0.006     0.326     1.000     0.106     0.191     0.233    -0.025     0.166     0.276     0.000     0.000     0.000    -0.068     0.171     0.005     0.010     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    13    57.290GHz     1         8947         8947   237.147   237.147     0.342     0.501     0.007     0.458     1.500     0.093     0.335     0.209    -0.027     0.174     0.395     0.000     0.000     0.000    -0.045     0.126     0.015     0.026    -0.004     0.007     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8950         4455   238.421   234.332     3.432     4.011     0.032     2.225     5.175     0.228     3.400     3.471    -7.031     4.612    16.873     0.000     0.000     0.000     0.157     0.667    -0.232     0.282    -5.611     5.761     0.000     0.000     0.000     0.000    -0.756     2.693     0.000     0.000
