!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051718      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8855         4709   203.575   184.340     3.320     3.098     0.097     1.917     4.607     0.190     3.223     2.225    -5.135     3.301    11.846     0.000     0.000     0.000     0.020     0.111    -0.000     0.000    -3.103     3.325     0.000     0.000     0.000     0.000    -0.405     1.562     0.000     0.000
     2    31.400GHz    -1         8855         4934   193.640   172.682     2.784     3.758     0.248     1.320     4.807     0.085     2.536     3.390    -7.726     4.982    15.872     0.000     0.000     0.000     0.008     0.157     0.001     0.002    -5.067     5.446     0.000     0.000     0.000     0.000    -0.551     2.154     0.000     0.000
     3    50.300GHz    -1         8855         4924   240.022   234.034     2.667     2.317     0.081     1.059     3.488     0.103     2.587     1.977    -5.310     3.462    11.225     0.000     0.000     0.000     0.054     0.226    -0.023     0.031    -3.147     3.381     0.000     0.000     0.000     0.000    -0.211     0.831     0.000     0.000
     4    52.799GHz     1         8855         4934   256.056   256.546     0.008     0.567    -0.002     0.288     1.124     0.072     0.010     0.453    -1.145     0.743     1.618     0.000     0.000     0.000     0.007     0.016     0.054     0.057    -0.538     0.579     0.000     0.000     0.000     0.000     0.015     0.060     0.000     0.000
     5    53.595GHz     1         8855         4934   249.381   250.422     0.064     0.308    -0.004     0.189     0.444     0.199     0.069     0.242    -0.289     0.198     0.444     0.000     0.000     0.000    -0.070     0.117     0.005     0.004    -0.025     0.027     0.000     0.000     0.000     0.000     0.003     0.013     0.000     0.000
     6    54.400GHz    -1         8855         8407   232.754   233.219    -2.094     0.713     0.025     0.202     0.254     0.684    -2.119     0.667     0.143     0.241    -1.948     0.000     0.000     0.000    -0.365     0.671     0.055     0.048     0.006     0.009     0.000     0.000     0.000     0.000    -0.010     0.021     0.000     0.000
     7    54.941GHz     1         8855         8852   224.726   224.726    -0.048     0.350     0.014     0.145     0.252     0.334    -0.062     0.315     0.273     0.236    -0.229     0.000     0.000     0.000    -0.110     0.205     0.003     0.003     0.002     0.004     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     8    55.499GHz     1         8855         8854   217.540   217.540    -0.036     0.283     0.017     0.145     0.275     0.281    -0.053     0.242    -0.090     0.100     0.187     0.000     0.000     0.000    -0.118     0.202    -0.029     0.032    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8855         8853   212.113   212.115    -0.144     0.265     0.014     0.193     0.340     0.324    -0.158     0.185    -0.060     0.166    -0.066     0.000     0.000     0.000    -0.060     0.112     0.014     0.025     0.010     0.018     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8855         8855   215.277   215.277    -0.018     0.334     0.030     0.207     0.400     0.273    -0.047     0.253    -0.023     0.174    -0.020     0.000     0.000     0.000    -0.029     0.197     0.021     0.024     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8855         8855   229.319   229.319     0.218     0.423     0.012     0.346     1.000     0.120     0.206     0.215    -0.024     0.168     0.279     0.000     0.000     0.000    -0.054     0.136     0.002     0.003     0.003     0.005     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    13    57.290GHz     1         8852         8852   239.462   239.462     0.309     0.554    -0.027     0.494     1.500     0.109     0.336     0.215    -0.026     0.174     0.402     0.000     0.000     0.000    -0.039     0.129     0.002     0.004    -0.003     0.004     0.000     0.000     0.000     0.000    -0.000     0.000     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8855         4437   239.468   235.539     3.705     4.218     0.149     2.133     5.160     0.216     3.556     3.660    -7.075     4.614    16.893     0.000     0.000     0.000     0.116     0.649    -0.262     0.315    -5.442     5.806     0.000     0.000     0.000     0.000    -0.674     2.490     0.000     0.000
