!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051718      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8855         4766   203.575   184.950     3.150     2.945     0.039     1.878     4.617     0.181     3.111     2.146    -5.162     3.301    11.846     0.000     0.000     0.000     0.018     0.111    -0.000     0.000    -3.175     3.338     0.000     0.000     0.000     0.000    -0.416     1.581     0.000     0.000
     2    31.400GHz    -1         8855         4960   193.640   172.973     2.569     3.600     0.215     1.313     4.839     0.082     2.354     3.268    -7.757     4.982    15.872     0.000     0.000     0.000     0.006     0.158     0.001     0.002    -5.196     5.469     0.000     0.000     0.000     0.000    -0.573     2.190     0.000     0.000
     3    50.300GHz    -1         8855         4948   240.022   234.252     2.551     2.250     0.071     1.057     3.505     0.102     2.479     1.897    -5.331     3.464    11.225     0.000     0.000     0.000     0.056     0.225    -0.023     0.031    -3.229     3.395     0.000     0.000     0.000     0.000    -0.219     0.844     0.000     0.000
     4    52.799GHz     1         8855         4960   256.056   256.743    -0.000     0.538     0.008     0.270     1.126     0.063    -0.008     0.436    -1.149     0.743     1.619     0.000     0.000     0.000     0.007     0.015     0.054     0.057    -0.551     0.580     0.000     0.000     0.000     0.000     0.013     0.049     0.000     0.000
     5    53.595GHz     1         8855         4960   249.381   250.573     0.067     0.298     0.001     0.172     0.444     0.166     0.066     0.241    -0.290     0.199     0.445     0.000     0.000     0.000    -0.071     0.117     0.005     0.005    -0.026     0.027     0.000     0.000     0.000     0.000     0.003     0.013     0.000     0.000
     6    54.400GHz    -1         8855         8387   232.754   233.227    -2.094     0.707     0.025     0.186     0.256     0.573    -2.119     0.668     0.143     0.240    -1.948     0.000     0.000     0.000    -0.365     0.673     0.055     0.048     0.006     0.009     0.000     0.000     0.000     0.000    -0.010     0.022     0.000     0.000
     7    54.941GHz     1         8855         8851   224.726   224.727    -0.055     0.341     0.003     0.134     0.252     0.282    -0.058     0.314     0.274     0.237    -0.227     0.000     0.000     0.000    -0.108     0.200     0.001     0.001     0.002     0.003     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
     8    55.499GHz     1         8855         8854   217.540   217.540    -0.050     0.271    -0.001     0.130     0.275     0.224    -0.049     0.238    -0.090     0.100     0.187     0.000     0.000     0.000    -0.117     0.200    -0.026     0.029    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.009     0.000     0.000
     9    57.290GHz     1         8855         8855   212.113   212.113    -0.167     0.251    -0.004     0.170     0.340     0.251    -0.163     0.187    -0.060     0.165    -0.068     0.000     0.000     0.000    -0.061     0.114     0.012     0.020     0.010     0.017     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8855         8855   215.277   215.277    -0.047     0.323     0.002     0.192     0.400     0.231    -0.049     0.256    -0.023     0.174    -0.019     0.000     0.000     0.000    -0.029     0.201     0.018     0.021     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8855         8855   229.319   229.319     0.204     0.387     0.000     0.324     1.000     0.105     0.204     0.215    -0.025     0.166     0.279     0.000     0.000     0.000    -0.055     0.138     0.002     0.003     0.003     0.006     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    13    57.290GHz     1         8852         8852   239.462   239.462     0.321     0.509    -0.009     0.462     1.500     0.095     0.330     0.216    -0.028     0.171     0.400     0.000     0.000     0.000    -0.041     0.134     0.002     0.003    -0.002     0.004     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8855         4474   239.468   235.926     3.478     4.108     0.121     2.129     5.192     0.211     3.357     3.547    -7.092     4.602    16.893     0.000     0.000     0.000     0.107     0.650    -0.262     0.315    -5.590     5.836     0.000     0.000     0.000     0.000    -0.699     2.534     0.000     0.000
