!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052418      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8772         4767   201.435   184.410     2.923     2.803    -0.087     1.832     4.656     0.174     3.010     2.148    -5.213     3.283    11.877     0.000     0.000     0.000     0.026     0.120    -0.020     0.029    -3.170     3.374     0.000     0.000     0.000     0.000    -0.490     1.719     0.000     0.000
     2    31.400GHz    -1         8772         4939   192.415   173.202     2.461     3.509     0.129     1.292     4.857     0.078     2.333     3.251    -7.796     4.874    15.913     0.000     0.000     0.000     0.012     0.143    -0.013     0.019    -5.110     5.498     0.000     0.000     0.000     0.000    -0.674     2.396     0.000     0.000
     3    50.300GHz    -1         8772         4932   239.336   234.077     2.492     2.271     0.052     1.066     3.522     0.102     2.439     1.913    -5.366     3.407    11.240     0.000     0.000     0.000     0.051     0.196    -0.016     0.021    -3.180     3.419     0.000     0.000     0.000     0.000    -0.290     1.037     0.000     0.000
     4    52.799GHz     1         8772         4939   255.574   256.444    -0.026     0.529    -0.004     0.265     1.136     0.061    -0.022     0.434    -1.164     0.737     1.616     0.000     0.000     0.000     0.003     0.007     0.060     0.063    -0.545     0.587     0.000     0.000     0.000     0.000     0.009     0.033     0.000     0.000
     5    53.595GHz     1         8772         4939   248.960   250.232     0.064     0.293     0.002     0.173     0.448     0.167     0.062     0.235    -0.297     0.200     0.445     0.000     0.000     0.000    -0.075     0.114     0.013     0.012    -0.027     0.029     0.000     0.000     0.000     0.000     0.002     0.007     0.000     0.000
     6    54.400GHz    -1         8772         8310   232.248   232.679    -2.119     0.652     0.022     0.187     0.256     0.583    -2.141     0.629     0.136     0.238    -1.964     0.000     0.000     0.000    -0.367     0.626     0.058     0.053     0.002     0.002     0.000     0.000     0.000     0.000    -0.006     0.012     0.000     0.000
     7    54.941GHz     1         8772         8770   224.167   224.167    -0.064     0.331     0.001     0.134     0.252     0.281    -0.065     0.305     0.269     0.235    -0.224     0.000     0.000     0.000    -0.109     0.185    -0.002     0.002     0.002     0.004     0.000     0.000     0.000     0.000    -0.002     0.005     0.000     0.000
     8    55.499GHz     1         8772         8772   216.958   216.958    -0.054     0.254    -0.005     0.129     0.275     0.219    -0.049     0.222    -0.090     0.099     0.184     0.000     0.000     0.000    -0.114     0.181    -0.025     0.030    -0.002     0.003     0.000     0.000     0.000     0.000    -0.002     0.008     0.000     0.000
     9    57.290GHz     1         8772         8772   211.575   211.575    -0.174     0.253    -0.000     0.170     0.340     0.250    -0.174     0.189    -0.062     0.165    -0.064     0.000     0.000     0.000    -0.070     0.119     0.009     0.014     0.009     0.016     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8772         8772   214.470   214.470    -0.057     0.316     0.002     0.189     0.400     0.224    -0.059     0.254    -0.022     0.173    -0.014     0.000     0.000     0.000    -0.047     0.204     0.021     0.022     0.003     0.004     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8771         8771   228.113   228.113     0.222     0.398     0.007     0.328     1.000     0.107     0.215     0.229    -0.025     0.163     0.280     0.000     0.000     0.000    -0.046     0.162     0.002     0.004     0.002     0.004     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    13    57.290GHz     1         8757         8757   238.390   238.390     0.347     0.517     0.000     0.472     1.500     0.099     0.347     0.209    -0.028     0.172     0.400     0.000     0.000     0.000    -0.034     0.124     0.010     0.020    -0.003     0.005     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8772         4514   238.399   234.734     3.418     4.059     0.092     2.120     5.222     0.205     3.327     3.498    -7.107     4.556    16.876     0.000     0.000     0.000     0.159     0.666    -0.221     0.273    -5.552     5.898     0.000     0.000     0.000     0.000    -0.828     2.807     0.000     0.000
