!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019052818      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8764         4610   201.739   183.188     3.229     2.982    -0.032     1.868     4.609     0.181     3.261     2.171    -5.095     3.297    11.903     0.000     0.000     0.000     0.020     0.079     0.002     0.003    -3.165     3.324     0.000     0.000     0.000     0.000    -0.404     1.551     0.000     0.000
     2    31.400GHz    -1         8764         4808   192.704   172.125     2.791     3.590     0.192     1.304     4.810     0.082     2.598     3.275    -7.648     4.935    15.926     0.000     0.000     0.000     0.012     0.121     0.000     0.000    -5.147     5.425     0.000     0.000     0.000     0.000    -0.546     2.122     0.000     0.000
     3    50.300GHz    -1         8764         4801   239.595   233.593     2.664     2.271     0.048     1.073     3.492     0.105     2.615     1.931    -5.240     3.426    11.239     0.000     0.000     0.000     0.049     0.182    -0.007     0.010    -3.205     3.375     0.000     0.000     0.000     0.000    -0.219     0.860     0.000     0.000
     4    52.799GHz     1         8764         4808   255.697   256.226     0.009     0.537    -0.001     0.272     1.126     0.064     0.010     0.434    -1.133     0.740     1.618     0.000     0.000     0.000     0.004     0.008     0.058     0.062    -0.550     0.580     0.000     0.000     0.000     0.000     0.013     0.051     0.000     0.000
     5    53.595GHz     1         8764         4808   248.977   250.094     0.057     0.303     0.003     0.174     0.445     0.166     0.054     0.239    -0.292     0.203     0.441     0.000     0.000     0.000    -0.076     0.113     0.006     0.005    -0.028     0.030     0.000     0.000     0.000     0.000     0.002     0.009     0.000     0.000
     6    54.400GHz    -1         8764         8274   232.159   232.621    -2.152     0.651     0.010     0.195     0.256     0.632    -2.161     0.602     0.138     0.239    -1.967     0.000     0.000     0.000    -0.380     0.606     0.058     0.053     0.000     0.001     0.000     0.000     0.000     0.000    -0.011     0.023     0.000     0.000
     7    54.941GHz     1         8764         8760   224.055   224.053    -0.061     0.332     0.001     0.133     0.252     0.277    -0.063     0.304     0.272     0.238    -0.219     0.000     0.000     0.000    -0.111     0.177    -0.005     0.006     0.002     0.004     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     8    55.499GHz     1         8764         8764   216.803   216.803    -0.048     0.247    -0.002     0.130     0.275     0.223    -0.047     0.212    -0.088     0.098     0.186     0.000     0.000     0.000    -0.116     0.172    -0.026     0.031    -0.001     0.002     0.000     0.000     0.000     0.000    -0.002     0.008     0.000     0.000
     9    57.290GHz     1         8764         8764   211.329   211.329    -0.167     0.256    -0.004     0.167     0.340     0.241    -0.163     0.192    -0.060     0.163    -0.057     0.000     0.000     0.000    -0.073     0.129     0.014     0.022     0.010     0.017     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8764         8764   214.154   214.154    -0.058     0.318    -0.004     0.188     0.400     0.222    -0.054     0.261    -0.021     0.172    -0.008     0.000     0.000     0.000    -0.052     0.218     0.024     0.028     0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8764         8764   227.689   227.689     0.217     0.387    -0.011     0.329     1.000     0.108     0.227     0.211    -0.021     0.172     0.288     0.000     0.000     0.000    -0.049     0.125     0.004     0.007     0.003     0.005     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    13    57.290GHz     1         8761         8761   237.906   237.906     0.374     0.513     0.012     0.468     1.500     0.098     0.363     0.210    -0.020     0.177     0.413     0.000     0.000     0.000    -0.034     0.111     0.005     0.009    -0.002     0.004     0.000     0.000     0.000     0.000     0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8764         4252   238.818   234.644     3.793     4.216     0.251     2.207     5.183     0.225     3.542     3.452    -6.997     4.583    16.858     0.000     0.000     0.000     0.160     0.632    -0.192     0.228    -5.590     5.817     0.000     0.000     0.000     0.000    -0.697     2.539     0.000     0.000
