!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051112      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8964         4222   214.830   189.708     3.436     3.264     0.340     1.850     4.708     0.179     3.096     2.502    -5.083     3.242    11.836     0.000     0.000     0.000     0.019     0.116    -0.004     0.005    -2.912     3.267     0.000     0.000     0.000     0.000    -0.761     2.181     0.000     0.000
     2    31.400GHz    -1         8964         4396   205.782   177.726     2.815     3.947     0.353     1.314     4.889     0.081     2.463     3.686    -7.606     4.882    15.862     0.000     0.000     0.000     0.010     0.149    -0.003     0.004    -4.774     5.348     0.000     0.000     0.000     0.000    -1.025     2.960     0.000     0.000
     3    50.300GHz    -1         8964         4387   244.546   235.691     2.665     2.460     0.071     1.132     3.559     0.116     2.595     2.132    -5.240     3.409    11.217     0.000     0.000     0.000     0.042     0.234    -0.034     0.042    -2.986     3.341     0.000     0.000     0.000     0.000    -0.404     1.174     0.000     0.000
     4    52.799GHz     1         8964         4396   256.824   256.620     0.047     0.634    -0.016     0.313     1.178     0.081     0.063     0.497    -1.132     0.733     1.620     0.000     0.000     0.000     0.007     0.019     0.054     0.051    -0.507     0.568     0.000     0.000     0.000     0.000     0.021     0.063     0.000     0.000
     5    53.595GHz     1         8964         4396   249.481   250.259     0.046     0.339    -0.031     0.198     0.467     0.212     0.077     0.254    -0.286     0.196     0.443     0.000     0.000     0.000    -0.068     0.124     0.002     0.002    -0.021     0.024     0.000     0.000     0.000     0.000     0.007     0.023     0.000     0.000
     6    54.400GHz    -1         8964         8525   232.762   232.966    -2.106     0.727    -0.016     0.202     0.262     0.665    -2.090     0.675     0.140     0.239    -1.938     0.000     0.000     0.000    -0.337     0.683     0.050     0.044     0.009     0.015     0.000     0.000     0.000     0.000    -0.013     0.023     0.000     0.000
     7    54.941GHz     1         8964         8958   224.717   224.715    -0.069     0.354    -0.010     0.144     0.255     0.321    -0.059     0.316     0.274     0.238    -0.231     0.000     0.000     0.000    -0.109     0.207     0.005     0.004     0.001     0.003     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
     8    55.499GHz     1         8964         8964   217.495   217.495    -0.052     0.297     0.009     0.151     0.275     0.302    -0.061     0.249    -0.090     0.100     0.183     0.000     0.000     0.000    -0.124     0.211    -0.026     0.029    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.014     0.000     0.000
     9    57.290GHz     1         8964         8963   211.844   211.844    -0.131     0.274     0.044     0.194     0.340     0.342    -0.175     0.180    -0.057     0.161    -0.072     0.000     0.000     0.000    -0.065     0.102     0.006     0.010     0.008     0.016     0.000     0.000     0.000     0.000     0.005     0.013     0.000     0.000
    10    57.290GHz     1         8964         8964   214.907   214.907    -0.001     0.348     0.050     0.210     0.400     0.291    -0.051     0.254    -0.021     0.170    -0.019     0.000     0.000     0.000    -0.031     0.201     0.017     0.020     0.001     0.002     0.000     0.000     0.000     0.000     0.002     0.004     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8964         8964   229.152   229.152     0.271     0.438     0.073     0.359     1.000     0.134     0.198     0.213    -0.028     0.170     0.270     0.000     0.000     0.000    -0.052     0.134     0.008     0.015    -0.001     0.002     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    13    57.290GHz     1         8962         8960   239.304   239.308     0.431     0.584     0.117     0.526     1.500     0.129     0.314     0.212    -0.033     0.177     0.392     0.000     0.000     0.000    -0.045     0.115     0.008     0.013    -0.006     0.012     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8964         3981   244.434   237.704     3.393     4.289     0.030     2.119     5.246     0.205     3.363     3.855    -6.931     4.606    16.853     0.000     0.000     0.000     0.128     0.683    -0.286     0.307    -5.237     5.810     0.000     0.000     0.000     0.000    -1.162     3.194     0.000     0.000
