!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051606      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8940         4873   203.370   184.027     3.310     2.977     0.043     1.837     4.616     0.174     3.268     2.203    -5.090     3.292    11.875     0.000     0.000     0.000     0.025     0.112     0.012     0.017    -3.068     3.311     0.000     0.000     0.000     0.000    -0.487     1.728     0.000     0.000
     2    31.400GHz    -1         8940         5057   194.498   173.407     2.815     3.652     0.210     1.292     4.808     0.080     2.604     3.349    -7.639     4.927    15.878     0.000     0.000     0.000     0.017     0.156     0.006     0.009    -5.006     5.427     0.000     0.000     0.000     0.000    -0.652     2.316     0.000     0.000
     3    50.300GHz    -1         8940         5052   240.525   233.842     2.631     2.267     0.020     1.050     3.490     0.101     2.611     1.931    -5.280     3.458    11.222     0.000     0.000     0.000     0.048     0.235    -0.016     0.021    -3.116     3.377     0.000     0.000     0.000     0.000    -0.246     0.878     0.000     0.000
     4    52.799GHz     1         8940         5057   256.071   255.975     0.016     0.546    -0.002     0.270     1.128     0.063     0.018     0.451    -1.143     0.747     1.617     0.000     0.000     0.000     0.008     0.020     0.051     0.054    -0.533     0.578     0.000     0.000     0.000     0.000     0.018     0.066     0.000     0.000
     5    53.595GHz     1         8940         5057   249.208   249.889     0.069     0.302     0.002     0.173     0.445     0.166     0.067     0.244    -0.291     0.202     0.443     0.000     0.000     0.000    -0.067     0.113     0.003     0.003    -0.024     0.026     0.000     0.000     0.000     0.000     0.004     0.013     0.000     0.000
     6    54.400GHz    -1         8940         8511   232.364   232.669    -2.128     0.669     0.006     0.197     0.250     0.663    -2.133     0.645     0.141     0.241    -1.943     0.000     0.000     0.000    -0.378     0.646     0.050     0.046     0.006     0.009     0.000     0.000     0.000     0.000    -0.009     0.018     0.000     0.000
     7    54.941GHz     1         8940         8939   224.279   224.279    -0.061     0.333     0.005     0.134     0.251     0.284    -0.066     0.306     0.272     0.236    -0.229     0.000     0.000     0.000    -0.111     0.189     0.001     0.001     0.002     0.003     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8940         8940   217.041   217.041    -0.050     0.262    -0.001     0.129     0.275     0.221    -0.048     0.229    -0.089     0.099     0.186     0.000     0.000     0.000    -0.122     0.194    -0.021     0.024    -0.001     0.003     0.000     0.000     0.000     0.000    -0.001     0.004     0.000     0.000
     9    57.290GHz     1         8940         8940   211.441   211.441    -0.174     0.249    -0.001     0.168     0.340     0.244    -0.173     0.187    -0.059     0.163    -0.071     0.000     0.000     0.000    -0.073     0.121     0.016     0.026     0.009     0.016     0.000     0.000     0.000     0.000     0.004     0.012     0.000     0.000
    10    57.290GHz     1         8940         8940   214.281   214.281    -0.060     0.327     0.001     0.187     0.400     0.219    -0.061     0.266    -0.021     0.172    -0.018     0.000     0.000     0.000    -0.048     0.217     0.022     0.024     0.002     0.003     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8940         8940   227.419   227.419     0.192     0.393     0.012     0.326     1.000     0.107     0.180     0.225    -0.024     0.164     0.278     0.000     0.000     0.000    -0.083     0.158     0.006     0.010     0.003     0.005     0.000     0.000     0.000     0.000     0.001     0.001     0.000     0.000
    13    57.290GHz     1         8931         8931   237.045   237.045     0.323     0.509     0.005     0.459     1.500     0.094     0.318     0.226    -0.026     0.173     0.404     0.000     0.000     0.000    -0.062     0.146     0.004     0.006    -0.001     0.002     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8940         4515   239.639   234.587     3.564     4.198     0.069     2.158     5.196     0.215     3.495     3.584    -6.972     4.598    16.877     0.000     0.000     0.000     0.146     0.616    -0.276     0.327    -5.476     5.843     0.000     0.000     0.000     0.000    -0.803     2.684     0.000     0.000
