!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050500      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8776         3996   214.572   191.378     3.030     3.094     0.079     1.849     4.781     0.172     2.951     2.332    -5.120     3.227    11.835     0.000     0.000     0.000     0.009     0.056     0.038     0.043    -2.965     3.249     0.000     0.000     0.000     0.000    -0.846     2.243     0.000     0.000
     2    31.400GHz    -1         8776         4146   205.421   178.816     2.462     3.697     0.241     1.377     4.964     0.085     2.221     3.414    -7.696     4.845    15.841     0.000     0.000     0.000     0.009     0.130     0.025     0.029    -4.828     5.364     0.000     0.000     0.000     0.000    -1.130     3.031     0.000     0.000
     3    50.300GHz    -1         8776         4137   243.470   236.164     2.524     2.330     0.097     1.125     3.606     0.112     2.428     1.953    -5.313     3.395    11.212     0.000     0.000     0.000     0.040     0.272    -0.044     0.053    -3.017     3.344     0.000     0.000     0.000     0.000    -0.451     1.219     0.000     0.000
     4    52.799GHz     1         8776         4147   256.108   257.168     0.046     0.580     0.007     0.287     1.200     0.065     0.039     0.469    -1.158     0.739     1.617     0.000     0.000     0.000     0.012     0.033     0.058     0.057    -0.510     0.566     0.000     0.000     0.000     0.000     0.019     0.053     0.000     0.000
     5    53.595GHz     1         8776         4147   249.169   250.853     0.072     0.299    -0.004     0.173     0.476     0.158     0.076     0.244    -0.291     0.197     0.446     0.000     0.000     0.000    -0.071     0.121     0.007     0.006    -0.018     0.020     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
     6    54.400GHz    -1         8776         8251   232.845   233.216    -2.058     0.696    -0.034     0.191     0.271     0.580    -2.024     0.674     0.154     0.252    -1.904     0.000     0.000     0.000    -0.314     0.680     0.041     0.035     0.018     0.032     0.000     0.000     0.000     0.000    -0.018     0.032     0.000     0.000
     7    54.941GHz     1         8776         8776   224.903   224.903    -0.060     0.346     0.001     0.134     0.255     0.280    -0.061     0.321     0.275     0.241    -0.231     0.000     0.000     0.000    -0.104     0.207     0.000     0.000     0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.008     0.000     0.000
     8    55.499GHz     1         8776         8776   217.722   217.722    -0.069     0.281    -0.000     0.130     0.275     0.224    -0.068     0.251    -0.091     0.101     0.176     0.000     0.000     0.000    -0.129     0.220    -0.018     0.020    -0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.014     0.000     0.000
     9    57.290GHz     1         8776         8776   211.893   211.893    -0.180     0.249     0.004     0.170     0.340     0.250    -0.184     0.182    -0.056     0.163    -0.075     0.000     0.000     0.000    -0.069     0.098     0.004     0.005     0.007     0.015     0.000     0.000     0.000     0.000     0.005     0.012     0.000     0.000
    10    57.290GHz     1         8776         8776   214.667   214.667    -0.075     0.318    -0.003     0.192     0.400     0.231    -0.071     0.256    -0.023     0.171    -0.025     0.000     0.000     0.000    -0.045     0.206     0.020     0.020     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8776         8776   228.051   228.051     0.181     0.399    -0.005     0.322     1.000     0.104     0.186     0.235    -0.027     0.174     0.274     0.000     0.000     0.000    -0.067     0.160     0.007     0.009    -0.001     0.001     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
    13    57.290GHz     1         8764         8764   238.063   238.063     0.310     0.511    -0.008     0.457     1.500     0.093     0.318     0.221    -0.029     0.179     0.398     0.000     0.000     0.000    -0.043     0.128    -0.001     0.001    -0.005     0.010     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8776         3706   242.502   238.469     3.036     4.110     0.077     2.160     5.327     0.213     2.959     3.585    -7.027     4.555    16.847     0.000     0.000     0.000     0.117     0.688    -0.298     0.293    -5.337     5.817     0.000     0.000     0.000     0.000    -1.344     3.397     0.000     0.000
