!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019051200      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8958         4181   214.008   191.413     3.010     3.126     0.105     1.851     4.723     0.174     2.905     2.328    -5.206     3.218    11.848     0.000     0.000     0.000     0.008     0.125    -0.000     0.000    -2.988     3.187     0.000     0.000     0.000     0.000    -0.757     2.153     0.000     0.000
     2    31.400GHz    -1         8958         4341   204.090   177.841     2.297     3.698     0.184     1.334     4.891     0.082     2.113     3.386    -7.874     4.876    15.870     0.000     0.000     0.000    -0.004     0.156    -0.002     0.002    -4.868     5.207     0.000     0.000     0.000     0.000    -1.009     2.901     0.000     0.000
     3    50.300GHz    -1         8958         4334   243.354   236.186     2.463     2.299     0.061     1.096     3.565     0.107     2.402     1.967    -5.418     3.390    11.220     0.000     0.000     0.000     0.066     0.247    -0.034     0.045    -3.043     3.252     0.000     0.000     0.000     0.000    -0.388     1.123     0.000     0.000
     4    52.799GHz     1         8958         4341   256.454   257.514     0.022     0.612    -0.001     0.303     1.186     0.077     0.023     0.497    -1.172     0.730     1.619     0.000     0.000     0.000     0.009     0.018     0.058     0.058    -0.517     0.553     0.000     0.000     0.000     0.000     0.026     0.076     0.000     0.000
     5    53.595GHz     1         8958         4341   249.405   251.023     0.050     0.318     0.003     0.190     0.472     0.190     0.047     0.252    -0.296     0.195     0.442     0.000     0.000     0.000    -0.085     0.122     0.001     0.001    -0.022     0.023     0.000     0.000     0.000     0.000     0.007     0.022     0.000     0.000
     6    54.400GHz    -1         8958         8414   232.821   233.224    -2.094     0.736     0.009     0.199     0.269     0.642    -2.103     0.688     0.145     0.243    -1.938     0.000     0.000     0.000    -0.354     0.697     0.055     0.045     0.009     0.015     0.000     0.000     0.000     0.000    -0.020     0.037     0.000     0.000
     7    54.941GHz     1         8958         8956   224.765   224.765    -0.056     0.355     0.008     0.149     0.257     0.344    -0.064     0.323     0.276     0.240    -0.229     0.000     0.000     0.000    -0.111     0.211    -0.001     0.001     0.002     0.003     0.000     0.000     0.000     0.000    -0.000     0.001     0.000     0.000
     8    55.499GHz     1         8958         8957   217.486   217.487    -0.051     0.293     0.010     0.150     0.275     0.300    -0.062     0.248    -0.089     0.100     0.184     0.000     0.000     0.000    -0.130     0.216    -0.022     0.025    -0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.014     0.000     0.000
     9    57.290GHz     1         8958         8958   211.810   211.810    -0.135     0.275     0.032     0.196     0.340     0.342    -0.166     0.179    -0.056     0.161    -0.068     0.000     0.000     0.000    -0.062     0.100     0.005     0.008     0.009     0.016     0.000     0.000     0.000     0.000     0.006     0.014     0.000     0.000
    10    57.290GHz     1         8958         8958   214.999   214.999    -0.005     0.344     0.036     0.212     0.400     0.289    -0.042     0.254    -0.020     0.171    -0.017     0.000     0.000     0.000    -0.025     0.199     0.017     0.018     0.002     0.003     0.000     0.000     0.000     0.000     0.002     0.005     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8957         8957   229.438   229.438     0.243     0.444     0.035     0.365     1.000     0.134     0.207     0.224    -0.026     0.170     0.271     0.000     0.000     0.000    -0.044     0.147     0.006     0.013    -0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000
    13    57.290GHz     1         8956         8953   239.795   239.800     0.391     0.568     0.060     0.520     1.500     0.122     0.331     0.207    -0.030     0.174     0.395     0.000     0.000     0.000    -0.032     0.113     0.004     0.008    -0.006     0.011     0.000     0.000     0.000     0.000    -0.001     0.002     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8958         3963   242.928   238.761     3.018     4.142     0.097     2.148     5.224     0.211     2.921     3.560    -7.238     4.571    16.846     0.000     0.000     0.000     0.062     0.704    -0.307     0.337    -5.286     5.657     0.000     0.000     0.000     0.000    -1.157     3.178     0.000     0.000
