!   Satellite/Sensor   YYYYMMDDHH   #chan
           amsua_n15   2019050512      15
!ichan| freq/wavenum|iuse|  #total obs|  #assim obs| Tb-Total| Tb-Assim| O-F noBC|         |   O-F BC|         |Obs Error|Cost (Jo)| bc_total|         |bc_fixang|         |bc_const |         |bc_satang|         |bc_tlap  |         |bc_tlap2 |         |bc_clw   |         |bc_coslat|         |bc_sinlat|         |bc_emis  |         |bc_sst   |         
!     |             |    |            |            |     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|     mean|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev|     mean|   stddev
     1    23.800GHz    -1         8962         4349   211.665   188.677     3.189     3.148    -0.014     1.889     4.652     0.180     3.203     2.409    -5.115     3.226    11.845     0.000     0.000     0.000     0.010     0.068     0.030     0.037    -2.911     3.364     0.000     0.000     0.000     0.000    -0.657     2.006     0.000     0.000
     2    31.400GHz    -1         8962         4490   202.781   176.421     2.732     3.826     0.217     1.352     4.837     0.086     2.516     3.564    -7.734     4.854    15.849     0.000     0.000     0.000     0.008     0.129     0.020     0.025    -4.740     5.518     0.000     0.000     0.000     0.000    -0.887     2.729     0.000     0.000
     3    50.300GHz    -1         8962         4481   243.306   235.451     2.680     2.351     0.111     1.081     3.517     0.106     2.569     2.041    -5.342     3.390    11.212     0.000     0.000     0.000     0.050     0.254    -0.039     0.049    -2.959     3.439     0.000     0.000     0.000     0.000    -0.353     1.094     0.000     0.000
     4    52.799GHz     1         8962         4490   256.480   256.968     0.044     0.562     0.006     0.272     1.148     0.061     0.038     0.456    -1.161     0.736     1.617     0.000     0.000     0.000     0.012     0.029     0.055     0.053    -0.500     0.582     0.000     0.000     0.000     0.000     0.016     0.049     0.000     0.000
     5    53.595GHz     1         8962         4490   249.430   250.685     0.062     0.295    -0.003     0.168     0.453     0.150     0.065     0.239    -0.291     0.194     0.446     0.000     0.000     0.000    -0.074     0.115     0.001     0.001    -0.018     0.021     0.000     0.000     0.000     0.000     0.002     0.006     0.000     0.000
     6    54.400GHz    -1         8962         8502   232.814   233.032    -2.098     0.663    -0.037     0.199     0.263     0.664    -2.062     0.649     0.149     0.247    -1.908     0.000     0.000     0.000    -0.356     0.654     0.043     0.038     0.018     0.031     0.000     0.000     0.000     0.000    -0.008     0.015     0.000     0.000
     7    54.941GHz     1         8962         8961   224.716   224.717    -0.073     0.339    -0.001     0.134     0.254     0.282    -0.072     0.311     0.274     0.239    -0.231     0.000     0.000     0.000    -0.112     0.191    -0.001     0.001     0.001     0.002     0.000     0.000     0.000     0.000    -0.003     0.008     0.000     0.000
     8    55.499GHz     1         8962         8962   217.394   217.394    -0.073     0.268    -0.005     0.133     0.275     0.233    -0.069     0.232    -0.093     0.103     0.177     0.000     0.000     0.000    -0.136     0.205    -0.012     0.014    -0.002     0.004     0.000     0.000     0.000     0.000    -0.003     0.012     0.000     0.000
     9    57.290GHz     1         8962         8962   211.516   211.516    -0.180     0.249     0.001     0.168     0.340     0.245    -0.181     0.183    -0.059     0.162    -0.074     0.000     0.000     0.000    -0.068     0.101     0.007     0.010     0.008     0.015     0.000     0.000     0.000     0.000     0.005     0.012     0.000     0.000
    10    57.290GHz     1         8962         8962   214.340   214.340    -0.075     0.317    -0.003     0.188     0.400     0.222    -0.072     0.255    -0.026     0.170    -0.026     0.000     0.000     0.000    -0.041     0.203     0.019     0.021     0.001     0.002     0.000     0.000     0.000     0.000     0.001     0.002     0.000     0.000
    11    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    12    57.290GHz     1         8960         8960   227.992   227.992     0.181     0.392    -0.003     0.327     1.000     0.107     0.184     0.228    -0.030     0.172     0.274     0.000     0.000     0.000    -0.066     0.154     0.008     0.010    -0.001     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    13    57.290GHz     1         8961         8961   237.845   237.845     0.304     0.501    -0.002     0.458     1.500     0.093     0.306     0.213    -0.032     0.177     0.399     0.000     0.000     0.000    -0.059     0.120     0.004     0.006    -0.005     0.010     0.000     0.000     0.000     0.000    -0.001     0.003     0.000     0.000
    14    57.290GHz    -1            0        -9999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999 -9999.999
    15    88.997GHz    -1         8962         4013   243.135   237.768     3.629     4.422     0.301     2.141     5.210     0.214     3.329     3.779    -7.060     4.526    16.850     0.000     0.000     0.000     0.117     0.665    -0.269     0.284    -5.288     5.938     0.000     0.000     0.000     0.000    -1.021     2.973     0.000     0.000
